geneSymbol,TR1,TR2,TR3,WR1,WR2,WR3,Entrez
A1BG,62.193714,63.397572,57.457601,45.427897,43.817572,47.449779,1
A1CF,48.890087,48.633393,48.345173,54.42531,53.25634,49.25644,29974
A2M,2310.013163,2283.468564,2365.54965,1625.141099,1667.306332,1634.46938,2
A2M-AS1,0.179618,0.480348,0.340966,0.472626,0.437049,0.583203,144571
A2ML1,0.041607,0.046892,0.066633,0,0.025683,0.014363,144568
A4GALT,0.3383,0.061791,0.24462,0.022898,0,0.267745,53947
AAAS,52.846755,51.499342,53.30492,64.10657,65.606921,64.329767,8086
AACS,35.589243,37.629831,37.130509,26.176254,27.106651,27.562322,65985
AACSP1,0.068018,0.084847,0.040475,0.125513,0.16027,0.129906,729522
AADAC,11.638899,11.580645,12.207132,16.23324,16.619521,15.970907,13
AADACL2-AS1,1.0605,0.669936,0.87006,0.3395,0.37199,0.279698,101928142
AADACL3,0.01541,0,0,0.010671,0,0.037442,126767
AADACP1,0.274456,0.306795,0.147057,0.341685,0.129075,0.125148,201651
AADAT,5.32353,4.635566,4.801834,5.925209,6.662503,5.864672,51166
AAGAB,52.184122,54.777041,53.651644,57.75919,61.488011,48.45235,79719
AAK1,6.399262,6.248089,6.202589,5.545116,5.529129,4.85261,22848
AAMDC,51.55732,51.694048,54.70999,45.638255,42.877966,38.896503,28971
AAMP,171.270031,174.41634,177.242776,196.38559,186.483599,192.675869,14
AANAT,0.216916,0.498504,0.086462,0.072205,0.068947,0,15
AAR2,29.071031,29.161815,30.05954,38.26143,37.231687,37.023164,25980
AARD,0,0.035104,0.033565,0.052104,0,0.099857,441376
AARS2,17.544517,17.826023,18.071054,16.65957,16.689928,18.954014,57505
AARSD1,31.690001,29.057593,30.326505,42.646553,44.115773,45.985074,80755
AASDH,5.324825,5.489174,4.877391,5.453466,5.676821,5.328319,132949
AASDHPPT,17.61515,16.008179,16.87001,25.212591,23.063233,22.24394,60496
AASS,10.835353,10.227908,9.344723,9.702583,9.647215,8.630393,10157
AATBC,0.013487,0,0.012026,0,0,0,284837
AATF,50.083748,46.233421,50.690795,67.932148,68.570469,69.334414,26574
AATK,0.024854,0.032578,0.022036,0.017212,0.014637,0.028503,9625
ABALON,0.034981,0.065285,0.124802,0.0242,0.041147,0.039968,103021294
ABAT,17.002406,17.514093,15.774588,13.168186,13.4457,13.762113,18
ABCA1,25.915991,24.734511,25.003713,28.614871,29.126967,26.911476,19
ABCA10,0.241581,0.253336,0.336001,0.448395,0.364528,0.46561,10349
ABCA11P,11.825991,11.232954,10.498576,13.893257,14.735974,12.597436,79963
ABCA13,0.018424,0.013406,0.019315,0.030016,0.017038,0.045638,154664
ABCA2,18.997832,19.261822,19.230656,12.378385,12.673325,14.073889,20
ABCA3,0.138347,0.164085,0.115146,0.051102,0.043459,0.084654,21
ABCA4,0.108053,0.140102,0.155612,0.178457,0.12729,0.076298,24
ABCA5,4.265175,3.495346,4.181438,3.742521,3.115344,3.055663,23461
ABCA6,0.609711,0.841614,0.863557,0.546592,0.698222,0.391094,23460
ABCA7,6.257595,6.214633,6.129328,2.241056,2.023688,2.63663,10347
ABCA8,0.032141,0.03009,0.028657,0.022259,0.03665,0.036868,10351
ABCA9,0.375784,0.317758,0.354665,0.413772,0.512494,0.335678,10350
ABCA9-AS1,0,0.173389,0,0,0,0,104355297
ABCB1,11.184385,11.418661,12.319383,11.951053,11.549492,11.721314,5243
ABCB10,19.423872,21.013823,20.629309,23.495717,23.053541,21.358089,23456
ABCB11,9.496103,9.880596,10.246429,13.020913,13.900973,13.913642,8647
ABCB4,8.442858,8.296759,8.677618,8.540522,8.436726,6.825779,5244
ABCB5,0.220028,0.267601,0.190567,0.248618,0.325979,0.341248,340273
ABCB6,75.986591,77.19528,75.823456,67.933686,69.351506,69.380364,10058
ABCB7,12.794633,12.766256,13.508493,12.627942,13.375996,11.986749,22
ABCB8,17.759638,18.127222,18.669411,17.648339,18.086461,18.139013,11194
ABCB9,3.605231,3.124822,4.327238,4.27083,3.745559,4.464664,23457
ABCC1,19.744028,19.951093,18.710387,16.57564,16.225916,17.740917,4363
ABCC10,10.137628,9.790152,9.329484,7.552184,6.758876,7.395736,89845
ABCC11,0.345379,0.223112,0.211031,0.223864,0.408874,0.338468,85320
ABCC13,0,0,0,0,0.026671,0,150000
ABCC2,51.369775,51.327275,52.790408,34.876086,33.264124,32.209247,1244
ABCC3,9.560136,11.732106,11.317419,5.215671,5.122294,4.632345,8714
ABCC4,19.944936,18.633301,20.158476,24.88969,23.820889,23.399408,10257
ABCC5,15.684885,15.455869,15.016161,17.099791,17.908203,17.263326,10057
ABCC6,53.157634,54.32493,58.230029,49.427575,48.407366,44.563524,368
ABCC6P1,15.48054,15.125475,14.23487,13.197342,13.059923,12.349699,653190
ABCC6P2,16.825954,17.141515,14.989709,12.654341,13.45848,12.951811,730013
ABCC8,0,0,0.022883,0,0,0,6833
ABCC9,9.122916,8.99955,8.59941,10.495643,10.383978,9.895231,10060
ABCD1,10.976403,10.82919,10.008712,7.172465,8.299754,7.029338,215
ABCD2,0.145153,0.104279,0.17294,0.075719,0.174676,0.059493,225
ABCD3,62.141498,58.042583,58.030918,69.863953,68.596541,69.655917,5825
ABCD4,24.380629,23.100006,26.014913,23.374259,20.245496,23.116333,5826
ABCE1,44.185088,42.786357,42.818582,67.920749,63.458595,59.329105,6059
ABCF1,74.374234,72.599053,73.563822,91.152751,90.956206,85.491151,23
ABCF1-DT,0.177726,0,0,0.122342,0,0,107986587
ABCF2,42.357672,40.543676,41.823103,69.350134,73.952729,69.867596,10061
ABCF3,15.951813,16.048026,17.383702,16.322722,18.118528,17.366486,55324
ABCG1,0.026264,0.163259,0,0.224161,0.202883,0.219161,9619
ABCG2,5.552488,5.537355,5.75847,2.206246,2.602348,2.698373,9429
ABCG4,0,0.016278,0,0,0.020491,0,64137
ABCG5,0.068828,0.146079,0,0.083134,0.037795,0,64240
ABCG8,0.201902,0.12326,0.143512,0.071927,0.140643,0.07623,64241
ABHD1,0,0.089471,0,0,0,0,84696
ABHD10,69.146964,83.45071,74.060414,86.872726,94.216177,97.574086,55347
ABHD11,4.622916,5.232776,6.21185,5.708438,4.564723,7.056065,83451
ABHD12,133.404388,129.526389,125.281194,104.931281,102.827638,107.099259,26090
ABHD12B,0.128122,0.236736,0.22944,0.265157,0,0,145447
ABHD13,7.23463,6.956941,7.05163,7.093942,6.81699,6.470147,84945
ABHD14A,18.704658,19.393435,20.100479,16.213468,18.390187,16.664944,25864
ABHD14A-ACY1,0,1.684772,0.837109,0,1.18627,2.11497,100526760
ABHD14B,8.377538,9.424354,8.384189,8.784316,9.858006,7.655629,84836
ABHD15,13.945329,13.355727,12.777824,13.220394,13.812697,13.935465,116236
ABHD16A,31.854968,29.286704,29.389983,30.215413,29.85669,30.401695,7920
ABHD16B,0,0,0,0,0,0.043196,140701
ABHD17A,67.174179,70.240462,56.516523,38.371496,38.199025,51.200709,81926
ABHD17B,20.101592,20.708419,21.416481,23.371816,26.497808,23.556331,51104
ABHD17C,0.275512,0.617855,0.319534,0.438956,0.29187,0.31528,58489
ABHD18,3.553545,3.763267,3.339138,3.293399,3.881513,2.739144,80167
ABHD2,26.969072,25.57325,24.99184,30.37709,30.064362,27.625303,11057
ABHD3,53.844234,53.023094,58.703942,50.900764,49.106715,46.005172,171586
ABHD4,74.151924,72.245358,75.187642,47.457303,47.291187,47.516984,63874
ABHD5,15.121861,15.502797,15.96771,17.27664,16.604435,17.528977,51099
ABHD6,4.7366,4.978869,3.820209,4.468503,4.871491,3.674123,57406
ABHD8,15.056568,14.915932,12.861271,13.801009,15.087864,15.130421,79575
ABI1,33.674902,36.487565,33.801349,34.028567,32.217083,31.632203,10006
ABI2,19.884027,20.353529,21.6132,26.192614,25.95533,24.570174,10152
ABL1,38.255683,37.763633,37.228781,40.153977,41.342682,42.953257,25
ABL2,5.862152,5.368312,5.189627,6.26318,6.280246,6.234252,27
ABLIM1,37.448974,38.228119,37.071955,41.2595,40.49552,39.137408,3983
ABLIM2,0.330451,0.549036,0.408193,0.192708,0.239387,0.174583,84448
ABLIM3,32.339036,31.920616,32.652455,26.420175,26.711324,25.197093,22885
ABO,0,0,0,0,0,0.049346,28
ABR,0.121999,0.112926,0.075985,0.044981,0.17254,0.095802,29
ABRACL,101.774846,107.913806,100.706896,69.5424,68.589285,63.063951,58527
ABRAXAS1,7.699038,7.628911,7.090702,7.147173,6.24185,5.259575,84142
ABRAXAS2,14.307153,12.223675,13.136433,14.917027,14.356446,13.926313,23172
ABT1,32.213058,32.366885,33.598354,38.060609,38.697445,36.660686,29777
ABTB1,20.7312,22.106683,22.093288,12.168822,11.676677,12.263632,80325
ABTB2,14.977595,14.408282,13.878878,13.751068,12.390247,13.49923,25841
ACAA1,153.297275,159.679075,158.840986,125.061723,130.75733,126.634254,30
ACAA2,80.480619,79.432251,84.596976,81.813153,81.02002,79.82401,10449
ACACA,39.404317,38.97696,38.963477,49.616915,49.453582,49.892948,31
ACACB,6.119821,5.820369,5.625759,4.160242,4.107489,4.137697,32
ACAD10,15.584887,15.480415,15.427356,12.209626,12.630415,11.412366,80724
ACAD11,12.508363,13.387663,13.763676,11.461717,10.836686,11.557062,84129
ACAD8,9.264654,8.745591,9.010926,10.830095,11.432488,10.835885,27034
ACAD9,64.464837,66.240936,65.99212,74.550027,75.217947,72.67006,28976
ACADL,0.025978,0.048556,0.046349,0,0.03058,0,33
ACADM,25.635684,26.771573,25.431239,28.047366,26.973043,26.011254,34
ACADS,23.87739,24.055819,26.352325,19.090097,17.276453,20.362005,35
ACADSB,32.241076,31.938286,32.587158,36.596106,36.214458,33.712162,36
ACADVL,114.788441,122.213229,119.148931,102.574366,103.409759,108.796914,37
ACAN,0.007098,0,0,0,0,0,176
ACAP1,0.080073,0.095884,0.014643,0,0.044405,0.018905,9744
ACAP2,12.168328,13.822538,11.954335,13.008653,13.148199,11.909908,23527
ACAP3,42.068047,43.566649,41.056953,24.869087,26.715907,30.077826,116983
ACAT1,71.834934,75.280458,78.482073,74.334228,73.464331,72.206163,38
ACAT2,753.161582,754.990277,771.54773,537.641266,542.466122,510.156804,39
ACBD3,23.946167,24.391743,24.511073,21.572664,20.929644,19.286262,64746
ACBD4,6.609638,6.426236,6.813052,5.27661,4.652935,4.707553,79777
ACBD5,32.134521,31.998232,36.057108,26.124554,26.730185,24.897548,91452
ACBD6,39.294088,40.357127,37.231311,46.618608,39.14268,45.909919,84320
ACBD7,0.727532,0.860068,0.867626,0.901151,0.818036,1.058615,414149
ACCS,0.83724,0.959346,1.431602,0.245335,0.520049,0.256935,84680
ACCSL,0,0,0,0.050887,0,0,390110
ACD,13.313366,11.679589,13.772585,12.130514,11.232661,16.288094,65057
ACE,0.01243,0.022999,0.022166,0.034066,0.01464,0.028168,1636
ACE2,0,0,0,0,0,0.024238,59272
ACER1,0.086318,0.319597,0.210552,0.148943,0.050399,0.42838,125981
ACER2,0.764497,0.767783,1.121251,0.803985,0.689797,1.032952,340485
ACER3,5.510943,4.954559,5.238664,5.349003,5.267171,4.631291,55331
ACHE,0.420189,0.247305,0.415846,0.138436,0.167691,0.163012,43
ACIN1,167.300253,162.829771,164.251431,192.436617,188.342574,199.152947,22985
ACKR2,1.012088,0.825159,0.826486,0.312933,0.456155,0.517686,1238
ACKR4,0.257514,0.144403,0.049622,0.243986,0.130939,0.127294,51554
ACLY,403.600122,394.135704,407.691778,275.084368,271.3766,271.941542,47
ACMSD,2.673349,3.220063,2.675396,3.813149,4.364289,3.648944,130013
ACO1,43.085032,44.636241,44.124657,45.18651,45.295178,44.51723,48
ACO2,82.563594,81.605577,83.268282,83.889882,84.283785,84.046103,50
ACOT1,19.383183,19.386371,18.842001,19.084831,19.658349,17.919818,641371
ACOT11,5.405512,6.48561,5.921831,5.583959,4.900797,5.272028,26027
ACOT12,0.831786,0.892136,1.258906,0.371564,0.542666,0.370168,134526
ACOT13,14.79795,14.224205,14.752648,15.810874,15.888641,16.630167,55856
ACOT2,32.566915,31.973045,29.49752,26.954642,28.928307,32.068608,10965
ACOT4,2.890636,2.52826,2.232922,1.889999,1.226186,1.7723,122970
ACOT7,102.805776,108.352351,105.044149,113.65175,114.627108,116.163388,11332
ACOT8,41.026084,39.781051,43.397005,44.113255,50.097653,44.292736,10005
ACOT9,29.257049,28.860694,29.02516,24.27475,23.651419,22.954709,23597
ACOX1,14.891024,14.478362,14.703042,12.369483,12.630578,11.261745,51
ACOX2,12.472574,11.355523,11.369988,11.304484,9.48052,9.969525,8309
ACOX3,9.359965,9.499848,9.107547,8.094988,8.481922,9.080171,8310
ACOXL,0.031892,0.052471,0.02844,0.033522,0,0.109665,55289
ACOXL-AS1,0.019709,0,0,0,0,0,400997
ACP1,104.68381,105.449802,107.859213,110.683674,109.608824,104.217949,52
ACP2,36.632448,35.184631,35.471419,40.459846,39.128123,43.657283,53
ACP4,0.052087,0,0.09302,0,0,0,93650
ACP5,13.365593,14.631627,13.498874,3.629518,3.14418,4.887259,54
ACP6,12.942283,14.386783,12.908351,12.887146,12.172803,12.323559,51205
ACP7,0.073656,0.068895,0.082112,0.089247,0.025314,0.084396,390928
ACR,0.051097,0.047618,0,0,0,0.058279,49
ACRBP,0.141273,0.296754,0.28366,0.122209,0.124677,0.322977,84519
ACSBG1,0.070626,0.366919,0.325504,0.353977,0.345814,0.356439,23205
ACSF2,23.078296,22.198854,23.949303,18.281685,19.67292,19.822418,80221
ACSF3,8.248277,7.742957,8.434108,6.62643,6.837798,6.891666,197322
ACSL1,69.247943,68.763834,70.451895,72.538892,73.310379,69.076357,2180
ACSL3,177.85942,174.14494,167.653517,159.677121,154.791825,145.797622,2181
ACSL4,250.86062,243.600401,241.210214,249.703748,237.754639,218.807849,2182
ACSL5,1.930191,2.246533,2.364457,0.94313,0.541047,0.60922,51703
ACSL6,0.148522,0.16281,0.209973,0.242182,0.224336,0.208008,23305
ACSM1,0.055946,0.100412,0.048124,0.056116,0,0.154078,116285
ACSM2A,0.427091,0.888131,0.941104,0.756137,0.91218,0.997691,123876
ACSM2B,3.877085,4.328399,3.712646,3.467662,5.264538,3.605822,348158
ACSM3,8.147385,7.427584,7.026002,6.081255,6.26399,4.869154,6296
ACSM4,0,0.036038,0,0,0,0.044122,341392
ACSM5,0.065903,0,0.040931,0,0,0.092063,54988
ACSM6,0,0,0,0.027273,0,0,142827
ACSS1,0.026561,0.049643,0.079811,0.014547,0.024739,0,84532
ACSS2,316.781744,309.766326,321.544098,91.387772,93.782246,92.272875,55902
ACSS3,72.771354,71.532603,70.261709,61.065563,59.585953,64.217696,79611
ACTA1,0.04626,0,0,0.064007,0,0.105596,58
ACTB,4156.565736,4112.763256,4040.897277,4393.888146,4387.847133,4541.928961,60
ACTBL2,0.091633,0.06425,0.020434,0,0.02697,0.026232,345651
ACTG1,927.923122,914.426005,931.975287,1016.325744,1012.66006,1018.285495,71
ACTG1P17,0.50547,0.646466,0.641862,0.512183,0.342835,0.472313,283693
ACTG1P20,2.019831,1.780464,1.993445,2.03489,2.273808,2.013386,644961
ACTG1P4,0.166451,0.062173,0.178234,0.02304,0.039176,0.038065,648740
ACTG2,0,0,0,0.124009,0,0,72
ACTL10,0.293013,0.486468,0.522912,0.157729,0.273282,0.186151,170487
ACTL6A,59.344516,58.104108,61.10475,84.237275,80.30903,84.057197,86
ACTL6B,0,0,0.040073,0,0,0.051245,51412
ACTL7B,0,0.092149,0,0.068388,0,0.056392,10880
ACTN1,148.825095,143.306427,144.437347,139.404035,136.819476,134.000839,87
ACTN2,0.03775,0,0,0,0,0,88
ACTN3,0.737182,0.709557,0.696208,0.435313,0.459538,0.646681,89
ACTN4,338.544063,334.323246,333.174188,324.059991,331.213837,338.139551,81
ACTR10,33.943727,34.537386,36.328955,34.916488,37.023314,34.952064,55860
ACTR1A,84.524087,82.585078,86.652043,94.06893,93.12461,92.435215,10121
ACTR1B,70.908507,73.015429,76.653214,59.962854,63.484172,58.638233,10120
ACTR2,126.605224,123.920738,126.121521,150.94601,142.996307,132.898467,10097
ACTR3,72.842758,76.492339,76.123737,94.371797,90.901444,86.530669,10096
ACTR3B,17.240471,20.039821,15.203515,22.103183,23.183234,24.330009,57180
ACTR3C,6.478562,5.350399,6.222041,5.431982,4.114538,4.971431,653857
ACTR5,6.629764,6.417725,6.165681,6.571642,7.741829,7.355496,79913
ACTR6,24.624457,23.493777,24.619664,28.438688,30.039103,26.9512,64431
ACTR8,7.872643,7.947993,7.045375,7.453132,7.832468,7.383617,93973
ACTRT3,3.073492,2.77894,2.506614,2.515959,3.072438,1.738312,84517
ACVR1,23.973335,24.641338,25.681138,18.825828,18.958129,17.354149,90
ACVR1B,41.990918,38.357299,38.549241,52.456949,51.563652,51.513351,91
ACVR1C,2.173871,1.954189,2.074703,2.005409,2.091389,1.703848,130399
ACVR2A,5.266043,5.745939,6.126276,5.95669,6.027901,6.074058,92
ACVR2B,7.126894,6.986723,6.650775,7.235585,6.708993,6.733438,93
ACVR2B-AS1,0.461716,0.311655,0.297474,0.301862,0.332152,0.293613,100128640
ACVRL1,0.289143,0.129124,0.240764,0.10302,0.125232,0.118635,94
ACY1,54.278834,50.490682,52.438265,51.909783,52.823627,52.541793,95
ACY3,5.714974,5.221194,4.909357,4.186613,4.332186,4.249641,91703
ACYP1,12.750096,18.173627,12.472884,18.422164,17.420864,17.468713,97
ACYP2,7.730493,7.565168,7.046919,4.57926,5.752428,5.949838,98
ADA,0.791205,0.94292,0.745523,0.95273,1.499418,1.111744,100
ADA2,0.134995,0.105556,0.060555,0.151893,0.039743,0.058079,51816
ADAL,4.820757,5.299731,5.636716,5.465184,5.11295,5.637861,161823
ADAM10,49.760946,46.627196,48.665244,47.431795,47.14613,43.077346,102
ADAM11,0.140614,0.095316,0.122403,0.139069,0.236568,0.112852,4185
ADAM15,15.536028,14.879624,14.542758,18.971352,18.678604,20.844636,8751
ADAM17,18.206643,18.985256,18.871019,16.248446,17.839131,15.764562,6868
ADAM18,0.161982,0.211784,0.144536,0,0.076251,0.037047,8749
ADAM19,0,0.010003,0,0,0,0,8728
ADAM1A,0,0,0,0,0.363142,0,8759
ADAM2,0,0.028615,0,0,0,0,2515
ADAM20,0.068123,0.034038,0.068821,0.062397,0.032106,0.109493,8748
ADAM20P1,0.062856,0.117554,0.093438,0.087035,0.074007,0.071996,317760
ADAM21,0.072281,0.090064,0.171937,0.050053,0.056729,0.027585,8747
ADAM21P1,0,0.03009,0,0,0,0,145241
ADAM22,1.828748,1.969298,2.174253,1.900198,1.665301,1.799866,53616
ADAM23,22.037182,20.92061,19.939593,19.725765,19.456462,19.608061,8745
ADAM28,6.930755,7.844017,7.369757,5.278792,6.032624,5.791835,10863
ADAM32,0.436591,0.182557,0.433934,0.399728,0.486668,0.217069,203102
ADAM33,0.037395,0,0,0,0,0,80332
ADAM6,0,0,0,0,0,0.04133,8755
ADAM8,0.996817,1.319467,1.712388,0.974376,0.79877,1.024928,101
ADAM9,129.449543,127.624045,130.91327,120.938208,114.256334,109.773136,8754
ADAMTS1,12.313447,11.626034,11.335687,11.6037,12.017648,11.363778,9510
ADAMTS10,2.877412,2.650336,2.858787,1.019905,0.744646,1.191002,81794
ADAMTS12,9.384197,9.88675,9.269105,8.903319,7.902476,10.254362,81792
ADAMTS13,0.66305,0.815638,1.06354,0.17653,0.092892,0.337682,11093
ADAMTS16,0.272005,0.290951,0.170661,0.062788,0.045767,0.089116,170690
ADAMTS17,0.035858,0.069548,0.072891,0.093283,0.103511,0.032844,170691
ADAMTS19,0,0.012845,0.036716,0.009505,0.041604,0.031474,171019
ADAMTS20,1.018085,1.227458,1.321192,1.267698,1.181838,0.934379,80070
ADAMTS3,0.73793,0.680983,0.657931,0.845611,0.831972,0.592627,9508
ADAMTS4,0.386425,0.299917,0.35385,0.392422,0.200694,0.168058,9507
ADAMTS5,0,0.005861,0.00549,0.004334,0.007372,0.028727,11096
ADAMTS6,0.885157,0.863296,0.652173,0.344903,0.394774,0.417059,11174
ADAMTS7,0.031326,0.010426,0.05587,0.015426,0.036892,0.025549,11173
ADAMTS7P1,0.012393,0.0116,0,0.008583,0,0.028425,390660
ADAMTS9,5.884097,5.55813,5.12306,4.277685,3.812137,3.889785,56999
ADAMTS9-AS2,0.205497,0.164553,0.104768,0.081279,0.069105,0.033586,100507098
ADAMTSL2,0.474634,0.373472,0.427032,0.492075,0.559964,0.498711,9719
ADAMTSL3,0.02041,0,0,0.018304,0,0,57188
ADAMTSL4,22.434882,20.997123,21.88997,11.55601,11.326531,12.530669,54507
ADAMTSL4-AS1,0.240662,0,0.064104,0.116862,0,0.081588,574406
ADAMTSL5,6.645139,7.351436,6.100449,3.097359,3.566654,3.875758,339366
ADAP1,9.579435,9.591755,8.903422,7.984733,8.401224,9.752909,11033
ADAP2,0,0.048792,0.064398,0,0,0,55803
ADAR,106.820443,105.950397,106.893457,129.423323,130.563666,125.737418,103
ADARB1,7.860579,8.340795,8.40255,6.717553,6.85144,6.160575,104
ADARB2,0,0.013484,0,0,0.016961,0.008261,105
ADAT1,7.112395,7.013243,7.233704,8.47821,8.786303,9.642352,23536
ADAT2,4.175472,4.314204,3.949493,5.820693,4.942548,5.791041,134637
ADAT3,4.679985,4.625402,4.341952,1.597253,1.683673,2.953579,113179
ADCK1,5.146874,5.724215,5.271262,3.941681,4.1532,4.168409,57143
ADCK2,11.868412,11.881217,12.273506,10.483339,10.812141,12.01738,90956
ADCK5,5.798392,7.008751,5.696467,4.990964,4.891039,4.895719,203054
ADCY1,0.004811,0.022511,0.021442,0.036708,0.005668,0.026726,107
ADCY10,2.08986,2.123066,1.737559,1.001929,1.23096,1.445158,55811
ADCY10P1,2.872278,3.163251,3.112179,2.190676,2.366096,2.30346,221442
ADCY3,0.247556,0.189122,0.108531,0.181317,0.374028,0.291772,109
ADCY5,0.584765,0.635138,0.662784,0.318228,0.382898,0.386232,111
ADCY6,30.79945,31.526225,30.814708,22.535574,23.770076,23.695402,112
ADCY7,2.698883,2.773154,2.85002,2.466129,2.456902,2.546931,113
ADCY9,25.484664,25.839733,23.883823,25.182636,25.952487,25.965433,115
ADCYAP1,0.377617,0.315979,0.336793,0.068802,0.093606,0.159375,116
ADD1,182.79308,182.620935,179.211438,180.137717,187.177723,186.012434,118
ADD2,0.047385,0.032038,0.078081,0.064768,0.059988,0.058294,119
ADD3,48.471889,48.755753,49.734932,58.238291,56.970131,52.556997,120
ADD3-AS1,0.221414,0.051561,0.148299,0.191422,0,0.126194,100505933
ADGB,0.009,0,0.016048,0.014842,0.021204,0,79747
ADGRA1,0.023707,0.027866,0.036334,0.012395,0,0,84435
ADGRA2,0,0,0,0.014311,0,0,25960
ADGRA3,50.218263,48.417695,47.143065,68.743192,68.668637,66.042473,166647
ADGRB2,0.213294,0.206285,0.178538,0.143988,0.168735,0.150603,576
ADGRB3,0.095524,0.215487,0.178246,0.138152,0.143216,0.119842,577
ADGRD1,8.471238,8.275692,8.989021,1.916358,1.5654,1.761069,283383
ADGRE2,0.022416,0.060155,0.00997,0.03077,0.051937,0.012801,30817
ADGRE4P,0.023463,0.043109,0.041886,0.032486,0.082868,0,326342
ADGRE5,15.099578,15.59643,14.391066,14.152358,14.145292,14.148582,976
ADGRF1,0.048221,0.200826,0.258352,0.133434,0,0.220088,266977
ADGRF2,0.116494,0.169017,0.088136,0.016674,0.042574,0,222611
ADGRF3,0.409024,0.372989,0.194938,0.146935,0.102877,0.126159,165082
ADGRF4,0.329626,0.192654,0.233891,0.027679,0.072771,0.023598,221393
ADGRF5,0,0,0,0.014784,0,0,221395
ADGRG1,0.146126,0.187613,0.105543,0.025919,0.061418,0.076078,9289
ADGRG2,0.079689,0.03719,0.047012,0.018345,0.030781,0.091129,10149
ADGRG3,0.196794,0.280019,0.322925,0.265787,0.204078,0.273642,222487
ADGRG5,0.039313,0.018384,0.017531,0.040828,0.023145,0.045038,221188
ADGRG6,63.180263,63.160866,63.033633,64.08046,64.722811,60.676295,57211
ADGRG7,0.028128,0.105124,0.072092,0,0,0.019372,84873
ADGRL1,3.488683,3.525199,3.1085,3.064218,3.246501,2.94217,22859
ADGRL2,65.551233,65.232476,66.569368,62.809952,66.763848,59.694708,23266
ADGRL3,0.067433,0.101082,0.051083,0.034619,0.035331,0.06631,23284
ADGRV1,6.612038,6.414682,6.851762,5.779256,5.926708,5.921078,84059
ADH1A,0.275404,0.727618,0.491725,0.444574,0.485886,0.471519,124
ADH1B,0,0,0.021284,0.08259,0.11236,0.338531,125
ADH1C,0.078829,0.07356,0.102524,0.052994,0.046371,0.3152,126
ADH4,0.065986,0.06162,0.05888,0.159839,0.11648,0.226359,127
ADH5,119.608998,125.087457,123.121313,144.597232,146.854368,141.264724,128
ADH6,10.03241,9.398975,7.835623,13.734083,12.207316,13.067839,130
ADHFE1,1.685491,1.2806,1.664369,0.584162,0.662258,0.241229,137872
ADI1,88.858614,89.180847,91.597816,117.631321,119.008924,115.126659,55256
ADIPOQ,0.040624,0.012675,0.06038,0.047995,0.079753,0.031067,9370
ADIPOQ-AS1,0.087987,0.016462,0.047081,0.024369,0.045216,0.060497,100874095
ADIPOR1,129.622693,133.084849,129.937729,124.524147,124.013838,125.278947,51094
ADIPOR2,99.104121,97.354799,98.280843,94.051934,93.23514,90.586,79602
ADIRF,0,0,0,0.088585,0,0.14489,10974
ADK,20.085529,21.301633,21.298604,28.892504,28.831591,24.879851,132
ADM,30.155061,31.694575,29.308434,16.358547,18.471415,17.69511,133
ADM2,4.750153,4.793593,5.129386,4.387042,4.861171,4.993087,79924
ADM5,6.908161,6.191361,6.136689,6.308534,6.118816,6.593806,199800
ADNP,24.280673,25.562627,24.770038,29.545033,28.730328,28.474402,23394
ADNP-AS1,0.651983,1.144935,0.921352,0.901411,1.617105,0.741415,101927631
ADNP2,7.056163,6.781623,6.46801,6.929112,6.960653,7.128916,22850
ADO,10.093563,10.576221,9.661216,11.282168,10.649293,11.871145,84890
ADORA1,0,0.020422,0.02125,0.016491,0,0.027275,134
ADORA2A,13.824203,11.567849,10.157243,17.102817,12.411499,14.930174,135
ADORA2A-AS1,16.610228,18.435052,16.684772,15.453086,16.087804,15.796861,646023
ADORA2B,0.932044,1.366862,1.120783,0.562496,0.623757,0.484754,136
ADPGK,43.427551,44.992147,45.461561,47.720331,51.092159,44.519185,83440
ADPRH,1.15903,0.962089,1.437402,0.629292,0.700312,0.660956,141
ADPRHL1,1.717324,1.336246,1.733412,1.550864,1.654018,1.741801,113622
ADPRM,5.034023,3.506932,4.362868,4.785585,4.88163,4.082933,56985
ADRA1A,0.364803,0.263418,0.161825,0.148372,0.288006,0.307631,148
ADRA2A,0.01616,0.015119,0,0.011189,0,0,150
ADRA2C,2.302621,3.035361,1.994297,2.15602,1.673613,2.40155,152
ADRB1,1.628759,1.710567,1.233889,1.050715,0.866863,0.792085,153
ADRB2,0.032326,0.030189,0.028844,0,0,0.1109,154
ADRM1,333.948743,321.679461,327.085163,417.787457,412.176436,436.49981,11047
ADSL,101.444147,105.469846,105.598962,145.433238,149.714531,144.05626,158
ADTRP,0.045512,0.042441,0,0,0,0,84830
AEBP1,0.246624,0.371318,0.315264,0.06404,0.217833,0.227449,165
AEBP2,23.093936,21.752305,19.693281,24.965408,21.880246,22.225661,121536
AEN,15.147734,14.209218,14.075975,30.969406,27.736708,29.968488,64782
AFAP1,6.231489,6.102244,5.874725,5.909713,6.480938,5.744905,60312
AFAP1-AS1,0.008986,0.016829,0.008012,0.006224,0,0,84740
AFAP1L1,9.332625,8.916561,9.868327,8.308993,9.452082,8.242959,134265
AFDN,65.671827,67.08591,67.921544,67.213843,67.946339,67.186892,4301
AFDN-DT,0.56336,1.079058,0.805413,0.428947,0.758382,0.580159,653483
