geneSymbol,TR1,TR2,TR3,WR1,WR2,WR3,Entrez
LOC100129307,0,0,0,0,0.057083,0,100129307
LOC100129316,0.129128,0.164828,0.209335,0.170719,0.179749,0.161559,100129316
LOC100129434,43.716056,43.814489,43.189174,44.415958,42.976059,42.867794,100129434
LOC100129484,0.267098,0.181578,0.3249,0.235331,0.200098,0.166795,100129484
LOC100129503,0.204148,0.419037,0.583093,0.113005,0.384266,0.326453,100129503
LOC100129534,0.116158,0.13565,0.259087,0.160802,0.03418,0.066448,100129534
LOC100129617,0.310448,0.25765,0.246251,0.381952,0.162363,0.276043,100129617
LOC100129620,0,0,0,0.017551,0,0,100129620
LOC100129636,0.229462,0.424626,0.71878,0.316805,0.269088,0.129705,100129636
LOC100129697,0,0,0,0,0.051437,0,100129697
LOC100129878,0.264223,0.122001,0,0,0,0,100129878
LOC100129917,12.234964,13.446191,13.165324,12.926519,9.812687,11.477111,100129917
LOC100129931,0.014464,0.02707,0.051592,0.040069,0,0,100129931
LOC100129935,0.219107,0.136819,0.228128,0.106549,0.55859,0.250419,100129935
LOC100130027,1.059187,1.351583,1.15925,0.872507,1.000285,1.022279,100130027
LOC100130075,0,0,0,0,0.082102,0,100130075
LOC100130111,0.199748,0.023338,0.044547,0.103707,0.058786,0.342995,100130111
LOC100130172,0.021834,0.12249,0.03895,0.030232,0.025707,0.025006,100130172
LOC100130207,0.693302,0.492337,0.71749,0.479902,0.424355,0.158671,100130207
LOC100130238,0,0,0,0.022342,0,0.036983,100130238
LOC100130256,0.018723,0.017512,0,0,0.020188,0,100130256
LOC100130283,1.827635,0.616721,1.410045,1.835875,1.657387,0.942668,100130283
LOC100130345,0.143862,0.180981,0.155614,0.087531,0.128452,0.090636,100130345
LOC100130357,0.42404,0.917221,0.951615,0.619219,0.43904,0.226262,100130357
LOC100130370,0.518462,0.710868,0.619214,0.573077,0.626434,0.394641,100130370
LOC100130673,4.265435,4.734992,4.533471,4.190875,5.067939,4.822782,100130673
LOC100130691,0.61568,0.343574,0.464508,0.434572,0.348646,0.312317,100130691
LOC100130698,0,0,0.016195,0.012574,0.021384,0,100130698
LOC100130701,0,0.078844,0.075443,0,0,0.04826,100130701
LOC100130744,1.959284,1.998351,2.234427,2.047552,1.891225,2.226677,100130744
LOC100130872,0.086809,0.09298,0.066345,0.099612,0.102546,0.07125,100130872
LOC100130950,0.875409,0.794966,0.797471,0.592244,0.532544,0.889592,100130950
LOC100130987,5.465705,4.812151,3.730733,3.456604,3.697388,3.676783,100130987
LOC100130992,0,0,0.008415,0.013073,0,0,100130992
LOC100131107,0.045477,0,0,0,0,0,100131107
LOC100131257,2.305734,2.252233,2.242828,2.209125,2.005879,2.105828,100131257
LOC100131496,0.028969,0,0.077536,0.094276,0.034096,0.136834,100131496
LOC100132062,17.297689,16.890819,16.5896,12.452132,13.361533,15.720464,100132062
LOC100132077,0.849399,0.396311,0.899652,0.593936,0.721519,0.96455,100132077
LOC100132078,0,0,0,0,0.029319,0,100132078
LOC100132215,0,0,0.03165,0.024544,0.083467,0.040541,100132215
LOC100132249,0.015213,0.028468,0.05426,0,0,0.052313,100132249
LOC100132287,11.977647,11.498552,10.917034,10.836122,9.893488,11.815728,100132287
LOC100132356,0.452443,0.280821,0.369217,0.364359,0.398258,0.433282,100132356
LOC100132686,0,0.179767,0.17258,0.044526,0,0.219933,100132686
LOC100132741,0,0,0,0,0.081526,0,100132741
LOC100132781,0,0.028674,0,0,0,0,100132781
LOC100132813,0,0.019312,0,0,0,0,100132813
LOC100132874,0.015061,0,0.01343,0.020858,0.035474,0,100132874
LOC100133050,0.3625,0.223419,0.324883,0.340231,0,0.272944,100133050
LOC100133091,0.980484,0.53889,0.640547,0.622169,0.534623,1.05094,100133091
LOC100133315,1.317532,1.226986,1.585975,1.703542,2.087667,1.3082,100133315
LOC100134368,0.826558,0.770951,0.543666,0.210691,0.102345,0.198684,100134368
LOC100134391,0,0,0.056906,0,0,0,100134391
LOC100134868,0.042038,0.078627,0.018763,0.058221,0.024748,0.04815,100134868
LOC100144595,0.082584,0.051392,0.049067,0.095178,0.03237,0.10161,100144595
LOC100190986,15.327088,15.274365,13.947683,14.096498,14.117679,15.380934,100190986
LOC100233156,2.697358,4.364902,3.216972,3.429643,3.231422,2.872345,100233156
LOC100240734,0,0,0.569119,0,0,0,100240734
LOC100268168,0.602457,0.744121,0.766827,0.426064,0.603876,0.55291,100268168
LOC100270746,1.786292,2.186954,2.011328,1.40285,1.048951,2.02883,100270746
LOC100272217,1.041024,1.001001,1.202031,1.038415,0.828821,0.840547,100272217
LOC100286906,0,0,0,0.03772,0,0,100286906
LOC100287015,0.820483,0.757291,0.830883,0.820522,0.690949,0.667342,100287015
LOC100287042,0.793299,0.769129,0.571289,0.773753,0.847337,0.540169,100287042
LOC100287049,1.384964,0.477547,0,0,0.202477,0,100287049
LOC100287072,0,0.056998,0,0,0,0,100287072
LOC100287175,0,0.617986,0.404671,0,0.262635,0,100287175
LOC100287290,0.575261,0.493567,0.409937,0.495567,0.502205,0.44789,100287290
LOC100287387,0.093084,0.10448,0.149431,0.07734,0.043844,0.106654,100287387
LOC100287792,0.399562,0.529593,0.582744,0.312419,0.256367,0.355924,100287792
LOC100287808,0.047169,0.15433,0.189337,0.097962,0,0.243032,100287808
LOC100287837,0.097961,0.182628,0.087463,0.033883,0.057602,0,100287837
LOC100287846,0.094756,0.059106,0.014083,0.034698,0.018598,0.036204,100287846
LOC100287896,1.230654,1.389739,1.16625,1.487936,1.566914,1.222425,100287896
LOC100288069,4.046405,4.208717,3.496663,4.198769,4.759847,4.899049,100288069
LOC100288175,4.792965,4.985877,5.918309,1.072355,1.731293,0.880379,100288175
LOC100288203,11.813997,10.52886,11.343797,8.593184,7.962706,9.030242,100288203
LOC100288208,0.055883,0.026108,0,0.038682,0.032889,0.031973,100288208
LOC100288254,0.778428,0.870678,0.952493,0.891442,0.866598,0.866699,100288254
LOC100288637,3.255028,3.167309,3.31342,5.007206,5.384725,5.55445,100288637
LOC100288748,0.149703,0.190598,0.214719,0.308698,0.318652,0.275444,100288748
LOC100288798,10.241397,10.308897,9.982473,6.319757,6.543916,7.114295,100288798
LOC100288846,0,0.096228,0.046103,0,0,0.117771,100288846
LOC100289230,0.817202,1.028269,1.141464,0.93663,1.505762,1.38086,100289230
LOC100289333,1.047615,0.895114,0.948749,0.47632,0,0,100289333
LOC100289361,5.03793,6.239516,4.384629,3.572687,3.87726,4.701301,100289361
LOC100289473,0.110452,0,0.197674,0.076259,0,0,100289473
LOC100289495,0.607916,0.778366,0.684782,0.520641,0.320277,0.311724,100289495
LOC100289511,0.048498,0.04521,0,0.03355,0,0.110671,100289511
LOC100289561,7.529161,6.800918,6.535292,5.585331,5.908238,5.577101,100289561
LOC100289580,0.066361,0,0,0.022975,0.019537,0.019014,100289580
LOC100289656,0.176347,0.246611,0.079098,0.060352,0.101916,0,100289656
LOC100294145,7.67994,8.250584,8.058445,9.645288,9.289565,8.891838,100294145
LOC100310756,9.289543,11.41576,9.606961,7.879912,8.461373,7.524002,100310756
LOC100335030,0.453654,0.598996,0.452338,0.562736,0.370009,0.501858,100335030
LOC100379224,0.6384,0.63224,0.669836,0.775301,0.596959,0.688424,100379224
LOC100419170,5.079392,5.171633,5.356908,4.157219,4.03881,4.539247,100419170
LOC100419583,3.08441,2.280695,3.096507,2.201882,2.420176,1.911939,100419583
LOC100420587,0.182741,0.114166,0.266715,0.070388,0.071722,0.093036,100420587
LOC100422556,0.239044,0.436944,0.214986,0.327851,1.393515,0.266737,100422556
LOC100422781,0.150898,0.017299,0.099066,0.090107,0.022707,0.021193,100422781
LOC100499489,5.131245,5.110421,4.807515,3.42709,2.913934,3.541722,100499489
LOC100505498,0,0,0,0,0.008457,0.041192,100505498
LOC100505501,0.019663,0,0.017537,0.039338,0.023153,0,100505501
LOC100505549,4.275753,3.898912,3.242845,4.138051,4.7017,3.683862,100505549
LOC100505555,0.132997,1.228093,0.238221,0.18348,0,0.14999,100505555
LOC100505622,0,0,0,0,0.293988,0,100505622
LOC100505664,0,0.039619,0,0,0,0,100505664
LOC100505685,0.048187,0.273243,0.20739,0.173261,0.085781,0.220695,100505685
LOC100505715,2.660291,2.233826,2.853597,1.696506,2.286741,1.443033,100505715
LOC100505728,3.851969,3.558619,2.414363,3.189045,2.558029,2.318234,100505728
LOC100505774,0.142223,0,0,0,0,0.160213,100505774
LOC100505841,0.060632,0,0,0.041929,0,0,100505841
LOC100505851,0.238373,0,0.106484,0.041211,0.070052,0,100505851
LOC100505912,1.937921,1.798499,2.047731,2.860687,2.792448,3.798181,100505912
LOC100505915,0.148681,0.208458,0.04421,0.068617,0.144953,0.056736,100505915
LOC100505918,0,0,0,0.018353,0,0,100505918
LOC100505938,2.334356,2.554294,3.251208,2.800563,3.469094,3.904115,100505938
LOC100505942,0.329882,0.429675,0.53048,0.410554,0.387674,0.450564,100505942
LOC100505978,0.090931,0.084363,0,0.125649,0,0,100505978
LOC100505985,1.104326,0.615871,0.986771,0.610645,0.259452,0.251097,100505985
LOC100506023,0.788528,0.816937,0.842548,0.601845,0.506864,0.610393,100506023
LOC100506071,0.033234,0.186205,0.029656,0.092022,0.07822,0,100506071
LOC100506076,0,0,0.356353,0,0,0,100506076
LOC100506083,0.583254,0.504169,0.883027,0.831137,0.662351,0.913066,100506083
LOC100506100,12.637276,14.457047,12.628051,10.930391,14.967524,14.947169,100506100
LOC100506123,2.767638,2.60572,1.662038,1.909985,1.269579,1.223325,100506123
LOC100506124,3.102077,3.421748,2.553459,3.263328,3.014841,2.821662,100506124
LOC100506178,3.03342,2.884476,3.299594,2.101273,2.568418,2.380499,100506178
LOC100506207,0.746989,0.397129,0.558891,0.3092,0.414682,0.453162,100506207
LOC100506235,0.355525,0.331335,0.362795,0.45672,0.179175,0.289656,100506235
LOC100506236,0,0,0.1265,0,0.165398,0,100506236
LOC100506282,2.755958,2.632143,4.691007,3.536305,0.796902,3.60901,100506282
LOC100506302,10.349169,10.618214,12.388303,11.455034,10.965966,12.303069,100506302
LOC100506317,0,0.059218,0,0,0,0,100506317
LOC100506358,0.243251,0.527168,0.43487,0.112075,0.190458,0.092095,100506358
LOC100506411,2.766063,2.275323,2.816044,1.283983,2.199158,1.814357,100506411
LOC100506444,0,0,0.187935,0.029135,0,0,100506444
LOC100506472,1.121735,0.758562,1.269103,1.379848,1.234763,1.382745,100506472
LOC100506476,1.226707,1.282403,0.959303,0.529935,0.900605,1.568418,100506476
LOC100506497,0,0.031654,0.045262,0.035143,0.039845,0,100506497
LOC100506532,0,0.533415,0,0.083719,0,0,100506532
LOC100506551,0.710067,0.601984,0.548896,0.442781,0.330721,0.345763,100506551
LOC100506606,0.545695,0.254835,0.535257,0.511225,0.70623,0.561768,100506606
LOC100506639,3.769177,4.20967,3.950277,4.53118,3.955927,4.138577,100506639
LOC100506688,0.266002,0.272921,0.311947,0.31088,0.213975,0.125504,100506688
LOC100506691,0.098666,0,0,0,0,0,100506691
LOC100506730,1.401564,1.554347,0.949215,1.259053,1.407844,1.04142,100506730
LOC100506731,0.08382,0.033626,0.053383,0.066339,0.056416,0.192258,100506731
LOC100506851,0.074322,0.038692,0.047067,0.035779,0.048681,0.023789,100506851
LOC100506974,0.191933,0.254808,0.118949,0.330713,0.078762,0.993073,100506974
LOC100506990,1.118852,1.851012,1.139045,0.730411,1.18134,0.752471,100506990
LOC100507002,2.295423,1.563912,2.595538,2.334623,1.416358,1.501173,100507002
LOC100507006,0.220822,0.192771,0.186161,0.143705,0.488282,0.235589,100507006
LOC100507053,0.397181,0.335771,0.262786,0.48799,0.650598,0.176305,100507053
LOC100507103,0.304025,0.293744,0.241666,0.196934,0.168013,0.37212,100507103
LOC100507144,0.132248,0.061518,0.236298,0.274314,0.466246,0.225781,100507144
LOC100507156,0.028413,0,0,0.009838,0.01674,0,100507156
LOC100507250,0.193842,0.325616,0.415212,0.134133,0.319286,0.265768,100507250
LOC100507283,0.19738,0.348595,0.273863,0.227749,0.154925,0.150699,100507283
LOC100507291,0.785675,1.451293,2.110738,0.993683,1.227552,1.038049,100507291
LOC100507336,0,0.070384,0.042982,0.147619,0.177454,0.043087,100507336
LOC100507351,0,0.027527,0,0.010185,0,0.033725,100507351
LOC100507373,1.548978,2.026811,1.875032,1.669206,1.224011,1.773239,100507373
LOC100507389,0.21965,0.34172,0.294034,0.202668,0.129224,0.251035,100507389
LOC100507395,0.49106,0.279743,0.347506,0.234714,0.470339,0.290148,100507395
LOC100507403,0,0.067786,0.021563,0.016734,0,0,100507403
LOC100507412,1.149348,1.258453,1.433396,0.944418,0.670335,0.875333,100507412
LOC100507437,0.56171,1.529584,1.001547,1.435433,1.138081,2.118814,100507437
LOC100507472,1.830102,2.279645,2.259595,1.970487,2.335655,2.929477,100507472
LOC100507477,0,0,0.137707,0,0,0,100507477
LOC100507507,21.202017,20.058039,18.941903,11.596079,9.966085,12.159368,100507507
LOC100507516,0.010557,0.010586,0.010015,0,0,0,100507516
LOC100507547,0.711802,0.64092,0.952948,0.475426,1.911938,0.952364,100507547
LOC100507551,0.839742,0.583376,0.469546,1.377264,1.354631,0.950587,100507551
LOC100507564,1.037125,0.908654,0.926384,0.759378,1.003942,0.41692,100507564
LOC100507599,3.562266,2.825401,3.17716,3.906758,3.946883,3.598393,100507599
LOC100507634,0.708464,0.691708,0.833302,0.824637,0.682155,0.478745,100507634
LOC100630923,1.337788,2.433612,1.673825,0.656057,1.294274,1.768127,100630923
LOC100652758,1.946014,2.628554,1.594385,1.453987,1.370959,1.696952,100652758
LOC100652768,0.114568,0.373431,0.306963,0.198086,0.134688,0.196149,100652768
LOC100652999,0,0,0,0.019647,0,0.064955,100652999
LOC100653133,0,0.045173,0.259587,0.067045,0.05699,0.110581,100653133
LOC100996288,0.188227,0.087284,0,0.065017,0.11047,0.213401,100996288
LOC100996318,0,0.014776,0,0,0,0,100996318
LOC100996325,0.071221,0,0,0,0,0,100996325
LOC100996379,0.098861,0.046074,0.044134,0.109415,0.058132,0.133971,100996379
LOC100996404,0,0,0,0.070254,0,0.070205,100996404
LOC100996413,0,0.055742,0,0.013756,0.023394,0.02276,100996413
LOC100996419,0.615337,0.529561,0.549361,0.523924,0.501025,0.108031,100996419
LOC100996437,2.337949,3.296041,3.261617,2.584269,2.854125,3.817244,100996437
LOC100996442,5.812758,6.046124,4.917157,3.818006,4.341736,5.217597,100996442
LOC100996447,0,0,0,0.086058,0,0,100996447
LOC100996506,0.246647,0.382257,0.293102,0.440235,0.288841,0.556338,100996506
LOC100996583,0,0,0,0,0.142502,0,100996583
LOC100996598,0.284445,0.525261,0.687213,0.249543,0,0.599129,100996598
LOC100996643,0,0.046093,0,0.017447,0,0,100996643
LOC100996660,0.10369,0.247667,0.147355,0.073851,0.068832,0,100996660
LOC100996662,0.032105,0.007561,0.028622,0.046166,0,0.00921,100996662
LOC100996664,0.230955,0.215773,0.154541,0.099913,0,0.03303,100996664
LOC100996681,0,0,0.024591,0,0.032445,0,100996681
LOC100996709,3.677848,3.899528,2.916614,4.736724,2.763355,4.382772,100996709
LOC100996720,5.99205,7.339674,6.166475,3.627498,2.099961,3.789685,100996720
LOC100996740,3.671948,2.579135,3.177839,1.308053,1.80398,1.799885,100996740
LOC100996756,2.418716,2.658912,2.577097,1.113113,1.215582,0.911415,100996756
LOC100996842,8.467937,9.875531,11.799516,9.232412,13.659547,9.751755,100996842
LOC101059906,0.060796,0.283949,0.244098,0.04208,0.071553,0.173859,101059906
LOC101059915,0.036518,0,0,0.05547,0,0.045787,101059915
LOC101059948,0,0.191516,0,0,0,0,101059948
LOC101059949,0.121259,0,0.221448,0.23005,0.228327,0,101059949
LOC101060187,0,0.008276,0,0.006121,0,0.010141,101060187
LOC101060224,0,0,0.5456,0,0,0,101060224
LOC101060341,0.644079,0.36539,0.441675,0.376224,0.409103,0.49263,101060341
LOC101060524,0,0.055344,0.026428,0.020503,0.069728,0,101060524
LOC101060553,0.015322,0,0,0,0.018045,0.017564,101060553
LOC101409256,0.516893,0.477779,0.546869,0.448341,0.528201,0.410866,101409256
LOC101559451,1.121506,0.410512,1.007971,0.461911,0.52337,1.002303,101559451
LOC101593348,0,0.025828,0.02466,0.038267,0.032536,0,101593348
LOC101926886,0,0,0,0,0.167276,0,101926886
LOC101926887,0.045994,0.032156,0.0578,0.015859,0.067435,0,101926887
LOC101926889,5.297589,5.079263,5.212208,4.995086,4.944824,4.901015,101926889
LOC101926892,0.027436,0,0.024477,0.018991,0,0,101926892
LOC101926898,18.562097,18.432414,18.434364,20.185612,22.093703,18.526409,101926898
LOC101926905,0,0,0,0,0.087024,0,101926905
LOC101926907,0.163288,0.197854,0.137017,0.079827,0.067888,0.077154,101926907
LOC101926913,1.881591,0.866536,1.546049,0.64832,0.917705,2.116006,101926913
LOC101926915,0.154012,0.199319,0.080893,0.091921,0.182328,0.318785,101926915
LOC101926933,0.171147,0.157402,0,0,0,0,101926933
LOC101926935,0.058448,0.100328,0.078165,0.053972,0.045899,0.055877,101926935
LOC101926943,0.093964,0.174294,0,0,0,0,101926943
LOC101926948,0,0,0,0.166517,0,0,101926948
LOC101926959,0,0,0,0,0.049013,0,101926959
LOC101926960,0.171867,0.032549,0.18654,0.194139,0.084126,0.176216,101926960
LOC101926967,0.289801,0.225132,0.215615,0.262592,0.502229,0.110223,101926967
LOC101926969,0.199116,0.183651,0.168901,0.212166,0.195258,0.108041,101926969
LOC101926977,0,0.105577,0.121977,0.320633,0.080212,0.119113,101926977
LOC101926984,0.418293,0.500959,0.391253,0.318217,0.403962,0.299058,101926984
LOC101926994,1.204362,1.232764,0.118843,0.791851,0,1.197286,101926994
LOC101927010,0,0.033735,0.032251,0.050018,0.127568,0.041305,101927010
LOC101927012,0.12412,0.095064,0.133536,0.056413,0.121378,0.074188,101927012
LOC101927013,0.83987,0.392233,0.593686,0.443101,0.782055,0.326072,101927013
LOC101927020,0,0,0,0,0.235996,0,101927020
LOC101927026,0,0.035576,0,0.018126,0.044849,0,101927026
LOC101927039,0,0.036513,0,0,0,0,101927039
LOC101927040,0.062139,0.087012,0.027707,0.042985,0,0,101927040
LOC101927045,0.74526,0.580082,0.554133,0.73074,0.475098,0.568275,101927045
LOC101927046,0.073432,0,0,0.050761,0,0,101927046
LOC101927060,3.699138,3.161376,3.623611,4.422439,3.951332,3.415837,101927060
LOC101927073,0.106253,0.108755,0.087303,0.12295,0.142986,0.13123,101927073
LOC101927088,0.191277,0.071212,0.278931,0.28429,0.368548,0.373557,101927088
LOC101927100,0.106097,0,0,0,0,0,101927100
LOC101927108,0,0.118874,0,0.03101,0.036992,0,101927108
LOC101927118,0.197064,0.24722,0.175947,0.06816,0.115875,0.139525,101927118
LOC101927124,0.17735,0.275213,0.316804,0.286177,0.416959,0.673509,101927124
LOC101927131,0.14444,0.371038,0.153047,0.258305,0.340659,0.309022,101927131
LOC101927136,0.231593,0.199975,0.158877,0.061675,0.083912,0.122485,101927136
LOC101927141,0,0,0,0.101433,0.344598,0,101927141
LOC101927143,0,0.095227,0.275832,0.141966,0.24119,0.232766,101927143
LOC101927151,5.336473,6.091296,6.098975,5.107204,4.835047,6.054119,101927151
LOC101927157,0.826798,0.758757,0.580684,0.562697,0.669695,0.557338,101927157
LOC101927166,0,0,0,0,0,0.03295,101927166
LOC101927178,0.193019,0.174462,0.169629,0.071656,0.109859,0.105654,101927178
LOC101927179,0,0,0,0.211142,0,0,101927179
LOC101927183,2.677194,2.427966,1.388865,1.562588,2.219684,2.125914,101927183
LOC101927189,0,0.018706,0,0.041546,0,0.022914,101927189
LOC101927209,4.264769,4.476444,2.967723,6.522963,6.195469,10.281925,101927209
LOC101927226,1.725506,2.736156,1.573894,2.921781,1.001369,1.919806,101927226
LOC101927234,0.030469,0.028236,0.053939,0.020922,0.035576,0.103731,101927234
LOC101927237,0,0.063273,0,0.070345,0.079741,0,101927237
LOC101927241,0.143941,0,0,0,0,0,101927241
LOC101927245,0.33313,0.398639,0.348803,0.236805,0.109811,0.221849,101927245
LOC101927252,0.252961,0.156576,0.301522,0.291343,0,0.287184,101927252
LOC101927262,0.071008,0.177011,0.166914,0.200079,0.083596,0.027101,101927262
LOC101927263,0.18026,0.048134,0.344586,0.089131,0.181883,0.14738,101927263
LOC101927267,0,0.013993,0.013335,0.010355,0,0,101927267
LOC101927268,1.070181,1.034108,0.946604,0.853654,0.648719,0.839431,101927268
LOC101927278,0.724547,0.435871,0.650873,0.339942,0.290448,0.280852,101927278
LOC101927293,0.509259,0.632064,0.35463,0.219839,0.372767,0.705241,101927293
LOC101927300,0.740297,0.613202,0.586259,0.668199,0.637606,0.576558,101927300
LOC101927314,0,0.029126,0,0.021583,0,0,101927314
LOC101927322,0.298267,0.277706,0.852498,0.82506,0.280499,0.271829,101927322
LOC101927325,0.30792,0.246161,0.549742,0.304341,0.20697,0.200888,101927325
LOC101927329,0,0,0.09792,0.013054,0.022201,0,101927329
LOC101927330,2.153923,1.645885,1.530781,1.583341,2.076936,1.303387,101927330
LOC101927344,0.786637,0.398445,0.257522,0.532129,0.125635,0.763126,101927344
LOC101927345,3.716827,0.69081,2.378035,1.397362,0.500461,0.939203,101927345
LOC101927354,0.430559,0.797393,0.192621,0.668933,0.50508,0.365412,101927354
LOC101927357,0.024855,0.027221,0.020573,0,0.029257,0.028936,101927357
LOC101927359,0.095465,0.127517,0.020223,0.094435,0,0.053473,101927359
LOC101927365,0.634992,0.097522,0.727788,1.231218,0.628494,0.442832,101927365
LOC101927366,0.048318,0.101762,0.043082,0.025096,0.028455,0.069266,101927366
LOC101927367,0,0,0.074318,0,0.09763,0.094398,101927367
LOC101927369,0,0,0.041791,0,0,0,101927369
LOC101927372,0.091024,0.169762,0,0.031487,0,0.155851,101927372
LOC101927374,14.14037,13.495102,13.104826,11.975791,11.250524,11.725234,101927374
LOC101927389,0,0,0,0.019704,0,0,101927389
LOC101927393,0.249632,0.271702,0.33423,0.115149,0.293665,0.047517,101927393
LOC101927394,0,0.022367,0,0,0.056339,0,101927394
LOC101927397,0,0,0,0.047412,0,0,101927397
LOC101927400,0,0,0,0,0,0.078009,101927400
LOC101927402,0.033727,0.031493,0.030096,0.023342,0,0,101927402
LOC101927413,0.215646,0.335776,0.03306,0.025635,0,0.042335,101927413
LOC101927414,0,0,0,0,0.034986,0,101927414
LOC101927418,0.549097,0,0,0.563663,0,0.305818,101927418
LOC101927420,1.134266,0.673423,0.715593,1.036048,0.704091,0.453117,101927420
LOC101927429,0.068854,0.122047,0.240512,0.436449,0.329305,0.156678,101927429
LOC101927432,0.008037,0.02258,0.005885,0,0,0,101927432
LOC101927441,0.107812,0.157928,0.150937,0.198353,0.049104,0.083428,101927441
LOC101927445,0.285623,0.462541,0.521047,0.438284,0.395434,0.288134,101927445
LOC101927446,0.074293,0.045081,0.043078,0,0.141937,0.055214,101927446
LOC101927452,0.164188,0.467767,0.825406,0.251969,0.431827,0.592642,101927452
LOC101927467,0,0,0,0,0.046065,0,101927467
LOC101927468,0.060821,0.251572,0.303769,0.163529,0.174343,0.066136,101927468
LOC101927473,0.064677,0,0.141655,0.134162,0.06908,0.073629,101927473
LOC101927476,0.591305,0.790467,0.732768,0.612829,0.580773,0.785802,101927476
LOC101927479,4.20112,5.235268,4.532587,2.638166,2.510578,2.587384,101927479
LOC101927483,0.737347,0.861664,0.93996,0.455684,0.542552,0.237463,101927483
LOC101927486,0,0.481928,0,0,0,0.117794,101927486
LOC101927490,0.121016,0.056329,0.361487,0.125529,0,0,101927490
LOC101927496,0,0.557854,0,0.264759,0,1.115251,101927496
LOC101927502,0.095818,0.089327,0,0,0.056345,0.054668,101927502
LOC101927506,4.203224,3.914117,4.7536,3.551776,3.037743,2.989649,101927506
LOC101927509,0.200436,0.269689,0.21223,0.130129,0.162304,0.17239,101927509
LOC101927510,0.141707,0.14409,0.305511,0.171707,0.087125,0.156895,101927510
LOC101927511,0,0,0.097865,0.029989,0.101971,0.197961,101927511
LOC101927522,0.507828,0.391049,0.472319,0.242881,0.251682,0.068526,101927522
LOC101927536,0.030289,0,0,0,0,0.028571,101927536
LOC101927538,0.080333,0.078787,0.119444,0.058333,0.056752,0,101927538
LOC101927543,0,0,0.059918,0,0,0,101927543
LOC101927550,1.543506,1.145696,1.142041,1.529084,1.201918,1.531025,101927550
LOC101927552,0,0,0.026139,0,0,0,101927552
LOC101927556,0.066213,0.071087,0.082602,0.074481,0.015835,0.061662,101927556
LOC101927560,0.045091,0.031034,0.029656,0.046004,0.03911,0,101927560
LOC101927571,0,0.35854,0,0.538346,0.458941,0,101927571
LOC101927572,5.014806,3.469296,2.718165,3.670245,2.473399,5.002323,101927572
LOC101927575,0.527006,0.707447,0.734773,0.729472,0.736475,0.677946,101927575
LOC101927588,0.182084,0.230342,0.208218,0.168729,0,0.069916,101927588
LOC101927598,0.152537,0.230846,0.117324,0.1095,0.214097,0.174763,101927598
LOC101927600,1.083378,1.375188,1.483413,2.013717,1.427928,1.855507,101927600
LOC101927603,0.282916,0.317881,0.260667,0.222065,0.277724,0.335399,101927603
LOC101927604,0,0.564577,0.090836,0.070133,0.595765,0.115004,101927604
LOC101927605,0,0,0.082198,0,0.050837,0,101927605
LOC101927609,0.120481,0,0.05372,0.097303,0,0.022999,101927609
LOC101927610,0.250422,0.285143,0.439922,0.397047,0.515572,0.332744,101927610
LOC101927613,0,0,0,0,0,0.02874,101927613
LOC101927615,0,0,0,0,0.114636,0,101927615
LOC101927620,0,0,0,0.141908,0,0,101927620
LOC101927623,0.477671,0.272704,0.213067,0.349024,0.124952,0.15186,101927623
LOC101927635,0.538008,0.24836,0,0.278314,0.315178,0.151659,101927635
LOC101927647,0.123921,0.140232,0.07864,0.082617,0.063593,0.100518,101927647
LOC101927657,0,0.045544,0,0,0,0,101927657
LOC101927666,0.160748,0.155199,0.073197,0.144557,0.101289,0.137116,101927666
LOC101927673,0.507772,0.652081,0.538024,0.373402,0.298793,0.290362,101927673
LOC101927687,0.092639,0.214435,0,0.023556,0.28232,0.250799,101927687
LOC101927692,0.054594,0.102028,0.146114,0.07558,0.128545,0.124952,101927692
LOC101927699,0.439537,0.307079,0.490648,0.418003,0.322986,1.002104,101927699
LOC101927702,0.045066,0,0,0,0.026529,0,101927702
LOC101927723,0.057758,0.009105,0.060219,0.033459,0.083842,0.05535,101927723
LOC101927741,2.985649,2.424772,2.668121,0.897897,0.679049,1.34482,101927741
LOC101927745,2.121479,1.779902,1.432209,1.520549,1.210874,1.122009,101927745
LOC101927751,0.148117,0.132535,0.140385,0.102565,0.191894,0.10188,101927751
LOC101927752,1.220062,1.834692,1.613906,0.701653,0.39121,1.158464,101927752
LOC101927759,0.581537,0.968374,0.1041,0.321142,0.138824,0.262919,101927759
LOC101927760,0.064693,0.100812,0.096168,0.16492,0.101552,0.197572,101927760
LOC101927764,0,0,0,0.221833,0.266492,0.035836,101927764
LOC101927770,0.132811,0.095454,0.151985,0.023586,0.160401,0,101927770
LOC101927789,2.135227,2.061432,2.375782,1.13349,1.903964,1.252565,101927789
LOC101927811,0.085047,0,0.08781,0.067813,0.115215,0,101927811
LOC101927814,0,0.049138,0.047092,0,0.06201,0.120273,101927814
LOC101927825,2.485215,2.900728,2.432143,1.508663,1.332032,1.451993,101927825
LOC101927829,0.032343,0.030205,0,0.022385,0,0,101927829
LOC101927830,0.099197,0.055538,0,0.054912,0,0.135987,101927830
LOC101927837,0.696895,0.361286,0.25815,0.24804,0.281236,0.218663,101927837
LOC101927840,0,0.015684,0,0,0.019742,0,101927840
LOC101927851,1.227737,0.813903,1.411332,0.908926,1.750419,0.796105,101927851
LOC101927855,0.503163,0.229687,0.226402,0.517213,0,0,101927855
