SampleID_S1,TaskID_S1,TaskScore_S1,BinaryTaskScore_S1,EssentialRxnsTask_S1,ExpressionScoreEssentialRxnsTask_S1,GeneAssociatedToEssentialRxnsTask_S1,GeneExpressionValue_S1,SampleID_S2,TaskID_S2,TaskScore_S2,BinaryTaskScore_S2,EssentialRxnsTask_S2,ExpressionScoreEssentialRxnsTask_S2,GeneAssociatedToEssentialRxnsTask_S2,GeneExpressionValue_S2,SampleID_S3,TaskID_S3,TaskScore_S3,BinaryTaskScore_S3,EssentialRxnsTask_S3,ExpressionScoreEssentialRxnsTask_S3,GeneAssociatedToEssentialRxnsTask_S3,GeneExpressionValue_S3,SampleID_S4,TaskID_S4,TaskScore_S4,BinaryTaskScore_S4,EssentialRxnsTask_S4,ExpressionScoreEssentialRxnsTask_S4,GeneAssociatedToEssentialRxnsTask_S4,GeneExpressionValue_S4,SampleID_S5,TaskID_S5,TaskScore_S5,BinaryTaskScore_S5,EssentialRxnsTask_S5,ExpressionScoreEssentialRxnsTask_S5,GeneAssociatedToEssentialRxnsTask_S5,GeneExpressionValue_S5,SampleID_S6,TaskID_S6,TaskScore_S6,BinaryTaskScore_S6,EssentialRxnsTask_S6,ExpressionScoreEssentialRxnsTask_S6,GeneAssociatedToEssentialRxnsTask_S6,GeneExpressionValue_S6
1,1,1.25990092121727,1,TRAP,-1,6746,,2,1,1.24907900704069,1,TRAP,-1,6746,,3,1,1.27278725472202,1,TRAP,-1,6746,,4,1,1.2235835281772,1,TRAP,-1,6746,,5,1,1.22211594438476,1,TRAP,-1,6746,,6,1,1.23108853290381,1,TRAP,-1,6746,
1,1,1.25990092121727,1,SEC61C,-1,23480,,2,1,1.24907900704069,1,SEC61C,-1,23480,,3,1,1.27278725472202,1,SEC61C,-1,23480,,4,1,1.2235835281772,1,SEC61C,-1,23480,,5,1,1.22211594438476,1,SEC61C,-1,23480,,6,1,1.23108853290381,1,SEC61C,-1,23480,
1,1,1.25990092121727,1,BiP_atp_formation,3.77970276365182,3309,28.93738937,2,1,1.24907900704069,1,BiP_atp_formation,3.74723702112208,3309,28.58430672,3,1,1.27278725472202,1,BiP_atp_formation,3.81836176416607,3309,29.3608284,4,1,1.2235835281772,1,BiP_atp_formation,3.6707505845316,3309,27.76148224,5,1,1.22211594438476,1,BiP_atp_formation,3.66634783315428,3309,27.71450043,6,1,1.23108853290381,1,BiP_atp_formation,3.69326559871144,3309,28.002388
1,1,1.25990092121727,1,BiP_ATPase,3.77970276365182,3309,28.93738937,2,1,1.24907900704069,1,BiP_ATPase,3.74723702112208,3309,28.58430672,3,1,1.27278725472202,1,BiP_ATPase,3.81836176416607,3309,29.3608284,4,1,1.2235835281772,1,BiP_ATPase,3.6707505845316,3309,27.76148224,5,1,1.22211594438476,1,BiP_ATPase,3.66634783315428,3309,27.71450043,6,1,1.23108853290381,1,BiP_ATPase,3.69326559871144,3309,28.002388
1,1,1.25990092121727,1,BiP_NEF,-1,64374,,2,1,1.24907900704069,1,BiP_NEF,-1,64374,,3,1,1.27278725472202,1,BiP_NEF,-1,64374,,4,1,1.2235835281772,1,BiP_NEF,-1,64374,,5,1,1.22211594438476,1,BiP_NEF,-1,64374,,6,1,1.23108853290381,1,BiP_NEF,-1,64374,
1,1,1.25990092121727,1,BiP_adp_degradation,3.77970276365182,3309,28.93738937,2,1,1.24907900704069,1,BiP_adp_degradation,3.74723702112208,3309,28.58430672,3,1,1.27278725472202,1,BiP_adp_degradation,3.81836176416607,3309,29.3608284,4,1,1.2235835281772,1,BiP_adp_degradation,3.6707505845316,3309,27.76148224,5,1,1.22211594438476,1,BiP_adp_degradation,3.66634783315428,3309,27.71450043,6,1,1.23108853290381,1,BiP_adp_degradation,3.69326559871144,3309,28.002388
1,1,1.25990092121727,1,SRP,-1,6727,,2,1,1.24907900704069,1,SRP,-1,6727,,3,1,1.27278725472202,1,SRP,-1,6727,,4,1,1.2235835281772,1,SRP,-1,6727,,5,1,1.22211594438476,1,SRP,-1,6727,,6,1,1.23108853290381,1,SRP,-1,6727,
1,1,1.25990092121727,1,SRPR,-1,6734,,2,1,1.24907900704069,1,SRPR,-1,6734,,3,1,1.27278725472202,1,SRPR,-1,6734,,4,1,1.2235835281772,1,SRPR,-1,6734,,5,1,1.22211594438476,1,SRPR,-1,6734,,6,1,1.23108853290381,1,SRPR,-1,6734,
1,1,1.25990092121727,1,SPC,-1,23478,,2,1,1.24907900704069,1,SPC,-1,23478,,3,1,1.27278725472202,1,SPC,-1,23478,,4,1,1.2235835281772,1,SPC,-1,23478,,5,1,1.22211594438476,1,SPC,-1,23478,,6,1,1.23108853290381,1,SPC,-1,23478,
1,1,1.25990092121727,1,co_TRANSLOC_1,-1,6727,,2,1,1.24907900704069,1,co_TRANSLOC_1,-1,6727,,3,1,1.27278725472202,1,co_TRANSLOC_1,-1,6727,,4,1,1.2235835281772,1,co_TRANSLOC_1,-1,6727,,5,1,1.22211594438476,1,co_TRANSLOC_1,-1,6727,,6,1,1.23108853290381,1,co_TRANSLOC_1,-1,6727,
1,1,1.25990092121727,1,co_TRANSLOC_2,-1,6727,,2,1,1.24907900704069,1,co_TRANSLOC_2,-1,6727,,3,1,1.27278725472202,1,co_TRANSLOC_2,-1,6727,,4,1,1.2235835281772,1,co_TRANSLOC_2,-1,6727,,5,1,1.22211594438476,1,co_TRANSLOC_2,-1,6727,,6,1,1.23108853290381,1,co_TRANSLOC_2,-1,6727,
1,1,1.25990092121727,1,co_TRANSLOC_3,-1,23480,,2,1,1.24907900704069,1,co_TRANSLOC_3,-1,23480,,3,1,1.27278725472202,1,co_TRANSLOC_3,-1,23480,,4,1,1.2235835281772,1,co_TRANSLOC_3,-1,23480,,5,1,1.22211594438476,1,co_TRANSLOC_3,-1,23480,,6,1,1.23108853290381,1,co_TRANSLOC_3,-1,23480,
1,1,1.25990092121727,1,co_TRANSLOC_4,-1,23480,,2,1,1.24907900704069,1,co_TRANSLOC_4,-1,23480,,3,1,1.27278725472202,1,co_TRANSLOC_4,-1,23480,,4,1,1.2235835281772,1,co_TRANSLOC_4,-1,23480,,5,1,1.22211594438476,1,co_TRANSLOC_4,-1,23480,,6,1,1.23108853290381,1,co_TRANSLOC_4,-1,23480,
1,1,1.25990092121727,1,co_TRANSLOC_5,-1,23480,,2,1,1.24907900704069,1,co_TRANSLOC_5,-1,23480,,3,1,1.27278725472202,1,co_TRANSLOC_5,-1,23480,,4,1,1.2235835281772,1,co_TRANSLOC_5,-1,23480,,5,1,1.22211594438476,1,co_TRANSLOC_5,-1,23480,,6,1,1.23108853290381,1,co_TRANSLOC_5,-1,23480,
1,1,1.25990092121727,1,co_TRANSLOC_6,-1,23480,,2,1,1.24907900704069,1,co_TRANSLOC_6,-1,23480,,3,1,1.27278725472202,1,co_TRANSLOC_6,-1,23480,,4,1,1.2235835281772,1,co_TRANSLOC_6,-1,23480,,5,1,1.22211594438476,1,co_TRANSLOC_6,-1,23480,,6,1,1.23108853290381,1,co_TRANSLOC_6,-1,23480,
1,1,1.25990092121727,1,BiP_release,-1,64374,,2,1,1.24907900704069,1,BiP_release,-1,64374,,3,1,1.27278725472202,1,BiP_release,-1,64374,,4,1,1.2235835281772,1,BiP_release,-1,64374,,5,1,1.22211594438476,1,BiP_release,-1,64374,,6,1,1.23108853290381,1,BiP_release,-1,64374,
1,1,1.25990092121727,1,SP_degradation,-1,389362,,2,1,1.24907900704069,1,SP_degradation,-1,389362,,3,1,1.27278725472202,1,SP_degradation,-1,389362,,4,1,1.2235835281772,1,SP_degradation,-1,389362,,5,1,1.22211594438476,1,SP_degradation,-1,389362,,6,1,1.23108853290381,1,SP_degradation,-1,389362,
1,1,1.25990092121727,1,SPC_degradation,-1,23478,,2,1,1.24907900704069,1,SPC_degradation,-1,23478,,3,1,1.27278725472202,1,SPC_degradation,-1,23478,,4,1,1.2235835281772,1,SPC_degradation,-1,23478,,5,1,1.22211594438476,1,SPC_degradation,-1,23478,,6,1,1.23108853290381,1,SPC_degradation,-1,23478,
1,1,1.25990092121727,1,co_TRANSLOC_7,-1,23480,,2,1,1.24907900704069,1,co_TRANSLOC_7,-1,23480,,3,1,1.27278725472202,1,co_TRANSLOC_7,-1,23480,,4,1,1.2235835281772,1,co_TRANSLOC_7,-1,23480,,5,1,1.22211594438476,1,co_TRANSLOC_7,-1,23480,,6,1,1.23108853290381,1,co_TRANSLOC_7,-1,23480,
1,1,1.25990092121727,1,TRAP_degradation,-1,6746,,2,1,1.24907900704069,1,TRAP_degradation,-1,6746,,3,1,1.27278725472202,1,TRAP_degradation,-1,6746,,4,1,1.2235835281772,1,TRAP_degradation,-1,6746,,5,1,1.22211594438476,1,TRAP_degradation,-1,6746,,6,1,1.23108853290381,1,TRAP_degradation,-1,6746,
1,2,1.25990092121727,1,TRAP,-1,6746,,2,2,1.24907900704069,1,TRAP,-1,6746,,3,2,1.27278725472202,1,TRAP,-1,6746,,4,2,1.2235835281772,1,TRAP,-1,6746,,5,2,1.22211594438476,1,TRAP,-1,6746,,6,2,1.23108853290381,1,TRAP,-1,6746,
1,2,1.25990092121727,1,SEC61C,-1,23480,,2,2,1.24907900704069,1,SEC61C,-1,23480,,3,2,1.27278725472202,1,SEC61C,-1,23480,,4,2,1.2235835281772,1,SEC61C,-1,23480,,5,2,1.22211594438476,1,SEC61C,-1,23480,,6,2,1.23108853290381,1,SEC61C,-1,23480,
1,2,1.25990092121727,1,BiP_atp_formation,3.77970276365182,3309,28.93738937,2,2,1.24907900704069,1,BiP_atp_formation,3.74723702112208,3309,28.58430672,3,2,1.27278725472202,1,BiP_atp_formation,3.81836176416607,3309,29.3608284,4,2,1.2235835281772,1,BiP_atp_formation,3.6707505845316,3309,27.76148224,5,2,1.22211594438476,1,BiP_atp_formation,3.66634783315428,3309,27.71450043,6,2,1.23108853290381,1,BiP_atp_formation,3.69326559871144,3309,28.002388
1,2,1.25990092121727,1,BiP_ATPase,3.77970276365182,3309,28.93738937,2,2,1.24907900704069,1,BiP_ATPase,3.74723702112208,3309,28.58430672,3,2,1.27278725472202,1,BiP_ATPase,3.81836176416607,3309,29.3608284,4,2,1.2235835281772,1,BiP_ATPase,3.6707505845316,3309,27.76148224,5,2,1.22211594438476,1,BiP_ATPase,3.66634783315428,3309,27.71450043,6,2,1.23108853290381,1,BiP_ATPase,3.69326559871144,3309,28.002388
1,2,1.25990092121727,1,BiP_NEF,-1,64374,,2,2,1.24907900704069,1,BiP_NEF,-1,64374,,3,2,1.27278725472202,1,BiP_NEF,-1,64374,,4,2,1.2235835281772,1,BiP_NEF,-1,64374,,5,2,1.22211594438476,1,BiP_NEF,-1,64374,,6,2,1.23108853290381,1,BiP_NEF,-1,64374,
1,2,1.25990092121727,1,BiP_adp_degradation,3.77970276365182,3309,28.93738937,2,2,1.24907900704069,1,BiP_adp_degradation,3.74723702112208,3309,28.58430672,3,2,1.27278725472202,1,BiP_adp_degradation,3.81836176416607,3309,29.3608284,4,2,1.2235835281772,1,BiP_adp_degradation,3.6707505845316,3309,27.76148224,5,2,1.22211594438476,1,BiP_adp_degradation,3.66634783315428,3309,27.71450043,6,2,1.23108853290381,1,BiP_adp_degradation,3.69326559871144,3309,28.002388
1,2,1.25990092121727,1,ASNA1_formation,-1,439,,2,2,1.24907900704069,1,ASNA1_formation,-1,439,,3,2,1.27278725472202,1,ASNA1_formation,-1,439,,4,2,1.2235835281772,1,ASNA1_formation,-1,439,,5,2,1.22211594438476,1,ASNA1_formation,-1,439,,6,2,1.23108853290381,1,ASNA1_formation,-1,439,
1,2,1.25990092121727,1,ASNA1_atp,-1,439,,2,2,1.24907900704069,1,ASNA1_atp,-1,439,,3,2,1.27278725472202,1,ASNA1_atp,-1,439,,4,2,1.2235835281772,1,ASNA1_atp,-1,439,,5,2,1.22211594438476,1,ASNA1_atp,-1,439,,6,2,1.23108853290381,1,ASNA1_atp,-1,439,
1,2,1.25990092121727,1,post_TRANSLOC_1,-1,7917,,2,2,1.24907900704069,1,post_TRANSLOC_1,-1,7917,,3,2,1.27278725472202,1,post_TRANSLOC_1,-1,7917,,4,2,1.2235835281772,1,post_TRANSLOC_1,-1,7917,,5,2,1.22211594438476,1,post_TRANSLOC_1,-1,7917,,6,2,1.23108853290381,1,post_TRANSLOC_1,-1,7917,
