0.73906,0.1434,0.5451,0.053621,0,0.59368
3.7496,3.8987,3.8626,2.9982,3.0777,3.1162
3.0185,3.0072,3.1279,3.8414,3.9048,3.7979
3.3691,3.0418,3.1229,3.6387,3.9504,3.6122
0.48627,1.0543,0.19953,0.16717,0.15975,0
3.7416,3.5917,3.3654,3.4583,3.4441,3.1746
3.7692,3.8483,3.5743,3.1335,3.1823,3.2374
3.3901,3.2766,3.3027,3.6402,3.6862,3.4838
0.31555,0.37212,0.264,0.11889,0.10129,0.19544
0.24813,0.31943,0.35357,0.40343,0.29105,0.17648
0.075104,0.070345,0.067018,0.052133,0.085551,0.086056
3.3563,3.4072,3.5984,3.5211,3.4354,3.4723
2.9629,3.0526,3.1365,3.7306,3.9052,3.9077
3.5382,3.4941,3.6082,3.5674,3.5363,3.0272
3.6795,3.7067,3.5412,3.243,3.1924,3.408
0.75342,0.49948,0.47368,0.50109,0.88037,0.7394
3.9531,3.9508,4.0281,2.9885,2.8834,2.8134
3.9549,4.5402,4.4336,2.5272,2.4916,2.3003
3.2475,3.0879,3.273,3.8071,3.6913,3.6449
3.3548,3.319,3.2495,3.5706,3.6898,3.5949
0,0,0.053587,0,0,0
3.3443,3.3112,3.2024,3.6984,3.6705,3.5466
3.9706,3.9337,3.723,2.9175,3.2534,2.8732
0.33057,0.23967,0.39143,0.17517,0.39521,0.13814
3.3777,3.2131,3.2126,3.6739,3.6265,3.6662
4.31,4.3021,4.416,2.1703,2.4768,2.5484
0.15948,0.33261,0,0.19199,0.0882,0
0.45409,0.28209,0.32695,0.16654,0.32062,0.17633
0,0,0,0,0,0.11485
5.8104,5.9515,5.9332,5.1338,5.2779,5.174
3.8348,3.7998,3.9699,3.8789,3.8527,3.8129
3.177,3.1515,3.1507,3.7521,3.7434,3.7667
3.9991,3.8625,3.7717,3.0293,3.0004,3.017
3.7808,3.763,3.7539,3.1705,3.2508,3.0148
3.5177,3.6921,3.7649,3.3017,3.1682,3.3218
3.2736,3.1372,3.2074,3.6639,3.8063,3.6653
3.2713,3.337,3.3279,3.6335,3.6565,3.5679
0.06079,0.11303,0.10795,0,0.071483,0
3.3855,3.4933,3.3659,3.6117,3.5122,3.4214
3.6942,3.7137,3.9578,3.1411,2.9144,3.2941
3.3432,3.3203,3.3693,3.6621,3.635,3.4532
4.863,5.0602,4.9797,4.5207,4.5448,4.698
3.5385,3.6587,3.7678,3.626,3.5957,3.5516
