Entrez,TR1,TR2,TR3,WR1,WR2,WR3
53947,0.554114463482821,0.10590158368567,0.406717908553402,0.0395062024439241,0,0.443508814352479
65985,3.74963992195518,3.89865262299185,3.86259823949681,2.99817229410936,3.07768522123979,3.11617095026535
13,3.01851777784983,3.00716287967228,3.1279461202672,3.84143958628199,3.90483148095363,3.79792571651846
51166,3.36905230420162,3.04180408779511,3.12287857160476,3.63868896325547,3.95042594862325,3.61220841583652
15,0.362282581754889,0.796528486570918,0.147565697485575,0.123530995151537,0.118022345835233,0
10157,3.74160049702823,3.59169902446119,3.36540782635329,3.4583369391142,3.44407143064446,3.17458039431449
18,3.76922139110479,3.84826165342943,3.57430297133476,3.13348762039483,3.18231494717535,3.23741075728157
19,3.39013039431842,3.27661591302438,3.30270799398362,3.64015584037573,3.68621720961968,3.48381410539426
21,0.234071789954363,0.276434825588897,0.195574431652397,0.087741760699408,0.0747163067238772,0.144524128188293
24,0.183745628794495,0.236971833680883,0.262528423382892,0.299934940399099,0.215761904223885,0.130442877880315
10351,0.0553652518543924,0.0518505060081608,0.0493933438538081,0.0384079512483753,0.0630835335121359,0.0634563932847891
5243,3.35627029838208,3.4072174985551,3.59839784743005,3.52110027823844,3.43544458084727,3.47227513691551
8647,2.9629124135863,3.05261776598045,3.13650090552033,3.73062629326259,3.90523103948298,3.90770059004426
5244,3.53819082984929,3.49411362268353,3.60821267084061,3.56744027176968,3.53634863258825,3.02723074535057
4363,3.67946737894236,3.70670885712832,3.54121658269337,3.24298759031197,3.19238872124337,3.407979895716
85320,0.565077996037379,0.372254882705958,0.352792374711305,0.373463854816582,0.662355077697378,0.55437493053508
1244,3.95306287726817,3.9508019505634,4.0280558022653,2.98849060795366,2.88341761094955,2.8134422992038
8714,3.95492181189573,4.54020279036714,4.43362148279867,2.52719854541196,2.4915555365437,2.30025518270083
10257,3.24748821597723,3.0878963373302,3.27299503253139,3.80711559643522,3.69134679224211,3.64494617382609
