1.6238,1.7116,1.2697,0.73441,1.5557,1.6329,1.8483,1.6866,1.2682,1.1106,1.192,0.95527,1.3731,1.4322
3.0589,3.2336,3.0911,2.5626,2.7867,2.7672,3.015,3.1487,3.5353,3.4255,3.6512,1.9799,3.2341,3.0933
2.6384,2.8485,2.9312,1.989,1.8348,1.9058,2.0774,2.2055,3.4784,3.6865,3.7679,1.9391,3.2698,3.0312
2.5338,2.6953,2.9556,2.1079,2.3637,2.449,2.4191,2.5069,2.8453,2.7974,2.8922,1.6198,2.4029,2.287
2.2472,2.5342,2.3995,1.7785,1.9045,1.9734,2.474,2.1181,2.4546,2.4432,2.6315,1.4991,2.3677,2.4455
3.1512,3.322,3.1909,2.3704,2.4586,2.649,4.2551,2.8365,3.4902,3.3096,3.8387,2.0029,3.4471,3.3021
0.7705,0.82135,1.0136,0.69126,0.62436,0.73078,0.96742,0.94845,1.016,0.93544,1.1148,0.54093,0.9109,0.90517
0.96859,1.0284,1.1023,0.82976,1.4764,1.5942,1.5555,1.5267,1.0074,1.0187,1.0975,0.68212,0.98082,0.9743
2.79,2.8146,2.6915,2.3176,2.1951,2.1904,2.5704,2.591,2.7099,2.6063,2.6076,1.2975,2.1961,2.0332
3.1647,2.4828,2.3676,2.1305,2.1259,2.3498,2.7129,2.4707,2.5496,2.5324,2.4379,1.3057,2.1695,2.0202
2.6935,2.7389,2.6104,2.2149,2.1687,2.1862,2.5351,2.58,2.6222,2.5921,2.5839,1.3609,2.2546,2.0865
2.4236,2.3881,2.2877,2.0903,2.0588,2.2852,2.6583,2.3781,2.4529,2.4375,2.3242,1.233,2.0656,1.9196
2.5523,2.5144,2.4506,2.1603,1.9369,2.055,2.259,2.2998,2.4077,2.4745,2.341,1.2037,2.0192,1.8448
2.873,2.2741,2.1737,1.9409,1.9136,2.1143,2.4482,2.2444,2.3219,2.3726,2.2293,1.2103,2.0019,1.8498
2.6133,2.6588,2.5331,2.1477,2.0866,2.1014,2.4476,2.4915,2.5449,2.516,2.5126,1.3224,2.1912,2.0248
2.3292,2.2993,2.201,2.0045,1.9513,1.9139,2.2618,2.2676,2.3559,2.3413,2.2417,1.1876,1.9896,1.8444
2.3021,2.3105,2.2136,1.9658,1.742,1.7192,2.0851,2.0989,2.3269,2.3756,2.2714,1.1574,1.9479,1.7961
2.3405,2.6662,2.165,1.9567,3.652,3.6246,3.5413,3.5927,4.0173,3.8784,4.2449,2.9309,4.5776,4.414
2.1101,2.3378,2.1432,1.6622,1.2932,1.4611,1.7698,1.8248,1.7963,1.8225,1.9279,0.93388,1.3893,1.4228
2.1101,2.3378,2.1432,1.6622,1.2932,1.4611,1.7698,1.8248,1.7963,1.8225,1.9279,0.93388,1.3893,1.4228
0.78189,0.78189,0.67738,0.43576,0.54449,0.78189,0.78189,1.1781,0.58722,0.58179,0.62218,0.78189,0.78189,0.78189
0.84629,0.94751,0.82678,0.73136,1.3545,1.3738,1.3325,1.3273,1.3317,1.3421,1.4474,1.0772,1.6166,1.5868
1.5539,2.0172,1.5953,1.0075,2.4953,3.346,2.2678,1.6648,1.4819,2.1067,1.7617,1.8429,2.1039,2.2507
0.96505,1.1138,0.88619,0.59948,1.4543,1.4857,1.2911,3.4379,1.1311,1.2984,1.2054,0.90299,1.1941,1.2042
0.96505,1.1138,0.88619,0.59948,1.4543,1.4857,1.2911,3.4379,1.1311,1.2984,1.2054,0.90299,1.1941,1.2042
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.1568,2.3102,2.6172,1.9318,2.2416,2.3514,2.3096,2.3921,2.1777,2.1813,2.4487,1.4735,2.3726,2.2518
0.52206,0.93304,0.93304,0.52206,2.2385,1.239,1.8272,0.85998,2.4035,3.3788,4.4769,0.85998,1.3159,1.077
2.854,3.0069,2.8777,2.1359,2.2712,2.4364,3.8435,2.61,3.2839,3.0155,3.6508,1.903,3.2383,3.0775
2.0473,2.2567,1.9799,1.4792,2.6723,2.8744,2.8379,2.9625,2.0897,2.1843,4.4134,1.8062,3.138,2.846
1.7527,1.7932,1.8334,1.517,1.5569,1.7019,2.0303,2.106,1.7998,1.7948,1.9442,1.0657,1.6586,6.7701
2.9055,3.2443,3.0873,2.5081,3.1882,2.9995,3.7197,3.4539,3.1582,2.8995,3.5238,1.7299,2.9386,2.7675
3.4235,3.6093,3.0483,0.067265,3.1765,3.2393,3.3804,3.7805,0.17234,0.087172,0.093725,0.059143,0.090837,0.085255
2.5272,2.6492,2.7544,2.0894,1.5792,1.7003,1.9791,2.0626,2.6837,2.5379,2.8562,1.4606,2.2902,2.2033
2.3309,2.6867,3.0309,3.3486,2.1441,2.6534,2.3874,2.436,3.3731,3.8602,3.4611,2.0358,3.0488,3.6383
4.0108,4.1716,3.7607,2.5607,3.3035,3.2102,3.2163,3.1834,3.9048,3.8382,4.1092,2.1101,3.4428,3.2558
2.3482,2.7377,2.9256,3.7047,2.498,2.8489,2.7218,2.4695,3.3921,4.1087,3.5581,1.7632,2.8076,3.5778
1.9401,2.2434,2.0309,1.8884,2.3535,1.9215,2.5359,2.0516,3.049,2.8559,3.4732,2.2195,3.403,3.3596
3.2053,3.4193,3.4479,2.4644,2.8898,2.8835,3.1026,3.142,3.5576,3.4244,3.8346,2.5511,3.6162,4.0898
2.3412,2.589,2.427,2.1063,2.4708,2.1567,2.7299,2.3802,3.2483,3.1659,3.6637,2.273,3.5169,3.4618
3.0732,3.3228,3.2461,2.4976,3.9113,4.0613,4.1322,4.1865,3.2428,3.2957,3.4736,2.3434,3.5672,3.5518
