SampleID_S1,TaskID_S1,TaskScore_S1,BinaryTaskScore_S1,EssentialRxnsTask_S1,ExpressionScoreEssentialRxnsTask_S1,GeneAssociatedToEssentialRxnsTask_S1,GeneExpressionValue_S1,SampleID_S2,TaskID_S2,TaskScore_S2,BinaryTaskScore_S2,EssentialRxnsTask_S2,ExpressionScoreEssentialRxnsTask_S2,GeneAssociatedToEssentialRxnsTask_S2,GeneExpressionValue_S2,SampleID_S3,TaskID_S3,TaskScore_S3,BinaryTaskScore_S3,EssentialRxnsTask_S3,ExpressionScoreEssentialRxnsTask_S3,GeneAssociatedToEssentialRxnsTask_S3,GeneExpressionValue_S3,SampleID_S4,TaskID_S4,TaskScore_S4,BinaryTaskScore_S4,EssentialRxnsTask_S4,ExpressionScoreEssentialRxnsTask_S4,GeneAssociatedToEssentialRxnsTask_S4,GeneExpressionValue_S4,SampleID_S5,TaskID_S5,TaskScore_S5,BinaryTaskScore_S5,EssentialRxnsTask_S5,ExpressionScoreEssentialRxnsTask_S5,GeneAssociatedToEssentialRxnsTask_S5,GeneExpressionValue_S5,SampleID_S6,TaskID_S6,TaskScore_S6,BinaryTaskScore_S6,EssentialRxnsTask_S6,ExpressionScoreEssentialRxnsTask_S6,GeneAssociatedToEssentialRxnsTask_S6,GeneExpressionValue_S6,SampleID_S7,TaskID_S7,TaskScore_S7,BinaryTaskScore_S7,EssentialRxnsTask_S7,ExpressionScoreEssentialRxnsTask_S7,GeneAssociatedToEssentialRxnsTask_S7,GeneExpressionValue_S7,SampleID_S8,TaskID_S8,TaskScore_S8,BinaryTaskScore_S8,EssentialRxnsTask_S8,ExpressionScoreEssentialRxnsTask_S8,GeneAssociatedToEssentialRxnsTask_S8,GeneExpressionValue_S8,SampleID_S9,TaskID_S9,TaskScore_S9,BinaryTaskScore_S9,EssentialRxnsTask_S9,ExpressionScoreEssentialRxnsTask_S9,GeneAssociatedToEssentialRxnsTask_S9,GeneExpressionValue_S9,SampleID_S10,TaskID_S10,TaskScore_S10,BinaryTaskScore_S10,EssentialRxnsTask_S10,ExpressionScoreEssentialRxnsTask_S10,GeneAssociatedToEssentialRxnsTask_S10,GeneExpressionValue_S10,SampleID_S11,TaskID_S11,TaskScore_S11,BinaryTaskScore_S11,EssentialRxnsTask_S11,ExpressionScoreEssentialRxnsTask_S11,GeneAssociatedToEssentialRxnsTask_S11,GeneExpressionValue_S11,SampleID_S12,TaskID_S12,TaskScore_S12,BinaryTaskScore_S12,EssentialRxnsTask_S12,ExpressionScoreEssentialRxnsTask_S12,GeneAssociatedToEssentialRxnsTask_S12,GeneExpressionValue_S12,SampleID_S13,TaskID_S13,TaskScore_S13,BinaryTaskScore_S13,EssentialRxnsTask_S13,ExpressionScoreEssentialRxnsTask_S13,GeneAssociatedToEssentialRxnsTask_S13,GeneExpressionValue_S13,SampleID_S14,TaskID_S14,TaskScore_S14,BinaryTaskScore_S14,EssentialRxnsTask_S14,ExpressionScoreEssentialRxnsTask_S14,GeneAssociatedToEssentialRxnsTask_S14,GeneExpressionValue_S14
1,4,2.53379660660976,1,MDHm,3.91335337569466,100763194,2651,2,4,2.69525990247653,1,MDHm,4.04370893130684,100763194,2780,3,4,2.95559473069802,1,MDHm,3.66785565242496,100763194,2417,4,4,2.1079249242085,0,MDHm,3.18030136490294,100763194,1985,5,4,2.3636535293821,0,MDHm,3.58326935294851,100763194,2339,6,4,2.44904574456874,0,MDHm,3.53160107484245,100763194,2292,7,4,2.41907987420623,0,MDHm,3.88151454518076,100763194,2620,8,4,2.5069155172402,1,MDHm,3.94295565534924,100763194,2680,9,4,2.84528969507873,1,MDHm,3.49611465305226,100763194,2260,10,4,2.79736048398771,1,MDHm,3.41307463983934,100763194,2186,11,4,2.89224409990472,1,MDHm,3.98148144519959,100763194,2718,12,4,1.61975544119818,0,MDHm,1.82255349254997,100763194,982,13,4,2.4028866011367,0,MDHm,2.88988986056022,100763194,1747,14,4,2.28703745777967,0,MDHm,2.70431775913952,100763194,1602
1,4,2.53379660660976,1,SUCD1m,3.05886333246997,100771246,1981,2,4,2.69525990247653,1,SUCD1m,3.23364281603726,100771246,2135,3,4,2.95559473069802,1,SUCD1m,3.09109922584727,100771246,2009,4,4,2.1079249242085,0,SUCD1m,2.56263875918261,100771246,1572,5,4,2.3636535293821,0,SUCD1m,2.78674106633821,100774657,2635,6,4,2.44904574456874,0,SUCD1m,2.76724469720038,100774657,2611,7,4,2.41907987420623,0,SUCD1m,3.01495370778446,100774657,2923,8,4,2.5069155172402,1,SUCD1m,3.14870260728029,100774657,3098,9,4,2.84528969507873,1,SUCD1m,3.53533418944386,100750732,6441,10,4,2.79736048398771,1,SUCD1m,3.42553022336791,100750732,6165,11,4,2.89224409990472,1,SUCD1m,3.65124436687813,100750732,6739,12,4,1.61975544119818,0,SUCD1m,1.97991384450037,100774657,1716,13,4,2.4028866011367,0,SUCD1m,3.23406406965856,100750732,5698,14,4,2.28703745777967,0,SUCD1m,3.09334449269884,100774657,3025
1,4,2.53379660660976,1,SUCOAS1m,3.29056791902506,100751457,2469,2,4,2.69525990247653,1,SUCOAS1m,3.48402040825278,100751457,2671,3,4,2.95559473069802,1,SUCOAS1m,3.22075458947455,100751457,2398,4,4,2.1079249242085,0,SUCOAS1m,2.7160634647904,100752265,1540,5,4,2.3636535293821,0,SUCOAS1m,3.59596514535333,100752265,2247,6,4,2.44904574456874,0,SUCOAS1m,3.73143365173306,100751457,2941,7,4,2.41907987420623,0,SUCOAS1m,3.84635919857637,100752265,2472,8,4,2.5069155172402,1,SUCOAS1m,4.10649549215194,100752265,2718,9,4,2.84528969507873,1,SUCOAS1m,3.43018608488415,100751457,2614,10,4,2.79736048398771,1,SUCOAS1m,3.24150531447706,100751457,2419,11,4,2.89224409990472,1,SUCOAS1m,3.70364121603121,100751457,2910,12,4,1.61975544119818,0,SUCOAS1m,1.98627307333179,100752265,1041,13,4,2.4028866011367,0,SUCOAS1m,3.25355618746346,100752265,1957,14,4,2.28703745777967,0,SUCOAS1m,3.15855861714452,100752265,1880
1,5,2.24723454639862,0,AASAD3,3.52805965589966,100756509,899,2,5,2.5341519699304,1,AASAD3,4.00819240023642,100756509,1078,3,5,2.39954139582568,1,AASAD3,3.86287859220051,100756509,1022,4,5,1.77850564241419,0,AASAD3,2.69022919975948,100756509,625,5,5,1.90448195812418,0,AASAD3,2.52783332860641,100756509,577,6,5,1.97340740284148,0,AASAD3,2.62994715677571,100756509,607,7,5,2.4740199969349,1,AASAD3,2.99687577921415,100756509,720,8,5,2.11809538540357,0,AASAD3,2.89247464366537,100756509,687,9,5,2.45459129971353,1,AASAD3,4.36592815669666,100756509,1223,10,5,2.44320914843216,1,AASAD3,4.4626064810875,100756509,1264,11,5,2.63146801044542,1,AASAD3,4.55745087010417,100756509,1305,12,5,1.49906179934788,0,AASAD3,2.23029513224994,100756509,493,13,5,2.36773514026431,1,AASAD3,3.45432037272688,100756509,873,14,5,2.44549603991597,1,AASAD3,3.54492307829286,100756509,905
1,5,2.24723454639862,0,AASAD3m,3.52805965589966,100756509,899,2,5,2.5341519699304,1,AASAD3m,4.00819240023642,100756509,1078,3,5,2.39954139582568,1,AASAD3m,3.86287859220051,100756509,1022,4,5,1.77850564241419,0,AASAD3m,2.69022919975948,100756509,625,5,5,1.90448195812418,0,AASAD3m,2.52783332860641,100756509,577,6,5,1.97340740284148,0,AASAD3m,2.62994715677571,100756509,607,7,5,2.4740199969349,1,AASAD3m,2.99687577921415,100756509,720,8,5,2.11809538540357,0,AASAD3m,2.89247464366537,100756509,687,9,5,2.45459129971353,1,AASAD3m,4.36592815669666,100756509,1223,10,5,2.44320914843216,1,AASAD3m,4.4626064810875,100756509,1264,11,5,2.63146801044542,1,AASAD3m,4.55745087010417,100756509,1305,12,5,1.49906179934788,0,AASAD3m,2.23029513224994,100756509,493,13,5,2.36773514026431,1,AASAD3m,3.45432037272688,100756509,873,14,5,2.44549603991597,1,AASAD3m,3.54492307829286,100756509,905
1,5,2.24723454639862,0,ACONTm,3.6483530827151,100759203,4908,2,5,2.5341519699304,1,ACONTm,3.83071622481158,100759203,5260,3,5,2.39954139582568,1,ACONTm,3.65678821704181,100759203,4924,4,5,1.77850564241419,0,ACONTm,2.47440785647034,100759203,2925,5,5,1.90448195812418,0,ACONTm,3.22518480776086,100759203,4139,6,5,1.97340740284148,0,ACONTm,3.48804587631698,100759203,4609,7,5,2.4740199969349,1,ACONTm,3.65309959664432,100759203,4917,8,5,2.11809538540357,0,ACONTm,3.72584038542593,100759203,5056,9,5,2.45459129971353,1,ACONTm,3.62349225937725,100759203,4861,10,5,2.44320914843216,1,ACONTm,3.46292058741003,100759203,4563,11,5,2.63146801044542,1,ACONTm,3.88737323595686,100759203,5372,12,5,1.49906179934788,0,ACONTm,2.19728846647853,100759203,2521,13,5,2.36773514026431,1,ACONTm,3.7543330211614,100759203,5111,14,5,2.44549603991597,1,ACONTm,3.5846318616303,100759203,4788
1,5,2.24723454639862,0,AKGDm,3.88747214415742,100764862,3544,2,5,2.5341519699304,1,AKGDm,4.00949240235061,100764862,3706,3,5,2.39954139582568,1,AKGDm,4.06351840771038,100764862,3779,4,5,1.77850564241419,0,AKGDm,2.70800917922707,100758466,3280,5,5,1.90448195812418,0,AKGDm,2.5828673616812,100764862,2038,6,5,1.97340740284148,0,AKGDm,2.86384169874033,100764862,2330,7,5,2.4740199969349,1,AKGDm,2.84694317734848,100758466,3501,8,5,2.11809538540357,0,AKGDm,3.14187444858932,100758466,3991,9,5,2.45459129971353,1,AKGDm,3.69327528656302,100689437,2326,10,5,2.44320914843216,1,AKGDm,3.63732507982729,100764862,3224,11,5,2.63146801044542,1,AKGDm,3.82839298849515,100689437,2448,12,5,1.49906179934788,0,AKGDm,1.97540399401224,100758466,2211,13,5,2.36773514026431,1,AKGDm,3.31873305739407,100758466,4299,14,5,2.44549603991597,1,AKGDm,3.08780988448941,100758466,3899
1,5,2.24723454639862,0,ATPS4m_cho,-1,3979188,,2,5,2.5341519699304,1,ATPS4m_cho,-1,3979188,,3,5,2.39954139582568,1,ATPS4m_cho,-1,3979188,,4,5,1.77850564241419,0,ATPS4m_cho,-1,3979188,,5,5,1.90448195812418,0,ATPS4m_cho,-1,3979188,,6,5,1.97340740284148,0,ATPS4m_cho,-1,3979188,,7,5,2.4740199969349,1,ATPS4m_cho,-1,3979188,,8,5,2.11809538540357,0,ATPS4m_cho,-1,3979188,,9,5,2.45459129971353,1,ATPS4m_cho,-1,3979188,,10,5,2.44320914843216,1,ATPS4m_cho,-1,3979188,,11,5,2.63146801044542,1,ATPS4m_cho,-1,3979188,,12,5,1.49906179934788,0,ATPS4m_cho,-1,3979188,,13,5,2.36773514026431,1,ATPS4m_cho,-1,3979188,,14,5,2.44549603991597,1,ATPS4m_cho,-1,3979188,
1,5,2.24723454639862,0,ATPtm,4.3773436867695,100773145,1,2,5,2.5341519699304,1,ATPtm,9.4353482451619,100773145,4,3,5,2.39954139582568,1,ATPtm,3.83212551236853,100761654,2228,4,5,1.77850564241419,0,ATPtm,2.76376489051527,100750759,98,5,5,1.90448195812418,0,ATPtm,4.3773436867695,100773145,1,6,5,1.97340740284148,0,ATPtm,3.11275286473181,100769087,4738,7,5,2.4740199969349,1,ATPtm,4.3773436867695,100773145,1,8,5,2.11809538540357,0,ATPtm,3.79741384046577,100750759,151,9,5,2.45459129971353,1,ATPtm,3.95427494710908,100769087,6612,10,5,2.44320914843216,1,ATPtm,3.99256452200956,100769087,6705,11,5,2.63146801044542,1,ATPtm,4.3773436867695,100773145,1,12,5,1.49906179934788,0,ATPtm,3.03776480592632,100750759,111,13,5,2.36773514026431,1,ATPtm,5.33272706435724,100750759,253,14,5,2.44549603991597,1,ATPtm,5.14790496663813,100750759,239
1,5,2.24723454639862,0,CATm,3.08201038038108,100773774,1618,2,5,2.5341519699304,1,CATm,3.28540936826733,100773774,1764,3,5,2.39954139582568,1,CATm,4.05450476459908,100773774,2373,4,5,1.77850564241419,0,CATm,2.76504935728484,100773774,1402,5,5,1.90448195812418,0,CATm,2.49744777883281,100773774,1230,6,5,1.97340740284148,0,CATm,2.92310635270933,100773774,1508,7,5,2.4740199969349,1,CATm,3.86969593533312,100773774,2218,8,5,2.11809538540357,0,CATm,3.79381637356377,100773774,2156,9,5,2.45459129971353,1,CATm,4.06386039824904,100773774,2381,10,5,2.44320914843216,1,CATm,3.74175193883207,100773774,2114,11,5,2.63146801044542,1,CATm,4.45908344511113,100773774,2733,12,5,1.49906179934788,0,CATm,2.16371534529709,100773774,1028,13,5,2.36773514026431,1,CATm,3.64359854151591,100773774,2036,14,5,2.44549603991597,1,CATm,3.62067148567718,100773774,2018
1,5,2.24723454639862,0,CO2tm,-1,,,2,5,2.5341519699304,1,CO2tm,-1,,,3,5,2.39954139582568,1,CO2tm,-1,,,4,5,1.77850564241419,0,CO2tm,-1,,,5,5,1.90448195812418,0,CO2tm,-1,,,6,5,1.97340740284148,0,CO2tm,-1,,,7,5,2.4740199969349,1,CO2tm,-1,,,8,5,2.11809538540357,0,CO2tm,-1,,,9,5,2.45459129971353,1,CO2tm,-1,,,10,5,2.44320914843216,1,CO2tm,-1,,,11,5,2.63146801044542,1,CO2tm,-1,,,12,5,1.49906179934788,0,CO2tm,-1,,,13,5,2.36773514026431,1,CO2tm,-1,,,14,5,2.44549603991597,1,CO2tm,-1,,
1,5,2.24723454639862,0,CSm,3.53554388186496,100750580,1614,2,5,2.5341519699304,1,CSm,3.92222659437155,100750580,1870,3,5,2.39954139582568,1,CSm,3.48027475902282,100750580,1579,4,5,1.77850564241419,0,CSm,2.61760553389877,100750580,1080,5,5,1.90448195812418,0,CSm,2.81734678625706,100750580,1188,6,5,1.97340740284148,0,CSm,2.97264114750553,100750580,1275,7,5,2.4740199969349,1,CSm,3.12837077521382,100750580,1365,8,5,2.11809538540357,0,CSm,3.13007414546998,100750580,1366,9,5,2.45459129971353,1,CSm,4.26759239200785,100750580,2116,10,5,2.44320914843216,1,CSm,4.30004373250036,100750580,2140,11,5,2.63146801044542,1,CSm,4.52277968013542,100750580,2309,12,5,1.49906179934788,0,CSm,2.27194798361665,100750580,903,13,5,2.36773514026431,1,CSm,3.53711405751322,100750580,1615,14,5,2.44549603991597,1,CSm,3.44681763894287,100750580,1558
1,5,2.24723454639862,0,CYOOm3_cho,-1,3979185,,2,5,2.5341519699304,1,CYOOm3_cho,-1,3979185,,3,5,2.39954139582568,1,CYOOm3_cho,-1,3979185,,4,5,1.77850564241419,0,CYOOm3_cho,-1,3979185,,5,5,1.90448195812418,0,CYOOm3_cho,-1,3979185,,6,5,1.97340740284148,0,CYOOm3_cho,-1,3979185,,7,5,2.4740199969349,1,CYOOm3_cho,-1,3979185,,8,5,2.11809538540357,0,CYOOm3_cho,-1,3979185,,9,5,2.45459129971353,1,CYOOm3_cho,-1,3979185,,10,5,2.44320914843216,1,CYOOm3_cho,-1,3979185,,11,5,2.63146801044542,1,CYOOm3_cho,-1,3979185,,12,5,1.49906179934788,0,CYOOm3_cho,-1,3979185,,13,5,2.36773514026431,1,CYOOm3_cho,-1,3979185,,14,5,2.44549603991597,1,CYOOm3_cho,-1,3979185,
