Entrez,TRAb_R1,TRAb_R2,TRAb_R3,WTAb_R1,WTAb_R2,WTAb_R3
9380,3.42555420415037,3.44530785652668,3.47230667760103,3.49139520344552,3.487590740279,3.47193608479412
373156,3.44288442337851,3.46886333472123,3.42962351365911,3.48239606924693,3.47619411393364,3.49415111931235
476,3.66704314926218,3.64804487547179,3.65327785754785,3.69674456275807,3.66996554863342,3.69422918459009
7385,3.38585444768483,3.49805883120201,3.45486956029668,3.47554509803574,3.47859579569955,3.50059250071882
2098,3.45985142936211,3.50594299289255,3.4861478486749,3.4531514472982,3.44473477572053,3.44427378173587
3294,3.40123664973747,3.58321428821063,3.28200215767347,3.46795004304977,3.47546807809198,3.47845191014937
79611,3.45762276483982,3.45529554780495,3.43304344278533,3.45511782653196,3.48573834050681,3.5072492328062
347734,3.50215131714439,3.38872272421868,3.44917996104041,3.52571293251914,3.47798237204779,3.4495132639404
2744,3.42025849325651,3.47285101204219,3.45488130622634,3.44550293007958,3.4906723643144,3.50972900190976
3028,3.53915076356939,3.60181854343045,3.58576369371711,3.60592579852949,3.62492476445395,3.59122593788674
4905,3.49302541575556,3.42145270051316,3.43100365198098,3.50014434332817,3.48680849949777,3.46142533008256
9114,3.47924811266107,3.48428806456312,3.37595090046798,3.52024199631847,3.46680892738753,3.46672496218523
293,3.23222291435262,3.63539583053216,3.4166445000202,3.44547060315041,3.13603159163918,3.53263818865403
515,3.48858133864284,3.53619018639634,3.47962008471387,3.52737778727582,3.51566132287916,3.55407897973754
31,4.21519016100364,4.23874080721515,4.23360283796089,4.25577493499681,4.26411735161654,4.24147883655849
471,3.50451430665722,3.46990244480965,3.46712281167391,3.44374120619217,3.43402088029859,3.47480416627744
1841,3.42925415338467,3.44505740826035,3.47687879704099,3.45095905327857,3.49136450432643,3.50050482761079
539,3.42766757353682,3.5004639617107,3.41982105132518,3.49510552821702,3.4655728456064,3.48518454334188
1632,3.38716189819965,3.49697986248914,3.25948903969023,3.39604983055483,3.34364587514376,3.5363623236975
1431,3.66601887625203,3.60493567566348,3.59647368143585,3.6286107745953,3.66091138523831,3.66708663495338
34,3.4020675147019,3.43224169104387,3.42482030295447,3.42102951997913,3.43945634211111,3.50253588617633
4190,3.49675082721985,3.48357094987549,3.46151046887806,3.44826710356786,3.44172313350414,3.46237373065888
219,3.31836177784466,3.307452523134,3.37895932387661,3.33084245448981,3.36007003353183,3.20046054909647
4716,3.41727492824065,3.53002594716624,3.27211779046711,3.44721887166948,3.49394183284571,3.40114313897027
2194,3.99949730997079,4.00407331405763,3.98246619556723,4.01687543686856,4.02640226938618,4.01270862165619
29920,3.3744297335568,3.5092559288634,3.43709420664268,3.44364230927659,3.49005852140372,3.48856693726275
2589,3.56701093673633,3.38032097265284,3.29857319031676,3.50336824666937,3.53889852359434,3.3245034851363
5052,3.89402622656375,3.89912941751498,3.88433864837744,3.92437971246208,3.90529190338368,3.9162063931065
1717,3.61460439430548,3.66244059734902,3.65133709028076,3.61756590931453,3.62315963421106,3.61030227445829
3032,3.47332818815465,3.49320844278375,3.43969008842039,3.50016263750477,3.46886809082076,3.51505220776887
1737,3.46661582220501,3.51280101304103,3.45684489444846,3.48271174156585,3.44715286177664,3.42785240193759
4830,3.43055349930626,3.47362588573034,3.45420669359534,3.47164804638193,3.48075999498227,3.4834208914799
4722,3.35515117909295,3.32461249971761,3.33032029337799,3.38949948237179,3.21508570641812,3.51707056511423
29968,3.50751655644313,3.40144355778759,3.53100496560197,3.51633286396931,3.4110104894929,3.42537475140183
2746,3.47656938043031,3.56591843478008,3.50738321729212,3.52162938579927,3.53762193562014,3.56784627092406
2747,3.47656938043031,3.56591843478008,3.50738321729212,3.52162938579927,3.53762193562014,3.56784627092406
191,3.78323739926259,3.75029414629873,3.74242861724429,3.77952947109557,3.77580390759674,3.79019508493767
2673,3.51043715825556,3.52765878748984,3.50361965528303,3.55786951479243,3.51489115375058,3.5378432283242
292,3.67141797211828,3.67534877371781,3.63681245594679,3.68298491789953,3.67398077013703,3.69412292551284
3939,3.72319599982228,3.76104752737099,3.73550242215972,3.72180633336477,3.70657470727561,3.72433406389147
10632,3.46367920930663,3.47492054908201,3.42459085456657,3.4650349462,3.46089747777998,3.50495805769338
440,3.26472986879012,3.42608219839921,3.3166573336317,3.35089646027566,3.2797244114798,3.2922939464176
25902,3.44762705263739,3.42657377458189,3.48691629678309,3.48493024716178,3.47294573331939,3.47514072614467
51109,3.50180308910999,3.44777976405311,3.48274180727328,3.46279707521848,3.45260588739192,3.44644096983297
481,3.46813290650406,3.45539384343943,3.44010123418253,3.47526511385169,3.49415382003166,3.46119957964587
2108,3.58524637368977,3.62470223972143,3.64782194100824,3.62487351034728,3.67332397359538,3.62240350024315
1718,3.47358712871886,3.43876374700449,3.45387495764873,3.46247178829973,3.49932593419495,3.46618484988768
6472,3.59222422866597,3.59399431958882,3.58039180080751,3.5952504026745,3.6044578461605,3.62522379508945
641371,3.43822488105479,3.45843928784245,3.47126058122288,3.47331449336185,3.49225452602863,3.46075905476096
10965,3.43822488105479,3.45843928784245,3.47126058122288,3.47331449336185,3.49225452602863,3.46075905476096
3157,3.54683043000527,3.53866642252274,3.51273570973603,3.52521188769674,3.51349846119906,3.50180062627452
1891,3.33028537749797,3.54493861256843,3.47268478275015,3.55025129832956,3.27614001675302,3.61125537266424
50814,3.33220150353213,3.47081568914274,3.47032601067888,3.45299592516972,3.43977087047204,3.45932555119033
50,3.50258261618398,3.51793830113659,3.52818412376649,3.52819111568392,3.53919611128675,3.53523668378335
23530,3.49533748624987,3.46980356850868,3.39976983951914,3.45982543441986,3.47185535085832,3.49719462759052
506,3.59316111412876,3.67523782531165,3.59853310224663,3.60777742759169,3.57089270278649,3.63136881372817
3418,3.69882231875716,3.74729453353614,3.71741923590138,3.73446188726168,3.74820404424988,3.73344674352529
3155,3.4042908556691,3.37881404510774,3.38303888339604,3.41176677406381,3.37011680770065,3.31745125370891
56954,3.52401865619798,3.20031996833516,3.51913081260186,3.46801772173535,3.23377665219564,3.45482185556246
47,3.66292294763343,3.67382725757119,3.65524513778918,3.64802331907258,3.65234229804974,3.64199605035678
5315,3.93683486898197,3.92411062865339,3.9381060393669,3.9252752518416,3.91297335691854,3.914554795964
80704,3.44099193172728,3.46751378756164,3.45960088623517,3.43968464708825,3.48221653034619,3.50409993279102
9588,3.4982703465754,3.45316704312984,3.51648670232508,3.45683493966328,3.45576182822744,3.50082722185106
6648,3.3610269422907,3.56468398650954,3.419422118475,3.48404509989301,3.48630495972324,3.45002533491046
7358,3.55851604907322,3.54610354914624,3.51895151525327,3.53580660202202,3.51161711846718,3.52466414417723
36,3.44130677205644,3.48739166909144,3.44001354325873,3.45753638448645,3.4899479916423,3.47796605276817
4144,3.45272276578783,3.50002786454635,3.47031769683247,3.46852366069277,3.45072107721325,3.45192310812285
1371,3.48978324964402,3.46758244648798,3.46369052733636,3.46738127184411,3.43656827294798,3.46926454286587
1757,3.61552552515917,3.61871796940342,3.60248842470845,3.61092143319561,3.64008742272463,3.62793518526841
64834,3.2687656505271,3.53426934264979,3.45223652281561,3.30232930722796,3.42999559096556,3.45775737538854
5091,4.51959135120359,4.55198991585941,4.53026383782289,4.54170419927838,4.55197372392973,4.54571600607308
5226,3.68092965812904,3.71241809558884,3.68075601343656,3.70563219790405,3.69448690169348,3.71747433262366
6576,3.51278876496266,3.4504213229863,3.40884997718812,3.4663909284093,3.47961152837811,3.47575563449914
2181,3.62644697975908,3.62309030790234,3.60956519318608,3.58680344758057,3.60261985258916,3.62562421804437
2109,3.4656711373192,3.48804636651635,3.42146941613773,3.43870302874263,3.48559175340238,3.49449320841415
498,3.68759355637855,3.77931144762208,3.69312163293474,3.72930121189123,3.72593561921174,3.74634117488557
224,3.33974083787617,3.27014932791179,3.41138840752955,3.37036221530825,3.24273718018068,3.46064781142279
1743,3.48195001116629,3.51286816000951,3.31643657300565,3.40293508017825,3.46400189040364,3.49875805218727
2182,3.66588713545451,3.71070310366549,3.69355973401866,3.66502447079579,3.69140125396524,3.67779670152734
8574,3.43888451658672,3.37706159514565,3.43784512752479,3.43838979747399,3.40433704892241,3.45283085712383
6560,3.49593680596403,3.2878134652974,3.42114960346604,3.47308720413161,3.4651346987299,3.31738930448643
5211,3.24954772668772,3.30039400503646,3.45992430608871,3.27664358054162,3.48809992859658,3.29642044356029
1537,3.33130127212202,3.46551532853376,3.37689828117712,3.45869387618583,3.37568664030868,3.38227369828801
1376,3.4414538982257,3.49685549252057,3.43978519482963,3.4606113577688,3.49016531503131,3.46525859558456
26227,3.61007312499127,3.54592002424785,3.59473642309569,3.57096950628429,3.569992507499,3.57565207131446
1645,3.69592812911987,3.780845812362,3.75309055513384,3.76114447084246,3.75884507665793,3.74308433071058
4513,3.46710764331668,3.48269976061976,3.46373286077022,3.4790225614402,3.43708768524041,3.46463580053854
4967,3.41662721864763,3.49828267687352,3.46514945895775,3.46462522228722,3.47592700319149,3.47344080844626
8659,3.47617398802266,3.47703339448095,3.46013771278183,3.42049591809785,3.48072889514252,3.47957298420269
3419,3.44803305437447,3.48788159973661,3.44609096472839,3.45175095831726,3.4927060772472,3.46774099099148
5213,3.47489338125018,3.43095500773812,3.47622910214361,3.48942881499561,3.4645529725273,3.4581539277635
30,3.44254461031188,3.50957992929989,3.4601396559802,3.42709930667448,3.44408729241819,3.51031993865156
217,3.53406779749447,3.58261820228927,3.52173458366975,3.52583817522511,3.56278308808332,3.57402169382355
4047,3.4895241142025,3.49065590995415,3.4304327425871,3.50315532976762,3.40642938629195,3.47347800559057
216,3.69195311499252,3.74175554112135,3.70674497140139,3.69414321652478,3.70454262250115,3.71969578666204
1503,3.50632975770959,3.42130610527754,3.48247740704949,3.47372203785542,3.46891407876553,3.44120846799895
2950,3.64146113199702,3.69012331876748,3.64728117808128,3.66432764257142,3.63960574363862,3.65505445326026
3030,3.71652218146487,3.70036166974884,3.6763032595666,3.7175632665068,3.68262616903797,3.71232995715914
38,3.56973413146154,3.51501918530867,3.53155655300564,3.53759897929685,3.55064716145439,3.54875226160269
6520,3.43939355097796,3.48511614912715,3.46179740249186,3.46041635644729,3.47370931472967,3.47385842326434
5836,3.47472634844633,3.47247148145172,3.46047482753435,3.47161410355167,3.43371322023763,3.4812701026809
5160,3.46038829637637,3.49895370841074,3.447028763327,3.43986295211265,3.4813171254117,3.46662496598569
3417,3.71039033621253,3.76437237663337,3.70548373863042,3.72386715673598,3.72899155082181,3.74434457442473
3615,3.48626687074424,3.43591408997781,3.48365721948633,3.51199338952335,3.47819394771405,3.39753355798178
4121,3.44904874637259,3.47215946377493,3.48348976555547,3.4561837356009,3.47567493859876,3.45776992055104
3295,3.5698633206709,3.56730774203755,3.51968972676531,3.55712466283077,3.54764316620208,3.56675363516728
9061,3.46195646504461,3.4506020039393,3.30076934599938,3.40321593203491,3.42672139874653,3.40445689559549
501,3.50980517246381,3.46447367933908,3.42716027143942,3.4797114576767,3.47746162216934,3.42742493278791
5834,3.48610370127908,3.45916964243719,3.44487768061939,3.51159778339739,3.44775146876132,3.44453768940032
7296,3.46219860927763,3.49503038074132,3.43229497471852,3.48455172549378,3.46170056512268,3.45839788739657
7263,3.44835397930174,3.47347488793898,3.46751894094035,3.42527532315324,3.50544051928891,3.47398713681792
6342,3.46123119261244,3.47742062239491,3.46647138861625,3.4630358210075,3.41441985887796,3.51134893370626
91373,3.46655586729429,3.49027381360107,3.44747529349671,3.45025041422918,3.47617675916371,3.4635542478912
4522,3.56475615228601,3.45677838695396,3.4695353570757,3.49755136610669,3.48598108082522,3.49581198303352
9377,3.45013083361412,3.45615228655602,3.49627776294571,3.40582464418094,3.52022635215684,3.46502100125577
10165,3.36808893110389,3.60813667351407,3.41086392902005,3.50227398431014,3.41367789612701,3.48762761589909
9060,3.51847590732221,3.46294221723292,3.42093819590084,3.44995532492329,3.44146207028532,3.49996060014014
6718,3.59474056756883,3.16966380302936,3.62784816990412,3.60625856535667,3.6308914492265,3.13674073764506
133686,3.46803205898325,3.44950585799552,3.475223348236,3.48111375766782,3.43873920436522,3.48164358684038
5447,3.47579084263083,3.4850073314421,3.43193957192646,3.45783240287206,3.48057282776036,3.46308219180217
