0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,2.7237,2.3439,0.0029168,0.0029168,1.0983,3.4857,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,2.237,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,0.0029168,2.4739,0.0029168
8.7837,7.494,8.8834,9.9777,9.9992,7.0578,8.9937,9.5599,2.4617,8.394,7.8904,8.1347,8.959,9.0827,9.4469,3.274,9.6912,8.8268,7.0945,9.9324,0.24941,9.4897,9.7888,10.257,8.527,10.401,7.9791,7.9942,6.6381,9.0507,3.4658,7.7174,8.9171,7.5505,6.7821,6.5052,8.4419,7.606,6.6976,9.5843,7.515,7.6802,7.3417,8.0479,8.4522,8.0671,8.5019,6.8595,7.0145,9.4752,8.4885,8.7169,8.5318,8.8317,9.3921,5.8236,8.3373,9.5701,8.4446,7.8971,7.3579,8.2207,9.8603,3.1716,9.2343,9.5816,10.124,9.5046,10.135,8.8014,8.4117,10.136,9.7752,7.8131,8.4761,8.8819,2.8611,10.672,8.7605,10.161,6.015,8.6094,6.733,10.004,9.7047,9.1268,6.2191,8.9454,9.785,10.19,7.0732,9.0185,8.3569,1.0904,9.1025,9.1986,8.5538,7.9252,5.5791,8.1039,9.2232,9.7339,9.2774
3.4618,2.0727,3.2127,3.5836,1.5954,1.5367,4.2759,2.7134,4.8198e-06,2.4838,2.1235,0.80086,1.7478,3.7693,1.7847,0.00010121,3.5604,3.4336,0.81463,2.8668,0.0090506,2.0248,1.0267,0.92547,0.49559,4.8728,1.5927,3.2577,4.8198e-06,2.2986,0.33046,2.1203,3.6356,1.0931,0.90942,1.1248,2.6324,3.3084,2.8182,1.8984,1.2338,2.5269,1.1422,3.8193,0.83674,3.803,1.8671,2.2421,0.85342,2.0236,4.4308,1.5962,1.5727,0.79473,1.9813,1.4297,3.4099,1.617,1.6096,1.8691,3.6364,4.048,1.4625,4.8198e-06,1.5489,1.0715,2.0347,4.3378,1.2952,3.2846,1.7383,1.5614,2.1544,0.75382,3.2398,0.79035,4.8198e-06,0.78496,1.0966,4.0435,1.2413,0.88393,1.4874,1.5915,1.2422,1.1013,0.45934,1.3843,1.8426,1.369,0.92687,1.6849,1.2171,0.56236,1.56,1.665,0.55822,0.88332,0.02375,1.4023,0.28241,1.8425,2.0837
4.1528,3.7784,3.8322,3.9168,4.6592,3.3881,4.0889,4.0435,1.2006,4.0179,4.3156,3.6842,4.0573,3.9167,4.2236,1.8146,4.3247,4.3679,4.0809,4.0941,2.6507,4.3089,4.1669,4.1787,4.0637,4.8366,3.6665,3.7013,4.3005,4.2273,1.7504,3.5867,4.1126,3.433,3.5615,3.1257,3.9775,3.6316,3.6752,4.3639,3.7766,3.901,4.0346,5.4239,4.042,4.0896,4.1534,3.614,3.4629,5.0023,4.8987,4.3788,3.9675,4.7875,5.0762,3.5986,4.0117,4.6741,4.0106,3.9556,3.6789,4.0028,4.5462,1.6628,4.4233,4.3815,4.3628,4.5564,4.4607,4.0325,3.8473,3.8936,4.8897,3.7773,3.9095,4.0474,1.5391,4.2399,4.3265,4.3207,3.161,3.9564,3.7915,3.9982,4.8195,4.2973,2.6522,4.283,4.0767,5.0437,3.5883,3.9892,3.962,1.442,4.2654,4.8088,3.7103,3.8225,2.4388,3.9647,3.7909,5.432,5.219
5.8265,4.9202,5.62,5.6239,6.9051,4.5066,5.3619,5.6333,3.9995,5.9642,6.9131,4.9479,6.1462,5.6496,5.7708,4.1165,6.5979,6.3626,6.1975,5.6666,4.9915,5.4767,5.5557,5.6967,5.3842,6.9731,4.8802,4.9148,5.6908,6.1518,4.0399,5.5575,5.6496,4.896,5.6267,5.2701,5.8389,4.6295,5.0145,5.9787,5.9031,6.2134,6.2568,6.0453,5.6562,5.4956,5.7131,5.1938,5.8719,6.4238,6.5995,5.7254,5.4045,5.536,6.8158,4.8546,5.7842,5.8539,5.508,5.1132,5.1712,5.2292,6.0982,4.0261,6.7756,5.9881,6.0604,6.8217,5.9233,5.3809,5.587,5.7613,7.3363,4.8247,5.1828,5.4838,3.798,6.2605,5.4008,6.3974,5.3186,6.9205,5.6894,5.7495,6.7807,5.9012,4.3382,5.8696,5.8654,7.4076,5.2044,5.4936,5.5955,4.1469,6.0903,6.9529,5.3883,6.0939,4.3618,6.2806,5.8062,6.1123,7.1161
13.644,11.387,13.472,13.591,15.383,10.391,11.865,13.101,11.848,13.685,16.045,10.065,14.001,13.844,14.6,12.137,15.588,14.694,14.719,13.246,13.504,12.621,13.135,13.479,11.41,16.562,10.773,11.532,13.998,14.164,11.891,13.713,13.577,11.205,14.362,14.052,14.102,10.74,11.937,14.268,15.261,14.804,15.311,12.898,13.727,12.43,13.542,13.945,16.086,15.573,16.16,13.36,12.964,11.101,15.853,10.255,13.559,13.104,12.769,11.374,11.634,11.621,14.267,11.867,16.089,14.79,14.774,15.656,14.028,12.366,13.492,13.914,16.192,11.296,11.871,12.87,11.269,14.151,12.097,14.024,14.03,15.922,14.545,13.885,15.976,14.066,10.017,13.848,13.89,16.275,11.839,12.481,13.081,11.562,14.407,16.412,11.409,14.038,12.573,15.141,14.831,13.802,15.841
2.1438,2.561,2.3358,2.2203,3.9616,2.4008,2.0861,2.4113,3.2112,2.9511,3.9116,3.2519,2.3062,2.1065,7.249,3.3729,3.8053,3.2086,3.1937,1.9208,3.0643,1.9411,2.1347,2.1083,3.845,3.9337,2.6379,2.6626,3.0263,2.3433,3.1473,2.1507,2.1492,3.3104,7.0286,2.9477,2.7043,2.611,2.6912,2.7756,3.3817,3.1003,3.4589,2.318,2.2817,2.1752,2.1848,6.5725,3.7444,3.8062,3.8622,1.9843,1.7013,3.8179,3.7789,2.5937,2.1537,2.5868,2.0572,1.8921,1.8452,2.4637,2.4976,4.3935,3.8631,7.3298,2.4116,3.6814,2.6372,2.8294,2.1676,2.0895,4.1577,2.7231,1.9954,2.4321,3.1859,2.941,3.9634,2.7792,4.4915,4.1135,7.4697,2.1845,3.6964,2.3863,2.4121,2.1667,2.2775,4.2351,2.6894,2.3997,2.2657,3.4141,2.8219,4.0498,3.4963,2.1887,2.9636,3.5526,7.2306,2.2887,3.9164
1.4261,1.2759,1.159,1.5325,1.5702,0.70287,1.1231,1.164,2.4104,1.0684,2.1718,1.7467,1.2359,1.3741,2.4017,2.2686,1.55,1.4205,1.6189,1.4226,1.712,1.2601,1.2861,1.3104,1.0223,2.0853,0.88364,1.3073,1.8047,0.97432,2.2964,1.4309,1.3401,0.90215,2.1225,2.3541,1.4078,0.7598,0.99851,1.0546,1.5698,1.6193,1.4932,1.0109,1.1281,0.93179,1.1859,1.4675,1.1546,2.331,1.7936,1.4389,1.4408,1.2768,1.7381,0.92347,1.1591,1.637,1.1159,1.0813,0.85553,1.106,1.3996,2.3824,1.8854,2.2398,1.5735,1.4442,1.6693,0.96986,1.1421,1.3497,1.6852,1.1369,1.0977,0.88215,2.2972,1.3963,1.4531,1.3198,2.9176,1.6714,2.6144,1.3982,1.4898,1.3062,0.49366,1.2673,1.4178,1.5905,0.70413,1.2305,1.0666,2.4291,1.4857,1.8668,1.3841,0.43649,2.8376,1.2468,1.992,1.4798,1.9724
3.6066,3.1688,3.2706,3.2926,3.5922,3.0424,3.8432,3.7314,2.3334,3.8835,3.6186,3.3565,3.1578,3.3786,3.3707,2.5409,3.238,3.2154,2.959,3.6233,3.6315,3.8094,3.3785,3.2402,3.6807,3.9268,3.2068,3.116,4.8373,3.3284,2.3551,3.4795,3.3788,3.4308,3.8136,2.7265,4.1056,3.002,3.3211,3.4322,3.4685,3.3897,3.2074,3.7773,3.7733,3.7726,3.4998,3.5849,2.7193,3.725,3.5171,3.966,3.3629,3.7315,3.9094,3.4574,3.8723,4.5143,3.7585,3.7711,3.5364,3.2386,3.9963,2.5926,3.4992,3.5219,3.5299,3.3575,3.9945,3.4256,3.5409,3.3815,3.9539,3.4361,3.5539,3.595,2.5601,3.7369,3.7255,3.2591,3.1773,3.2255,3.478,3.3161,3.3608,3.5131,2.5935,3.8067,3.7817,3.6645,2.7421,3.7307,3.6724,3.07,4.0065,3.0957,3.5215,3.3523,2.6398,3.1581,3.7706,3.4461,3.6214
2.4525,2.3254,2.4537,2.642,2.6704,2.2784,2.6379,2.6736,1.8302,2.7065,2.4088,2.8731,2.3368,2.7139,3.0446,2.0641,2.8267,2.629,2.5777,2.7026,2.1886,2.6751,2.4065,2.3901,2.9262,3.5045,2.684,2.1931,3.4715,2.776,1.8457,2.2741,2.7085,2.8723,3.1931,2.368,2.4622,2.2129,2.2974,2.0195,2.7808,2.6091,2.5764,2.7515,2.5346,2.6392,2.4217,3.4557,2.2629,2.946,2.964,2.9709,2.6308,3.0536,3.1737,2.6537,2.9572,2.899,2.571,2.4183,2.4087,2.3354,2.7153,2.0385,2.8598,3.0636,2.7846,2.4967,2.2944,2.4234,2.6006,2.514,3.1209,2.2753,2.6168,2.5287,1.9384,2.7436,2.7694,2.3422,2.4955,3.0292,3.2505,2.8684,3.0485,3.0196,1.9064,2.8117,3.2518,3.3164,2.2976,2.8716,2.9849,2.1753,3.302,2.9157,3.0111,3.222,2.5974,2.5179,3.2137,2.7795,3.0925
