0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,2.7302,2.3532,0.003556,0.003556,1.1146,3.5115,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,2.2273,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,2.432,0.003556
8.793,7.5034,8.8715,9.9602,10.011,6.9962,8.9818,9.5526,2.3651,8.3951,7.9262,8.0371,8.9295,9.0911,9.4559,3.1488,9.7454,8.8385,7.1454,9.9512,0.24751,9.483,9.8218,10.301,8.5219,10.38,7.9034,8.0159,6.5192,9.0132,3.4229,7.8063,8.9991,7.5827,6.8623,6.5224,8.5191,7.5965,6.7601,9.5973,7.6376,7.8179,7.4702,8.0904,8.5158,8.1025,8.5721,6.9026,7.1987,9.5332,8.5714,8.747,8.5357,8.7603,9.3975,5.6986,8.3369,9.5584,8.4754,7.9235,7.3714,8.157,9.8658,3.1223,9.2918,9.5063,10.116,9.5894,10.116,8.8069,8.3902,10.073,9.8007,7.7428,8.4681,8.8401,2.719,10.65,8.7224,10.075,5.9441,8.6634,6.6781,9.9854,9.7135,9.0984,6.1962,8.9363,9.744,10.188,7.0833,8.9952,8.3292,1.0246,9.0778,9.2675,8.4895,7.7928,5.679,8.1607,9.1895,9.6415,9.3296
3.4675,2.0768,3.206,3.5732,1.5968,1.5163,4.2677,2.7098,5.8918e-06,2.4818,2.1342,0.7833,1.737,3.7746,1.7855,0.00012373,3.5927,3.4406,0.8233,2.8763,0.008977,2.0205,1.0326,0.93271,0.49506,4.8582,1.5686,3.2707,5.8918e-06,2.2828,0.32471,2.1505,3.6868,1.099,0.92479,1.1278,2.6607,3.3025,2.8548,1.9004,1.2632,2.597,1.1715,3.8477,0.84704,3.8266,1.8877,2.263,0.88798,2.0404,4.4906,1.6037,1.572,0.78389,1.981,1.3887,3.4096,1.6141,1.6167,1.8759,3.6454,4.0043,1.4637,5.8918e-06,1.5629,1.0548,2.0302,4.3958,1.2892,3.2878,1.7298,1.5428,2.1608,0.74134,3.2352,0.78252,5.8918e-06,0.78071,1.0892,3.989,1.22,0.8926,1.4691,1.5847,1.2427,1.0939,0.45599,1.3803,1.8282,1.3669,0.92776,1.6762,1.2091,0.52675,1.5514,1.6831,0.5508,0.85764,0.024455,1.4159,0.27986,1.8125,2.099
4.1576,3.7832,3.8268,3.9089,4.665,3.3582,4.0831,4.0402,1.1566,4.0187,4.3333,3.6368,4.0432,3.9207,4.2278,1.7529,4.3516,4.3741,4.1088,4.1031,2.6398,4.3057,4.1827,4.1996,4.0612,4.8266,3.6298,3.7118,4.2356,4.2092,1.7291,3.6292,4.153,3.448,3.5988,3.1327,4.0159,3.627,3.7082,4.3705,3.8393,3.9719,4.1029,5.45,4.0737,4.1076,4.189,3.6337,3.5568,5.0333,4.9446,4.3945,3.9694,4.7506,5.0794,3.5281,4.0117,4.668,4.0261,3.969,3.6857,3.9708,4.5489,1.6388,4.4526,4.3474,4.3596,4.5997,4.4515,4.0352,3.8367,3.8656,4.9032,3.7423,3.9058,4.0265,1.4686,4.2299,4.307,4.2805,3.1255,3.9827,3.7658,3.9898,4.8242,4.2829,2.6422,4.2783,4.0579,5.0429,3.5933,3.9783,3.9484,1.3766,4.2532,4.8456,3.681,3.7576,2.4803,3.9936,3.7774,5.3798,5.2484
5.8317,4.9252,5.6145,5.6159,6.9113,4.4764,5.3564,5.6299,3.9222,5.965,6.9332,4.8995,6.1317,5.6539,5.7753,4.0363,6.6256,6.3689,6.2256,5.676,4.9778,5.4737,5.5716,5.7179,5.3819,6.9632,4.8433,4.9254,5.6294,6.1334,4.0133,5.6026,5.6905,4.9119,5.6702,5.279,5.8779,4.6252,5.0476,5.9861,5.966,6.2878,6.3259,6.0689,5.6876,5.5141,5.7484,5.2158,5.9662,6.453,6.6437,5.7407,5.4066,5.5006,6.819,4.7834,5.7844,5.8485,5.5235,5.1266,5.1786,5.1972,6.1011,3.9944,6.8057,5.9517,6.0571,6.8667,5.9145,5.3838,5.5765,5.7321,7.3501,4.7906,5.1791,5.4637,3.7017,6.2504,5.3824,6.3544,5.2797,6.9503,5.6606,5.741,6.7854,5.8872,4.3268,5.8652,5.8457,7.4067,5.2099,5.4821,5.5817,4.0368,6.078,6.9901,5.3568,6.0236,4.4086,6.3107,5.7907,6.0651,7.1454
13.652,11.396,13.461,13.576,15.393,10.333,11.854,13.094,11.677,13.686,16.08,9.98,13.974,13.852,14.608,11.956,15.636,14.705,14.77,13.263,13.474,12.615,13.164,13.517,11.405,16.544,10.705,11.551,13.878,14.13,11.833,13.799,13.652,11.235,14.445,14.07,14.174,10.732,11.999,14.283,15.381,14.938,15.439,12.938,13.786,12.463,13.607,13.989,16.272,15.625,16.239,13.388,12.967,11.038,15.858,10.124,13.559,13.093,12.798,11.398,11.647,11.563,14.272,11.798,16.142,14.721,14.768,15.733,14.011,12.371,13.472,13.859,16.215,11.232,11.864,12.832,11.059,14.133,12.063,13.95,13.953,15.972,14.488,13.869,15.984,14.04,9.9949,13.84,13.854,16.274,11.848,12.461,13.055,11.33,14.384,16.476,11.355,13.913,12.681,15.194,14.8,13.72,15.889
2.1461,2.5636,2.3328,2.2161,3.9649,2.3834,2.0832,2.4095,3.153,2.9514,3.9223,3.2237,2.2987,2.1086,7.2517,3.3114,3.8204,3.2118,3.2092,1.9251,3.0553,1.9396,2.1426,2.1187,3.8435,3.9281,2.617,2.6686,2.9894,2.3338,3.1275,2.1739,2.1695,3.32,7.0554,2.9531,2.7252,2.6084,2.7099,2.779,3.4184,3.1404,3.4979,2.3292,2.298,2.1843,2.2026,6.5868,3.8022,3.8224,3.8863,1.9915,1.7022,3.7974,3.7804,2.5539,2.1536,2.5838,2.0648,1.8986,1.8485,2.4466,2.499,4.3679,3.8794,7.3078,2.4098,3.705,2.6323,2.8309,2.1622,2.0747,4.1648,2.7034,1.9934,2.4213,3.1095,2.9356,3.9523,2.7572,4.4668,4.1293,7.4512,2.1801,3.6988,2.3791,2.4053,2.1644,2.2675,4.2346,2.6924,2.3938,2.2585,3.3336,2.8153,4.0695,3.4778,2.1542,2.9972,3.5692,7.2206,2.2661,3.9312
1.428,1.2778,1.1568,1.5289,1.5726,0.69414,1.121,1.1627,2.3567,1.0686,2.1811,1.7238,1.2304,1.3758,2.404,2.2135,1.5613,1.4229,1.6311,1.4268,1.7046,1.2588,1.2923,1.3187,1.0215,2.0797,0.87163,1.3122,1.7691,0.96826,2.2783,1.4502,1.3563,0.90746,2.1445,2.3591,1.4239,0.75842,1.0102,1.0568,1.6019,1.6558,1.5262,1.0183,1.1397,0.93761,1.1991,1.4788,1.1916,2.3481,1.8129,1.4452,1.4416,1.2631,1.7393,0.89782,1.159,1.6345,1.1215,1.0861,0.8577,1.0944,1.4007,2.36,1.9008,2.2214,1.572,1.4613,1.6653,0.97076,1.1381,1.3377,1.6907,1.1223,1.0962,0.87528,2.2277,1.3922,1.4452,1.3038,2.8947,1.6853,2.5981,1.3942,1.4916,1.3007,0.49091,1.2656,1.4097,1.5901,0.70557,1.2257,1.0617,2.3556,1.4805,1.8827,1.3709,0.42383,2.8708,1.258,1.984,1.4612,1.9847
3.6136,3.1759,3.2677,3.2866,3.599,3.0136,3.84,3.7306,2.2779,3.8861,3.6365,3.3112,3.1458,3.3844,3.3746,2.4783,3.2611,3.2222,2.9831,3.6351,3.6197,3.8083,3.3963,3.262,3.6806,3.9184,3.1717,3.1291,4.7662,3.3128,2.3366,3.5278,3.4203,3.4495,3.8526,2.7343,4.1505,2.9997,3.3576,3.4404,3.5273,3.456,3.2671,3.8023,3.8095,3.7945,3.5382,3.6046,2.7924,3.7536,3.5568,3.9842,3.3665,3.6982,3.9136,3.3834,3.8738,4.5101,3.7767,3.7881,3.5454,3.2098,4.0015,2.5702,3.5262,3.4961,3.5285,3.3953,3.9871,3.4308,3.532,3.3546,3.9677,3.4022,3.5527,3.5762,2.4827,3.7282,3.7089,3.2229,3.1514,3.2499,3.4569,3.3099,3.3656,3.5011,2.5856,3.8044,3.7637,3.6647,2.7493,3.7213,3.6601,2.9709,3.9954,3.1244,3.4919,3.2889,2.6824,3.1843,3.7601,3.4048,3.6462
2.4569,2.3299,2.4509,2.6366,2.6749,2.2554,2.6353,2.6726,1.7845,2.708,2.4188,2.8348,2.3273,2.7185,3.0472,2.0148,2.8456,2.6338,2.5972,2.711,2.1811,2.6736,2.4193,2.4063,2.9253,3.4974,2.6546,2.2021,3.4167,2.7635,1.831,2.3053,2.7413,2.8868,3.2221,2.3728,2.488,2.2104,2.323,2.0238,2.825,2.6575,2.6218,2.7702,2.5598,2.6546,2.4494,3.4721,2.32,2.9682,2.9966,2.985,2.6334,3.0267,3.177,2.5956,2.9583,2.8954,2.5844,2.4299,2.4153,2.3139,2.7191,2.0209,2.8809,3.0422,2.7831,2.5235,2.2889,2.4269,2.5935,2.493,3.1316,2.2508,2.6154,2.5143,1.8814,2.7369,2.7568,2.316,2.4746,3.0511,3.2301,2.8629,3.053,3.0093,1.9,2.8093,3.2361,3.3168,2.3021,2.8638,2.9745,2.1004,3.2926,2.9423,2.9857,3.1642,2.6365,2.537,3.2044,2.7454,3.1135
