1.0934,1.2001,0.88461,0.4943,1.0442,1.0934,1.2749,1.1655,0.7978,0.72554,0.80694,0.59845,0.88152,0.94061
5.3764,5.6261,5.4227,4.6454,5.0801,5.0108,5.5464,5.6277,6.374,6.2777,6.6198,3.9684,6.0388,5.9477
2.6384,2.8485,2.9312,1.989,1.8348,1.9058,2.0774,2.2055,3.8746,3.9145,4.2964,2.3851,3.7367,3.5353
4.082,4.3232,4.0114,3.2101,3.5878,3.6772,3.87,3.9644,4.1543,4.111,4.3925,2.5492,3.8535,3.7171
4.3226,4.4812,4.312,3.5947,3.7394,3.8425,4.056,4.103,4.584,4.5895,4.8035,3.0916,4.3127,4.1619
8.7892,8.9977,8.6788,7.4488,7.8812,7.952,8.1385,8.1845,9.4084,9.3332,9.7222,6.6612,8.7375,8.4571
1.1833,1.2505,1.4973,1.0768,0.98491,1.1302,1.4389,1.4148,1.5002,1.3982,1.6231,0.86765,1.3668,1.3594
4.1604,4.2825,4.4276,3.857,5.085,5.272,5.2114,5.1658,4.2402,4.2631,4.4183,3.4959,4.1857,4.1722
4.0885,4.3394,4.2492,3.3878,3.4063,3.5315,3.9328,4.0806,3.8947,3.8332,4.0738,2.3507,3.5611,3.3812
3.8036,4.0291,3.9711,3.2518,3.4163,3.5452,3.9063,4.0622,3.8315,3.7906,4.0266,2.4695,3.6519,3.4938
4.0853,4.3233,4.1763,3.3898,3.4497,3.5719,3.9733,4.1215,3.9278,3.8725,4.1057,2.4727,3.6879,3.5035
3.5921,3.8022,3.7734,3.0898,3.2243,3.3419,3.7049,3.8419,3.5808,3.5413,3.7771,2.295,3.4171,3.2681
3.6955,3.9145,3.8215,3.0629,3.0631,3.1717,3.5082,3.6409,3.5691,3.5293,3.7201,2.1434,3.2401,3.0766
3.4828,3.6859,3.6278,2.9791,3.0815,3.1962,3.5307,3.6755,3.519,3.4793,3.6981,2.2479,3.3311,3.1816
3.9754,4.2052,4.0606,3.304,3.3251,3.4423,3.8367,3.9834,3.8295,3.7742,4.0036,2.3953,3.5778,3.3952
3.4711,3.6715,3.6384,2.9896,3.0649,3.1758,3.5316,3.6672,3.4663,3.4257,3.6561,2.1985,3.281,3.1321
3.322,3.5159,3.4583,2.8534,2.7022,2.7925,3.1831,3.2936,3.3242,3.2924,3.5117,2.0153,3.0558,2.9066
2.5512,2.8987,2.3634,2.1398,3.9418,3.913,3.8253,3.8794,4.3255,4.1798,4.5639,3.1799,4.9115,4.7407
2.1628,2.3938,2.1964,1.7072,1.3306,1.502,1.8167,1.8726,1.8437,1.8703,1.9776,0.96279,1.4288,1.463
2.1628,2.3938,2.1964,1.7072,1.3306,1.502,1.8167,1.8726,1.8437,1.8703,1.9776,0.96279,1.4288,1.463
0.62787,0.65773,0.67738,0.43576,0.54449,0.54676,0.60436,0.58992,0.58722,0.58179,0.62218,0.36751,0.62322,0.56862
0.93933,1.0493,0.91988,0.81601,1.4952,1.5168,1.4716,1.4653,1.4623,1.4769,1.5874,1.1982,1.771,1.7406
1.3823,1.8025,1.4238,0.90244,2.2807,3.0722,2.0724,1.529,1.3428,1.9105,1.6019,1.6761,1.9307,2.0658
0.96505,1.1138,0.88619,0.59948,1.4543,1.4857,1.2911,1.2054,1.1311,1.2984,1.2054,0.90299,1.1941,1.2042
0.96505,1.1138,0.88619,0.59948,1.4543,1.4857,1.2911,1.2054,1.1311,1.2984,1.2054,0.90299,1.1941,1.2042
5.7143,5.87,5.6161,4.727,5.1978,5.292,5.5598,5.5848,6.0576,5.969,6.3502,4.2948,5.8059,5.663
5.6895,5.8403,5.5828,4.736,5.119,5.1901,5.4951,5.5238,5.9452,5.858,6.2167,4.2375,5.6815,5.5143
2.807,2.8811,2.7317,2.2239,2.475,2.503,2.5282,2.5707,3.023,2.9775,3.1089,1.9931,2.8248,2.679
5.5229,5.6956,5.4196,4.5217,5.1514,5.2485,5.5427,5.588,5.748,5.6815,6.043,4.1505,5.6381,5.5019
3.1272,3.3468,3.3321,2.7431,2.9021,2.9801,3.1323,3.2073,3.2062,3.2159,3.6618,2.0736,3.2121,3.0741
0.072469,0.17738,0.17738,0.072469,0.21586,0.28579,0.072469,0.036497,0.10793,0.14494,0.21586,0.072469,0.7497,0.036497
7.9936,8.1815,7.8794,6.7594,7.1341,7.1947,7.3596,7.4078,8.5064,8.4419,8.7862,6.0155,7.895,7.6393
2.0473,2.2567,1.9799,1.4792,2.6723,2.8744,2.8379,2.9625,2.0897,2.1843,4.4134,1.8062,3.138,2.846
5.97,6.0426,6.1137,5.5277,5.6053,5.8777,6.45,6.5746,6.0543,6.0454,6.3051,4.5514,5.7978,5.5701
4.7161,4.9966,5.0268,4.1622,4.531,4.74,5.304,5.3412,4.9357,4.7672,5.3263,3.1009,4.6281,4.4881
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5272,2.6492,2.7544,2.0894,1.5792,1.7003,1.9791,2.0626,2.6837,2.5379,2.8562,1.4606,2.2902,2.2033
2.2598,2.4192,2.3916,2.1371,1.9654,2.0272,2.3062,2.3477,2.9247,2.8179,3.2212,1.9904,3.0106,2.9877
10.584,10.838,10.179,8.0179,9.4031,9.2384,9.2491,9.1905,10.414,10.306,10.74,7.0756,9.6446,9.3191
2.5,2.7113,2.5577,2.1036,2.1451,2.2091,2.4462,2.4962,2.8455,2.7655,3.1656,1.7456,2.7334,2.7496
2.2603,2.3732,2.3606,2.1391,2.0512,2.2006,2.2542,2.2571,3.1314,3.151,3.4936,2.4102,3.5019,3.5452
3.2053,3.4193,3.4479,2.4644,2.8898,2.8835,3.1026,3.142,3.3881,3.9778,3.6594,2.5511,4.1914,4.0898
2.6493,2.7554,2.7431,2.3513,2.3021,2.4246,2.5836,2.6,3.3818,3.4619,3.7553,2.4679,3.6629,3.6717
3.0732,3.3228,3.2461,2.4976,3.9113,4.0613,4.1322,4.1865,3.2428,3.2957,3.4736,2.3434,3.5672,3.5518
2.8411,2.9951,2.7962,2.0046,2.5111,2.5728,2.4819,2.5033,2.8431,2.8195,2.9735,1.5709,2.6458,2.646
2.5739,2.6945,2.6201,1.9176,2.881,3.1234,3.0671,3.272,2.4741,2.4402,2.7055,1.8286,2.9859,2.9971
2.3019,2.5499,2.4689,1.9508,2.4366,2.5258,2.5762,2.7123,2.4727,2.4939,2.6209,1.7554,2.5634,2.6286
2.3014,2.4462,2.5034,1.9791,2.1943,2.3299,2.4826,2.5471,2.7016,2.698,2.8953,1.9343,2.9049,2.8779
2.0992,2.3007,2.3066,1.7433,2.4772,2.6209,2.6529,2.7342,2.2895,2.3394,2.4248,1.7595,2.632,2.6221
1.6584,1.7842,1.9735,1.4781,1.2821,1.4244,1.8014,1.8037,1.8265,1.7207,1.9238,0.9718,1.586,1.5476
2.6493,2.7554,2.7431,2.3513,2.3021,2.4246,2.5836,2.6,3.3818,3.4619,3.7553,2.4679,3.6629,3.6717
5.8367,6.0189,5.7792,4.9439,5.218,5.2661,5.5819,5.562,6.251,6.1329,6.4742,4.6943,6.3095,6.0713
5.7337,5.9048,5.7163,4.8666,5.1235,5.1838,5.5428,5.4935,6.0372,5.9232,6.2763,4.6093,6.1924,5.9531
2.2112,2.3789,2.6314,1.9708,1.7094,1.8992,2.4019,2.4049,2.411,2.2942,2.5651,1.2957,2.1146,2.0635
2.4614,2.6757,2.5834,1.9972,2.4508,2.5756,2.6687,2.5899,2.6321,2.3897,2.7234,1.5292,2.4685,2.4167
3.7268,3.8276,3.4633,2.3634,3.6874,3.6193,3.4044,3.3723,3.7199,3.6617,4.0817,2.1998,3.7361,3.4657
2.1553,2.2905,2.2627,1.7894,1.8359,2.0532,2.2105,2.2739,2.3983,2.3486,2.5133,1.8098,2.5118,2.4144
0.089512,0.079555,0.073407,0.029595,0.025004,0.056882,0.059915,0.063681,0.01839,0.039418,0.0034759,0.0081104,0.02172,0.0069018
1.514,1.5312,1.5351,1.445,1.6107,1.6186,1.6326,1.602,1.8378,1.7381,1.9152,1.2943,1.8631,1.8714
3.9206,4.0269,3.9377,3.2074,3.3717,3.6026,3.514,3.6197,4.382,4.3515,4.594,2.825,4.0763,3.8991
6.4768,6.7105,6.491,5.3463,5.6899,5.8097,6.1257,6.1864,6.9187,6.8099,7.2309,4.8054,6.6026,6.3455
2.2359,2.4053,2.3093,1.8345,1.913,1.9895,2.3424,2.3648,2.3322,2.294,2.4905,1.6815,2.5224,2.4424
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3.2355,3.3318,3.2256,2.734,2.8063,2.8714,3.1352,3.1277,3.5367,3.4819,3.7163,2.4276,3.3383,3.2308
3.2746,3.4504,3.2871,2.7372,2.9244,2.9981,3.2459,3.3285,3.3341,3.302,3.49,2.2185,3.1717,3.0435
0.65747,0.71095,0.78764,0.63063,0.55493,0.59004,0.68656,0.63972,0.574,0.5756,0.67076,0.36512,0.59704,0.58889
0.072469,0.21139,0.072469,0.036497,0.14494,0,0.036497,0.10793,0.10793,0.036497,0.1429,0.036497,0.21139,0.10793
0.59767,0.64284,0.58157,0.48452,0.49116,0.50553,0.48319,0.56747,0.50164,0.4476,0.48452,0.23695,0.45874,0.35801
1.9426,2.0632,1.8411,1.4363,1.0706,1.1429,1.6176,1.3596,2.4749,2.2593,2.8698,1.3435,2.1301,2.3674
5.0656,5.2774,5.0534,4.1268,4.5707,4.6587,4.8522,4.9002,5.4478,5.3642,5.7071,3.7724,5.2909,5.0827
2.0952,2.251,2.1684,1.7326,1.7028,1.7797,2.0789,2.0957,2.2399,2.1753,2.3755,1.5548,2.347,2.2661
6.0356,6.2279,6.0362,5.0449,5.2301,5.328,5.5614,5.595,6.5574,6.4794,6.8343,4.5238,6.1114,5.8981
2.0975,2.2606,2.1825,1.7501,1.6963,1.7746,2.094,2.1106,2.2675,2.2094,2.4067,1.5824,2.3784,2.3042
0.34724,0.24495,0.10793,0,0.24495,0.27806,0.21139,0.27806,0.17738,0.072469,0.27806,0.10793,0.21139,0.24495
0.98903,1.8053,1.6958,1.0381,1.6201,1.9273,2.0598,2.4749,1.0137,1.2697,1.1566,1.1333,1.4817,1.2917
3.8094,4.415,2.7209,1.2938,6.0447,6.0693,5.8655,6.0737,2.684,2.8134,3.2796,3.2211,4.8138,4.6184
5.0286,5.2513,5.102,4.2156,4.3893,4.484,4.72,4.7865,5.4712,5.3829,5.6972,3.7119,5.1598,4.9454
1.3293,1.4499,1.4186,1.159,1.1554,1.1707,1.5027,1.4543,1.4087,1.3339,1.4907,1.1588,1.7461,1.6608
4.4651,4.4471,4.3826,3.624,4.7161,4.5697,4.2428,4.6818,4.9731,5.2107,5.449,2.7237,4.3541,3.9991
0,0.024331,0.048313,0,0.024331,0.048313,0.048313,0.048313,0.071954,0.024331,0,0.024331,0.024331,0.024331
1.1637,1.2193,1.1701,0.88839,1.1266,1.1267,1.1912,1.1999,1.1979,1.1979,1.2498,0.83139,1.2254,1.1698
1.2756,1.3823,1.3427,1.0952,1.0917,1.1046,1.4161,1.374,1.4178,1.3178,1.4747,1.1204,1.7103,1.6086
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.21586,0.21586,0.35476,0.14494,0.42279,0.35476,0.14494,0.072994,0.35476,0.35476,0.072994,0.072994,0.28579,0.14494
6.7637,6.984,6.7932,5.6375,5.7851,5.9036,6.1927,6.2328,7.3516,7.2153,7.6627,5.0162,6.8648,6.5905
3.4477,3.6406,3.4687,2.8797,3.1383,3.1933,3.4803,3.5634,3.5179,3.4835,3.6721,2.4356,3.4686,3.3311
2.9473,3.1638,3.1054,2.1828,3.5944,3.836,3.557,3.4622,3.3321,3.465,3.7722,2.834,4.4488,4.365
0.47947,0.61374,0.54771,0.35613,0.4635,0.51751,0.75876,0.60489,0.35731,0.39661,0.47355,0.23735,0.41857,0.43497
1.5789,1.87,1.8197,1.3418,1.6686,1.8016,1.9685,2.1802,1.7396,1.4074,1.5392,1.1039,2.1526,2.0483
6.4702,6.6902,6.5095,5.3717,5.6165,5.7446,5.9899,6.0196,7.0424,6.9268,7.3635,4.8484,6.6789,6.4193
3.7549,3.9491,3.7732,3.135,3.3554,3.4089,3.709,3.8138,3.8145,3.7827,3.9815,2.5656,3.6456,3.5086
3.0393,3.2369,3.2011,2.642,2.7773,2.8443,2.9792,3.0527,3.0795,3.0892,3.4833,2.0013,3.0603,2.9292
4.5341,4.5898,4.8764,3.8994,6.0271,6.3448,6.3869,6.6927,5.8945,5.8305,6.2278,4.2492,6.0594,5.934
6.5977,6.8817,6.5154,5.3287,6.0789,6.1764,6.4659,6.6129,6.8657,6.7683,7.1173,4.8448,6.6231,6.3579
1.594,1.7109,1.6487,1.3063,1.2683,1.2459,1.5153,1.5647,1.5942,1.5575,1.6729,1.0433,1.5424,1.494
1.4874,1.6135,1.547,1.217,0.9677,1.0357,1.2314,1.4026,1.3481,1.2856,1.4596,0.7581,1.2996,1.1967
3.2057,3.3828,3.2324,2.6869,2.8889,2.9497,3.2116,3.2874,3.2881,3.2562,3.4358,2.262,3.2309,3.0955
0,0.045359,0,0,0.0091242,0,0,0.018248,0.018248,0,0.018248,0,0.036366,0
0.32839,0.47756,0.36018,0.37042,0.085751,0.052848,0.10157,0.12458,0.45578,0.40502,0.49027,0.18209,0.27746,0.30626
1.7103,1.8051,1.6786,1.3088,1.6546,1.6382,1.7459,1.7727,1.7848,1.7969,1.8686,1.241,1.7973,1.7251
0.070464,0.047632,0.1531,0.047632,0.070464,0.10358,0.08165,0.054225,0.024156,0,0.012166,0.012166,0.08165,0.059126
1.6422,1.8384,1.6519,1.3261,1.4475,1.4821,1.7215,1.7285,1.8926,1.8254,2.02,1.3013,2.0087,1.8737
3.5603,3.7571,3.6469,2.975,3.1528,3.1807,3.4911,3.541,3.7189,3.6237,3.8932,2.3916,3.4901,3.3788
1.7357,1.8578,2.15,1.709,2.3747,1.9662,2.4287,2.0281,2.2917,1.7926,2.4542,1.1797,2.0756,2.2921
3.2254,3.3887,3.2736,2.679,2.7537,2.8292,3.1001,3.1743,3.2893,3.223,3.4387,2.1709,3.1587,3.0194
0.072469,0.072469,0.072469,0,0.072469,0,0.036497,0,0,0.036497,0,0,0,0
0.92466,0.97647,1.2088,1.2595,0.62793,0.62526,1.1959,1.0597,1.1033,0.8687,1.3022,1.2029,2.1175,1.773
3.0567,3.2107,3.0336,2.5599,2.6978,2.7303,2.9731,3.0223,3.3609,3.2953,3.4938,2.1691,3.0923,3.0055
1.76,1.7741,1.6736,1.3288,1.9286,1.8616,1.7172,1.8067,1.8751,1.9723,1.8525,1.1668,1.7647,1.654
2.3928,2.5754,2.4592,1.9739,2.1134,2.2172,2.53,2.5535,2.5233,2.4598,2.6693,1.6948,2.5708,2.4786
1.1219,1.2457,1.5006,1.2368,0.95879,1.0563,1.2374,1.14,1.1079,1.1551,1.2368,0.72271,1.1613,1.1233
4.5836,4.7824,4.3734,3.1592,4.2653,4.3826,4.3435,4.7291,4.1297,4.1488,4.3126,2.7291,4.5258,4.1853
7.0576,7.356,6.9719,5.6871,6.5835,6.6931,6.9694,7.102,7.346,7.2442,7.607,5.2186,7.1047,6.8337
2.9547,3.1168,2.9959,2.4317,2.5945,2.6458,2.8817,2.9855,2.8924,2.8737,3.0282,1.8959,2.7916,2.6789
3.5778,3.7715,3.6236,2.9688,3.118,3.1785,3.5106,3.5804,3.7267,3.6499,3.8951,2.4933,3.5998,3.4528
0.46458,0.55504,0.39752,0.3524,0.20477,0.28914,0.25352,0.3073,0.30759,0.25606,0.29414,0.13077,0.19677,0.20668
0.46265,0.54273,0.36093,0.37834,0.21964,0.27671,0.25581,0.29619,0.30901,0.27696,0.3046,0.23311,0.35489,0.36461
0.99666,0.68601,0.81259,0.68601,0.93606,0.7497,0.99666,0.93606,0.81259,1.1157,1.1157,0.55613,1.1742,0.93606
5.5678,5.7549,5.5899,4.6719,4.8196,4.919,5.1704,5.1738,6.0579,5.9894,6.3216,4.1735,5.6516,5.4514
3.3843,3.5677,3.4062,2.8267,3.0245,3.091,3.3562,3.4449,3.45,3.4182,3.5989,2.2848,3.2824,3.1512
1.4276,1.6173,1.7889,1.3982,1.2525,1.3557,1.6034,1.488,1.3044,1.3639,1.4863,0.88247,1.3865,1.3781
2.0313,2.1752,2.092,1.6988,1.61,1.6564,2.0153,2.0271,2.1167,2.0706,2.2392,1.5229,2.2446,2.1539
3.3223,3.5279,3.3691,2.7392,2.8837,2.9767,3.2295,3.3248,3.4023,3.3502,3.5625,2.2221,3.2271,3.0951
0,0,0,0,0.21586,0.28579,0.072994,0.072994,0.14494,0.072994,0,0.28579,0.42279,0.14494
1.5466,1.87,1.7797,1.445,1.5283,1.5912,1.9622,1.9407,2.0045,1.6661,1.9487,1.3034,1.9233,1.8266
1.8382,2.2315,2.0858,1.6285,1.3323,1.2432,1.7782,1.6778,2.354,1.8148,2.0643,1.195,1.801,1.688
0.13543,0.13543,0.070464,0.024156,0.30363,0.40381,0.16145,0.16145,0.096625,0.095623,0.08165,0.21336,0.31497,0.1316
0.83261,1.0045,0.89149,0.71821,0.61118,0.60164,0.77584,0.77907,1.0358,0.82132,0.91553,0.56336,0.83357,0.74203
0.23666,0.27528,0.28802,0.22171,0.042875,0.062921,0.15872,0.13476,0.33582,0.3454,0.45653,0.16352,0.28162,0.33051
3.3432,3.9268,3.5285,3.0798,2.9834,2.6479,3.19,3.5285,4.1049,3.9935,4.5332,2.2227,3.6719,3.2901
1.6551,1.7467,1.7148,1.3466,1.3623,1.4182,1.7582,1.7025,1.8458,1.7434,1.9584,1.3765,2.0729,2.0055
0.15355,0.20909,0.10829,0.11085,0.021438,0.013212,0.025394,0.031146,0.11395,0.1195,0.12257,0.063772,0.069364,0.076566
0.1642,0.23878,0.18009,0.18521,0.042875,0.026424,0.050787,0.062292,0.22789,0.20251,0.24514,0.091047,0.13873,0.15313
1.566,1.5334,1.4585,1.0634,1.01,1.0234,1.2955,1.2471,1.8229,1.588,1.8607,1.1856,1.8825,1.8193
3.3984,3.6045,3.4085,2.8202,3.0629,3.1127,3.3954,3.4795,3.4873,3.4444,3.6502,2.3761,3.4025,3.2529
1.7208,2.0564,1.5775,1.221,1.8373,1.9073,1.9544,2.0434,1.957,1.9815,2.1937,1.2689,2.1307,1.8122
6.2543,6.4137,6.2121,5.295,5.447,5.5274,5.8905,5.8783,6.6743,6.5661,6.9151,5.0188,6.711,6.4804
3.199,3.4225,3.2149,2.6901,2.5043,2.5684,3.1551,3.1071,3.5306,3.325,3.8433,2.082,2.9702,3.0909
5.8367,6.0189,5.7792,4.9439,5.218,5.2661,5.5819,5.562,6.251,6.1329,6.4742,4.6943,6.3095,6.0713
