symbol.sep,baseMean,log2FoldChange,lfcSE,pvalue,padj
ABCA13,6.93311636547571,-0.118432983983245,0.307906122896361,0.254686097358615,0.411155700875736
ABCA2,2215.81244934628,0.512135801411717,0.0539025074614318,5.2858125459654e-22,6.98440390154434e-21
ABCA3,11.1812463074187,0.297272141832652,0.447071259096269,0.0593025102938419,0.124624763733522
ABCA4,16.4088996718762,0.00401677802609924,0.257579390241494,0.976848095742017,0.989215715166406
ABCA5,538.551232370833,0.200505409259747,0.102932377791142,0.037449167510969,0.0833602387105168
ABCA6,58.8821676278525,0.286847063503983,0.260500439401322,0.10285653724653,0.197929156474079
ABCA7,457.049750779122,1.37575469674681,0.108269795854718,4.07017634879099e-38,1.00070197816827e-36
ABCA8,3.1936187999592,-0.00637157360409,0.28677807152423,0.9295393119208,0.963428202988036
ABCA9,39.5804851073414,-0.147162285778571,0.241619284585604,0.346361777603625,0.517853805777791
ABCA9-AS1,0.161138810216126,0.0107669798094556,0.296614507334646,0.831785555836972,
ABCB1,857.588210826451,-0.0484808287325114,0.0716037216111206,0.484286201689659,0.651846375074996
ABCB10,1372.28401564063,-0.186830863368514,0.0614023360514835,0.00181863772325702,0.00546204168779382
ABCB11,907.017540465651,-0.486415400955691,0.0727204188128311,6.16619826673153e-12,4.51385971681682e-11
ABCB4,541.368687675975,0.0461464266889946,0.0939079094256816,0.605244869907103,0.752492837141251
ABCB5,14.2662963430138,-0.116029086031041,0.283210193101846,0.378781717687141,0.552157680550646
ABCB6,3617.08339125588,0.10792710892075,0.0381473741881991,0.00430860144826522,0.0120189077958259
ABCB7,499.240087329556,0.00195462549169958,0.0897033046556428,0.982494168173232,0.992123189875814
ABCB8,1421.68384997143,-0.0187140483384547,0.0563032081110709,0.733658457481362,0.844306411298682
ABCB9,230.387160910944,-0.176418205178246,0.140236036101987,0.153240202431814,0.274385395112716
ABCC1,1932.45149077255,0.165576661884366,0.0537006149204928,0.00169222499182323,0.0051090634280571
ABCC10,690.229612388377,0.371616946382733,0.0827159193360916,2.94701603821522e-06,1.30543143342908e-05
ABCC11,25.2532601865499,-0.111875470251486,0.262245573029917,0.436704851353254,0.607481190523783
ABCC13,0.206937022812209,-0.0122188095608634,0.296729877564465,0.794077478976949,
ABCC2,4002.85424239895,0.586781640768518,0.0399542927926525,1.86365035358986e-49,6.24427961517656e-48
ABCC3,595.2012830981,1.06594340008482,0.10060178030239,3.06190435239839e-27,5.0960266182541e-26
ABCC4,2139.78246829579,-0.330944028906167,0.050592276962106,3.04526798012662e-11,2.11707885123857e-10
ABCC5,1531.84591095958,-0.211653180084431,0.0550734960750862,8.86655486612659e-05,0.00032721809624991
ABCC6,2539.49074210256,0.17380613617099,0.0512975296238023,0.00057570867288304,0.00188501232441958
ABCC6P1,614.950529706163,0.162324556667511,0.0830872461584428,0.0414369840293196,0.0910857368754004
ABCC6P2,128.483635773713,0.22200473668497,0.167702027128225,0.113500202271371,0.214247707877494
ABCC8,0.305161210072745,0.0134091985250214,0.296821814533095,0.67539188005194,
ABCC9,1371.20340502222,-0.237348457104156,0.0586235626832901,3.49592394770155e-05,0.000136805366339803
ABCD1,550.078067026926,0.442473987129633,0.095404448215074,1.10571039708568e-06,5.11530958423366e-06
ABCD2,20.4866791507263,0.135389714303372,0.285182224118284,0.333459510969191,0.504260156047022
ABCD3,3580.03119397997,-0.260572097361319,0.0405716980297464,8.51241973068911e-11,5.73447455819806e-10
ABCD4,890.904013263212,0.0916610594385727,0.0767047176012668,0.221961831739604,0.368695336013275
ABCE1,3759.02279405095,-0.591903806599257,0.0465533422578849,1.07218809095138e-37,2.58266928664979e-36
ABCF1,4667.86394335476,-0.31623129614482,0.0367833427424083,4.34368104559916e-18,4.73554217968226e-17
ABCF1-DT,0.292403172007934,0.00162994570414595,0.295895204161596,0.981849995913194,
ABCF2,2696.75399331013,-0.807245674291537,0.045727027775194,1.16239338561504e-70,7.04750411516604e-69
ABCF3,705.133665663229,-0.0968585127887959,0.0798511414445424,0.206803945218199,0.348683345016496
ABCG1,7.50397766278029,-0.230939530065343,0.414677162842096,0.0344188594489942,0.0775522904409458
ABCG2,226.662701993596,1.11097429730268,0.14593468529292,2.08570872592022e-15,1.92431459831925e-14
ABCG4,0.368104308571672,-0.00196796178613537,0.295763203483346,0.976626861334797,
ABCG5,1.82253611443898,0.0223369503076495,0.293205562930002,0.672231757177577,
ABCG8,9.18967535707419,0.110419643713367,0.296630492493584,0.334356302018398,0.505267101409587
ABHD1,0.322277620432251,0.0139430798493001,0.296848326022322,0.657724983163325,
ABHD10,2270.83719047967,-0.325087687848814,0.0644089435153684,2.21164500809083e-07,1.09537572295691e-06
ABHD11,138.161908715914,-0.102659415102214,0.1683637930004,0.459502031114367,0.629091264317227
ABHD12,3851.15543292132,0.258977148158416,0.0397078043600933,4.45346227712293e-11,3.04850096350677e-10
ABHD12B,1.16234451905079,0.0220255737637125,0.294476972564844,0.629303240421842,
ABHD13,625.1188572815,0.0149037026329563,0.0807709674850426,0.848861025643098,0.91942321091865
ABHD14A,288.547331137002,0.128895497645699,0.115560423718615,0.225103987908619,0.37280299028813
ABHD14A-ACY1,28.5111386077075,-0.00531809687817164,0.294747036739188,0.867629075933131,0.930190846057638
ABHD14B,318.823991240756,-0.0370971877677022,0.115331522181222,0.726053440786905,0.839619993643868
ABHD15,748.215721972908,-0.0642515553584253,0.0756540340083904,0.37893059950839,0.552239222977439
ABHD16A,955.028127725845,-0.0378466343807041,0.0676334601145093,0.564855023818105,0.720364942373737
ABHD16B,0.202983798255157,-0.0121691375205494,0.296725711129099,0.794077478976949,
ABHD17A,1556.31244287312,0.491357340020116,0.176912214786163,0.00128051240932568,0.00396200897348208
ABHD17B,964.065219280761,-0.262441702217061,0.0724209039046246,0.000177511887211266,0.000632071392237479
ABHD17C,14.2437709819429,0.0348115456802698,0.264499966382951,0.779865055433425,0.875738913844261
ABHD18,176.148045168298,0.0507499526582577,0.145435713239041,0.68983134174884,0.814022018893083
ABHD2,3961.26802698776,-0.220922250321777,0.043626722618181,2.96326091998789e-07,1.45469914345316e-06
ABHD3,1651.32942466395,0.134853160474123,0.0588349226460114,0.0192223134273532,0.0465666943248942
ABHD4,2478.21189506209,0.595756236591762,0.0449434985303779,8.62418434228201e-41,2.30473891905812e-39
ABHD5,686.973345909863,-0.170658815947662,0.0783050443061849,0.0234269191315407,0.05537525971618
ABHD6,174.378582033451,0.010253353764392,0.147217771727492,0.937147902873661,0.966984739144603
ABHD8,479.563717718505,-0.0675710040200747,0.0962941170361312,0.456913354907974,0.626580833084316
ABI1,1799.19460410485,0.043915581895775,0.054970226448132,0.416702270322559,0.588836293446953
ABI2,2411.13773062121,-0.345173654220198,0.0491816083086148,1.06167619027141e-12,8.27114427079889e-12
ABL1,3820.84607198128,-0.171262991527775,0.0399966740580713,1.52058281768182e-05,6.20379691581102e-05
ABL2,1128.955857142,-0.226493560132172,0.0656506671865811,0.000388513518272244,0.001308379645419
ABLIM1,4527.99717211633,-0.139129326080191,0.0364220685256679,0.000117547248472238,0.000427870064124495
ABLIM2,13.1923021808561,0.303960735246219,0.433748942222197,0.0677715753695165,0.139704907015338
ABLIM3,1967.02637453937,0.262145456114388,0.0494610195682261,7.36850370519101e-08,3.83484900861401e-07
ABO,0.202983798255157,-0.0121691375205494,0.296725711129099,0.794077478976948,
ABR,9.34024639655206,0.0138617503218607,0.274825534909185,0.894683544872119,0.945416715596929
ABRACL,952.532666403334,0.572618076892041,0.0721521267667228,4.8373563271715e-16,4.63330878730961e-15
ABRAXAS1,311.382199081514,0.186074641515871,0.122589547294934,0.0956026271285213,0.186018647371018
ABRAXAS2,676.603437454201,-0.154372936701543,0.0826328673608575,0.0511238046154987,0.109581748108618
ABT1,1277.74333235209,-0.239695883511543,0.0596794824853742,3.92834106548623e-05,0.00015238885634884
ABTB1,595.729388637422,0.791771893097859,0.0878597427640295,2.7412258727839e-20,3.33531407388212e-19
ABTB2,1141.63179470704,0.0797701860437578,0.0654355946313931,0.21146649135499,0.355167267351615
ACAA1,3952.68627636199,0.262072810068196,0.0388481342393348,9.6418120838863e-12,6.93844571640183e-11
ACAA2,2465.62833095334,-0.0276849930476689,0.0454959494817917,0.537092697064247,0.697535688536991
ACACA,7346.51530309929,-0.38153256097924,0.0292675151321994,3.15720796708587e-39,8.0166997169951e-38
ACACB,772.768476968147,0.446741917441585,0.076575563706994,1.73818532652594e-09,1.05134555294621e-08
ACAD10,926.221350648562,0.307747664908093,0.0699590126808193,5.78627678747646e-06,2.48112542065836e-05
ACAD11,753.385294308788,0.177671702848434,0.0773510161479054,0.0171946592254117,0.0421994768956304
ACAD8,404.916312376074,-0.306150262356933,0.101227062061116,0.00126606630946285,0.00392207715783374
ACAD9,2900.92595009552,-0.21331589661539,0.0418683274270931,2.5709168174323e-07,1.2683806330122e-06
ACADL,1.00485224462472,0.0362335701231278,0.297425072728687,0.32610843117474,
ACADM,1122.88096671066,-0.095624008377606,0.0636209697369258,0.123473196430924,0.229908046211346
ACADS,666.991143359163,0.3312915724345,0.0873057123986084,7.100170197455e-05,0.000265827628165586
ACADSB,3422.44278693646,-0.176288424222021,0.041704899221587,1.92776701486919e-05,7.78487699140083e-05
ACADVL,4053.80593269711,0.137810985719266,0.0410843764900949,0.000700653614171356,0.0022637575988045
ACAN,0.170584947142764,0.0109267930131571,0.296625360228806,0.831785555836971,
ACAP1,4.5146435492502,0.100523215956018,0.311331805255132,0.17980968793031,0.31227852881921
ACAP2,1395.9094588325,-0.0432358818307296,0.0662557465269905,0.502778465120576,0.668558458841795
ACAP3,2379.94272336965,0.589763654287115,0.060605131322326,4.36218081730016e-23,6.06047334905498e-22
ACAT1,1969.25481249765,-0.00302353136550813,0.0511829086401973,0.952720572098311,0.975643769543422
ACAT2,15298.7835411711,0.478408516182401,0.0276803127483256,2.1950014930022e-67,1.22268442539888e-65
ACBD3,1324.30988389636,0.188844863294099,0.0609127607288631,0.00151458246544578,0.00461021728937347
ACBD4,203.430771543576,0.343265684546209,0.142747062108772,0.00681849818606762,0.0182931562562696
ACBD5,1656.08500791491,0.317574480339452,0.0602295491646649,6.98439901167046e-08,3.64452319622441e-07
ACBD6,1565.75892187223,-0.205552487515396,0.0667121754482803,0.00152661149574403,0.00464472493215621
ACBD7,48.4758765486174,-0.105977879955177,0.218648566509321,0.487173608146094,0.654497253934589
ACCS,32.2968320677006,1.46368583425371,0.446550402136843,5.15320611711546e-05,0.000196735701515492
ACCSL,0.24332275848682,-0.0134154556403624,0.296829255747091,0.689930881352188,
ACD,424.654913323955,-0.059884742438582,0.11854024064351,0.587420581212917,0.739095917281022
ACE,1.3395932531943,-0.0132503960187695,0.292771902762248,0.789142625604951,
ACE2,0.202983798255157,-0.0121691375205494,0.296725711129099,0.794077478976948,
ACER1,5.1816184227982,-0.00198664098312286,0.283821580440583,0.978811853971457,0.990087464365067
ACER2,63.7618748451668,0.018937008391698,0.202595303789887,0.899822739773381,0.948123874919851
ACER3,590.96946823511,-0.00080038364079343,0.086857953261719,0.990525097054556,0.996169592360498
ACHE,9.87692407917135,0.244364000546608,0.395233796418062,0.0804370879817027,0.161523728696629
ACIN1,11443.6244534128,-0.267670109802973,0.029211920178013,3.09786388275196e-20,3.7564233816363e-19
ACKR2,31.7316341374209,0.741338212293068,0.425510192032044,0.0063310073630684,0.0170804005216731
ACKR4,6.142441238534,-0.0244495528737156,0.281716717977833,0.788882005183472,0.881840069133036
ACLY,24496.6451363012,0.517862694228485,0.0227906081522306,7.16574489852811e-115,9.18916567023479e-113
ACMSD,84.6340489572319,-0.377322985431743,0.222236584547554,0.0272640464279092,0.063320081769053
ACO1,2614.23680479624,-0.0717558835919216,0.0433386562290208,0.0940102377207658,0.183320477778432
ACO2,3730.83903003352,-0.0656040567436025,0.0369892270508972,0.0737115759871762,0.149972473686955
ACOT1,304.574791411892,-0.0129593463052392,0.109206381474969,0.897618464983933,0.947028655716993
ACOT11,290.199232954182,0.114876838905795,0.118411970122026,0.290095728148835,0.454083050449524
ACOT12,23.1020800912017,0.805024251398127,0.523374497737522,0.00752356370609828,0.0199564766460122
ACOT13,1054.63296131768,-0.173825547196825,0.0647303801657307,0.00580554960102114,0.0157918391024267
ACOT2,677.760207795632,0.0573415579221243,0.0852213116863952,0.482491580682378,0.650511491238437
ACOT4,51.9994896204768,0.384770997559354,0.288027196422625,0.0456122751915631,0.099066504848253
ACOT7,2623.90500192361,-0.1585834047219,0.0444909074235081,0.000305926341387963,0.00104888190714377
ACOT8,739.150189067871,-0.181038766069522,0.0804501875593014,0.0189720623273244,0.0460606116840857
ACOT9,849.008825450192,0.245821125786716,0.0709940750310829,0.000351490104857679,0.0011929381414867
ACOX1,1722.90192999395,0.234756882298889,0.055226130276061,1.49556203249098e-05,6.11010617216404e-05
ACOX2,382.777692671949,0.131137960268414,0.105922170512245,0.184543228688176,0.318933784309361
ACOX3,425.358179311103,0.0796586852921245,0.0969064771686372,0.384269968907639,0.557706935015657
ACOXL,2.49404176490987,-0.0186795360569957,0.290708388708867,0.761599711300516,
ACOXL-AS1,0.170584947142764,0.0109267930131571,0.296625360228806,0.831785555836971,
ACP1,2466.19087617939,-0.0681061900758109,0.0453488144165064,0.128208326093838,0.237041117376068
ACP2,1307.19827283599,-0.230412385603412,0.0622227177560973,0.000145310954788989,0.00052347772213293
ACP4,0.47587344800262,0.0237071615387426,0.297497001012269,0.455173157906484,
ACP5,214.73557488878,1.7688398263148,0.164084468951671,2.67421434615684e-28,4.60559137393678e-27
ACP6,467.898350464947,0.0583299056007562,0.0936338643512605,0.504833637621824,0.670540953100522
ACP7,3.89313933569793,0.0070991704583047,0.28495991776168,0.931153331831276,0.964148018582196
ACPP,0.835457070058294,0.0231783344254838,0.296099987048015,0.467728183763831,
ACR,0.534631104771045,0.00768580045827195,0.295390135030997,0.772189847626719,
ACRBP,6.35598161410002,0.0378994479072323,0.282658214605362,0.688495444141,0.813282391770266
ACSBG1,21.9446369004469,-0.138668459659099,0.287088040232253,0.320264155823938,0.488926736687367
ACSF2,736.959876735622,0.21368121005964,0.0782014311709852,0.00450635722656914,0.0125293741325214
ACSF3,498.268566165608,0.208442806267096,0.0913981080087138,0.0161961884507049,0.039998751129563
ACSL1,4535.70718243588,-0.0825741513720404,0.0362923428484474,0.0218300953423418,0.0520763681960005
ACSL3,15364.4419895933,0.133558876213121,0.0325013675634997,3.60592567587867e-05,0.000140646882215618
ACSL4,18278.9339825347,0.0184426154364468,0.0357487564613536,0.604071237943614,0.751506081237057
ACSL5,76.4852540734336,1.48136047946023,0.270024506945486,3.23846637914884e-09,1.92034807745602e-08
ACSL6,21.5763516929069,-0.144343220362355,0.274984490881596,0.331001221416913,0.501495688207095
ACSM1,1.67848227815804,-0.00249840123658814,0.291788049681315,0.961151262088266,
ACSM2A,33.9738685045003,-0.108701787879292,0.249229441496135,0.464358183459625,0.633587310178186
ACSM2B,147.743528221039,-0.0488928901581324,0.161048397876217,0.71584223522767,0.832184689423676
ACSM3,212.120800222126,0.297326361464714,0.14493696746462,0.0199145163587005,0.0480151838352274
ACSM4,0.364100347907892,-0.0018188720282635,0.295767466995076,0.977004381945973,
ACSM5,1.00571220730275,0.0012362510162346,0.294191961503217,0.973831865063264,
ACSM6,0.12166137924341,-0.0108244932940353,0.296626105011659,0.796455953122641,
ACSS1,1.44014903316256,0.0528068212366585,0.299625535226828,0.285317034355713,
ACSS2,9756.33353006638,1.73361712377684,0.0294430672698433,0,0
ACSS3,3428.20981991246,0.173029192278413,0.041867324542367,2.93964385148798e-05,0.000116210138950484
ACTA1,0.819056973517958,-0.0265300986556564,0.296540470295315,0.430943713334007,
ACTB,128995.392114427,-0.153866063784104,0.0222378071957022,5.49630133613356e-12,4.03673553014342e-11
ACTBL2,1.72833547131728,0.0541249981031664,0.299523647139231,0.286074638662123,
ACTG1,30165.117889542,-0.174013860674609,0.0209705458121826,8.89014482709128e-17,8.97320676913375e-16
ACTG1P17,13.0486674112967,0.0834719944316677,0.274582410334627,0.511137628366019,0.675707640905462
ACTG1P20,87.0209722664135,-0.110304052691665,0.181922503886875,0.445566315670062,0.616057987652719
ACTG1P4,2.62501252832266,0.0974910117344023,0.312937490595146,0.140631142099228,
ACTG2,0.36498413773023,-0.016634362228672,0.297051126898623,0.57722637813489,
ACTL10,10.1773275529579,0.220446903268568,0.369645966937517,0.102978828565651,0.198143093607808
ACTL6A,2088.4172809272,-0.511942963930625,0.0496023708592411,1.50725504590685e-25,2.34849835605679e-24
ACTL6B,0.35536707826144,-0.00209341170976878,0.295786155034591,0.97806722248657,
ACTL7B,0.768605523553576,-0.00738408657149148,0.294705646944908,0.835510416816526,
ACTN1,8740.92581399826,0.048951934906898,0.0291992846078256,0.0917228372861408,0.179934385599439
ACTN2,0.511754841428292,0.0214427026079891,0.297362187657207,0.464764386633674,
ACTN3,29.4628132689322,0.190582894984202,0.2761131046103,0.236818759620498,0.388093627860199
ACTN4,21341.4463881956,-0.0202523404756218,0.0248085533148686,0.405172684547113,0.578007451144641
ACTR10,1034.1853693977,-0.062358228945014,0.0657992262184881,0.330408056326883,0.500724673017063
ACTR1A,4172.98198871527,-0.177132685349116,0.036612482081717,1.06532461602316e-06,4.94001334043e-06
ACTR1B,2409.5473490181,0.23422203086402,0.0493211243042483,1.41602551670437e-06,6.45871413389342e-06
ACTR2,8753.81642142993,-0.218110555348593,0.0377393415514358,5.27691257307914e-09,3.06387513404351e-08
ACTR3,8022.02856621138,-0.3069381863487,0.0355482694437672,3.27108978460226e-18,3.59034331345661e-17
ACTR3B,614.404314517089,-0.423853364372543,0.100357643802635,7.85274655797381e-06,3.31694804255647e-05
ACTR3C,282.828729115996,0.228398780911297,0.130536629406003,0.0515361453979132,0.110319657946175
ACTR5,272.490359327307,-0.178304752588018,0.121518036721269,0.106237594614705,0.203097932647696
ACTR6,765.429725053386,-0.257869647745899,0.0766014806936958,0.000469907790265142,0.00156183225088125
ACTR8,650.09581946997,-0.0253163477117888,0.0821368496519895,0.746750842744553,0.852821230902208
ACTRT3,82.417812250418,0.0916055021566889,0.194137929482079,0.543754102935284,0.703470524373743
ACVR1,1018.64699486855,0.378240251268809,0.0687499134212048,1.5661086461421e-08,8.7155437457018e-08
ACVR1B,3247.33300197289,-0.423749227917169,0.0436835203354102,1.07419699652069e-22,1.45719645836996e-21
ACVR1C,303.052639547175,0.0461156801666483,0.114386002173834,0.652339162720332,0.786948130447342
ACVR2A,520.920515995183,-0.102249899986391,0.0905660420421366,0.235231033427298,0.385952979643004
ACVR2B,1367.30063249668,-0.0355557506176411,0.059644232539568,0.542504686451173,0.702363889889029
ACVR2B-AS1,13.5244225539225,0.0375306682296479,0.263886580509441,0.764410076122977,0.865118070278861
ACVRL1,10.8317553226901,0.184609565511932,0.335937908532532,0.158467540075696,0.282280387924209
ACY1,1349.48541706113,-0.0381020860231535,0.0576836383843848,0.500111054471827,0.666602822549937
ACY3,97.2650122471579,0.194945820064016,0.184310187739854,0.187310100609922,0.323057817452526
ACYP1,121.260872016703,-0.251437785286442,0.186372359861632,0.0938146333427744,0.183079246697499
ACYP2,122.373931650933,0.343748697216234,0.187291842114725,0.0246752670581954,0.0579571268035752
ADA,23.9086184680641,-0.205736630312295,0.299825937737131,0.197287457726771,0.335910682393705
ADA2,5.70026341639029,0.0164654532876207,0.281702241544787,0.857767326859684,0.924555056162682
ADAL,255.448561481268,-0.0671677776321558,0.120989446145998,0.543237649210283,0.703108560642848
ADAM10,3899.24111470682,0.033974443063091,0.0428553801359287,0.423450169870618,0.594940290274006
ADAM11,11.2857906774917,-0.0937111617406184,0.284067479669984,0.433800342785657,0.604762326775719
ADAM15,795.05880617477,-0.403243180823983,0.0781759764755748,9.12872992277873e-08,4.70832207388689e-07
ADAM17,1292.69880410159,0.127012721186421,0.0625180503753836,0.0374577076340935,0.0833666673214778
ADAM18,3.36159089143276,0.129798082074074,0.330332494650805,0.072457921664497,0.147757364086216
ADAM19,0.161138810216126,0.0107669798094556,0.296614507334646,0.831785555836972,
ADAM1A,2.89711831937092,-0.0177291258371557,0.297432282695535,0.20065073871186,
ADAM2,0.161138810216126,0.0107669798094556,0.296614507334646,0.831785555836972,
ADAM20,14.3788872628446,-0.0611690359503073,0.271568333648722,0.612610332380817,0.758634095782136
ADAM20P1,4.20096089804033,0.0161218403138488,0.284380805331374,0.847717970677518,0.918683293153087
ADAM21,3.36064412368803,0.084105792343712,0.30371441222952,0.266648523295335,0.425973286228656
ADAM21P1,0.161138810216126,0.0107669798094556,0.296614507334646,0.831785555836972,
ADAM22,209.478064585563,0.0895964885588876,0.132321620107288,0.44977979994738,0.62017914525726
ADAM23,2149.83256185071,0.0554055387986402,0.0498898579135779,0.260050119145519,0.417979564812343
ADAM28,390.155547578295,0.313605756313421,0.108369520601912,0.00186218639493275,0.0055787348722145
ADAM32,13.0226809991866,-0.0241500165358866,0.26673329494307,0.836848619444872,0.91262322677301
ADAM33,0.170584947142764,0.0109267930131571,0.296625360228806,0.831785555836972,
ADAM6,0.202983798255157,-0.0121691375205494,0.296725711129099,0.794077478976948,
ADAM8,59.4729733134276,0.300873732935711,0.261438465827538,0.0908206394900187,0.178546145242041
ADAM9,8242.32851880059,0.127069248865474,0.034445610474516,0.000204342317084217,0.000721553447311049
ADAMTS1,915.82605049874,-0.0262700541348404,0.0689365363920575,0.69457790413207,0.817487695025034
ADAMTS10,115.939018185033,1.4021500594906,0.210789691179173,2.13719264761878e-12,1.62662079179354e-11
ADAMTS12,802.170208117722,0.0388271565570214,0.0853583242591059,0.63519524531382,0.775031770784979
ADAMTS13,32.8721320135443,1.88495589732114,0.452919282113911,1.61870328005787e-06,7.33809409131016e-06
ADAMTS16,12.4258660983892,1.29992899938056,0.774098554217522,0.0035279651499452,0.0100280623182544
ADAMTS17,6.60767721976954,-0.0522279200260917,0.284591119334933,0.588247707738429,0.739666717722736
ADAMTS19,1.73154775240872,-0.0236508083555882,0.293193603913146,0.652921221144144,
ADAMTS20,121.33074127673,0.0212763618278648,0.164741230008949,0.877915108951725,0.9357113619388
ADAMTS3,71.6658334213848,-0.106697564672408,0.197634915221995,0.475727584000093,0.6445609748253
ADAMTS4,21.784393601362,0.11122430984622,0.26803377800387,0.435641768164192,0.606380955608833
ADAMTS5,1.45613053487645,-0.0467733989746218,0.298364946728828,0.324418916952215,
ADAMTS6,68.2373490761561,0.89863363217275,0.273742752207191,8.90853007096753e-05,0.000328699127540874
ADAMTS7,2.30312564924002,0.0145424188188769,0.290437827861504,0.812885392783455,
ADAMTS7P1,0.859128600009997,-0.0111798338225522,0.294521009350594,0.768584178895863,
ADAMTS9,599.353306172246,0.402134814020812,0.0912060451901279,3.87960843099624e-06,1.69495147751245e-05
ADAMTS9-AS2,3.87590869439578,0.0989086131296342,0.308444568395346,0.226463041912268,0.374636076295701
ADAMTSL2,31.9027791668072,-0.133683433934125,0.248861659361018,0.384379157989678,0.557717418898332
ADAMTSL3,0.407790787252555,-0.00110776141496064,0.295611634493339,0.906714321192091,
ADAMTSL4,1113.96728113779,0.837298165240912,0.067755729187146,5.27802303859214e-36,1.20926427587281e-34
ADAMTSL4-AS1,1.1111507352487,0.0109782179087315,0.293817712575828,0.79930997866465,
ADAMTSL5,213.281636145134,0.859036847467292,0.154598851195278,2.92119881379608e-09,1.73799629025084e-08
ADAP1,312.716579757924,0.0578666440877556,0.114028439563209,0.583413413037344,0.735976226991554
ADAP2,0.548256703340455,0.0273044757720811,0.297876010201557,0.388312800635813,
ADAR,13080.0866206956,-0.308963520122356,0.0255565049534114,6.48348839471676e-34,1.36122709818405e-32
ADARB1,662.328724871613,0.264218825402362,0.0825613909569787,0.000838761900774358,0.00268274374328063
ADARB2,0.939209260656983,-0.013715894723282,0.294863728475873,0.707093207532025,
ADAT1,723.808174631309,-0.352554424191295,0.0814086906923944,6.5242625824215e-06,2.78284231949422e-05
ADAT2,635.937656221551,-0.435669219912068,0.0905833509781978,4.78912983060455e-07,2.29911767386281e-06
ADAT3,90.1894191503287,1.00437168476719,0.257786301643006,7.69985701383188e-06,3.25622660193483e-05
ADCK1,158.659967441611,0.301179752048853,0.157851265606713,0.026515729820195,0.0617914608504349
ADCK2,439.411894036486,0.0712937086363906,0.0964748950583259,0.435412410502443,0.606251071489302
