-1,-1,-1,-1,-1,-1
3.88,3.8987,3.9545,3.8531,4.0018,3.8752
1.1202,0.47348,1.0984,1.7092,1.7285,1.1258
2.5179,2.5356,2.6347,2.8375,2.8443,2.7717
5.4438,5.4368,5.4857,5.3419,5.345,5.2862
12.2,12.237,12.211,11.245,11.242,11.242
0.88052,0.89074,0.9079,0.85176,0.8362,0.82948
1.919,1.886,1.9116,1.8455,1.8278,1.7916
2.8309,2.8651,2.8413,3.1459,3.2447,3.144
2.0184,2.0907,2.0421,2.1541,2.2707,2.2004
2.7393,2.771,2.7526,3.0827,3.1614,3.0796
2.0416,2.1119,2.0654,2.1393,2.2602,2.1866
2.4455,2.4786,2.4578,2.7517,2.8323,2.7463
1.9231,1.9912,1.9459,2.0521,2.1596,2.0931
2.8617,2.8943,2.8747,3.2184,3.3014,3.2149
2.1574,2.2319,2.1816,2.2546,2.3847,2.3053
2.0898,2.1415,2.0913,2.2824,2.3857,2.3164
3.7864,3.7205,3.741,3.8077,3.8304,4.051
1.6848,1.6508,1.6514,1.872,1.8526,1.6751
1.6848,1.6508,1.6514,1.872,1.8526,1.6751
1.0007,0.98943,1.0011,0.87777,0.87674,0.90063
1.1725,1.157,1.1667,1.128,1.125,1.2066
2.2799,2.3702,2.2873,1.1591,1.3912,1.317
2.424,2.407,2.2948,2.2668,2.1849,2.2196
2.424,2.407,2.2948,2.2668,2.1849,2.2196
7.8356,7.866,7.845,7.2862,7.303,7.2536
8.0037,8.0351,8.0142,7.4255,7.4417,7.3913
4.7766,4.8024,4.7699,4.321,4.374,4.2576
7.396,7.4297,7.4028,6.8938,6.9083,6.8592
2.4906,2.4789,2.5549,2.5856,2.5887,2.4617
0.55465,0.5705,0.56486,0.6235,0.62932,0.6148
10.957,10.991,10.968,10.075,10.072,10.07
3.1865,2.9464,2.7957,1.9887,1.9581,1.9169
2.8699,2.9186,2.8759,3.0269,3.0257,3.0855
3.1721,3.2476,3.1727,2.8069,3.1041,2.8982
3.2202,3.3039,3.1226,0.16906,3.6078,0.1719
2.6594,2.585,2.5918,1.9546,1.9724,2.0023
1.8,1.7927,1.8359,1.6837,1.7026,1.6768
17.287,17.321,17.278,15.672,15.671,15.749
2.2477,2.2371,2.227,2.1618,2.1662,2.1592
2.4066,2.4444,2.4075,1.7634,2.0743,2.068
2.7593,2.8023,2.8459,2.4648,2.4167,2.4292
2.9817,3.0038,3.046,2.3684,2.586,2.5428
3.1543,3.2533,3.2203,3.9214,3.6676,3.5316
2.0491,2.0437,1.9605,1.7606,1.753,1.8153
1.9547,2.0236,1.9992,1.0099,1.3183,1.9028
3.6787,3.7208,3.7096,3.2347,3.2218,3.1473
2.6965,2.712,2.7045,2.3079,2.2995,2.2465
3.3143,3.3144,3.2797,2.7591,2.7624,2.7107
1.5095,1.618,1.5251,1.2029,1.2863,1.2013
2.9817,3.0038,3.046,2.3684,2.586,2.5428
7.7322,7.7274,7.7522,7.0518,7.062,6.9728
7.2299,7.2477,7.2772,6.5847,6.5967,6.5291
1.885,2.0281,1.9671,1.5574,1.7151,1.6018
2.2857,2.191,2.1972,2.175,2.211,2.2789
3.6051,3.4011,3.4758,3.4064,3.3995,3.5032
1.4894,1.4312,1.4208,1.1811,1.1808,1.1925
0.58257,0.59669,0.5535,0.64316,0.64848,0.66406
2.1813,2.192,2.2056,2.0375,2.0537,2.0401
3.2163,3.2094,3.1918,3.0294,3.039,3.0093
8.0813,8.048,8.0855,7.6242,7.6181,7.5714
3.7603,3.7705,3.7819,3.7301,3.7612,3.7341
1.701,1.7333,1.7275,1.7737,1.8237,1.7284
5.4729,5.4516,5.4783,5.2754,5.2634,5.2231
4.2138,4.2271,4.2261,4.1808,4.2032,4.182
2.6474,2.6216,2.6399,2.7433,2.7105,2.6585
0.22022,0.07416,0.13643,0.011635,0.12059,0.038321
3.5553,3.5671,3.5917,2.9598,2.9374,2.9127
5.023,5.1456,5.0611,5.0283,5.0794,5.1093
5.9488,5.9236,6.0018,5.7747,5.7838,5.7194
3.5633,3.5885,3.5904,3.6058,3.6328,3.6088
7.9885,7.9498,7.9952,7.5275,7.5233,7.4792
3.7925,3.8082,3.8088,3.7561,3.7926,3.7583
4.9754,4.8326,4.8652,4.4673,4.4394,4.5494
0.96508,1.3597,0.82113,0.3528,0.60652,0.28521
2.2089,2.1403,2.2466,4.5173,4.5185,4.3902
6.3277,6.3397,6.3783,6.0678,6.087,5.9831
3.7506,3.7585,3.7677,3.6701,3.7322,3.6857
1.0334,1.0364,1.0208,1.1417,1.1655,1.1537
1.2564,1.2828,1.1914,1.0445,1.0608,1.0791
2.3493,2.3476,2.4303,2.728,2.5443,2.5272
2.1274,2.1195,2.1466,2.0438,1.9443,1.992
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
8.6146,8.5722,8.6214,8.1103,8.1049,8.0581
3.5637,3.5928,3.5948,3.5618,3.5612,3.5583
10.659,10.609,10.622,10.182,10.136,10.026
1.2794,1.2775,1.2709,1.4697,1.4638,1.4577
2.3346,2.2979,2.2069,2.3303,2.3639,2.3134
8.7719,8.7288,8.7753,8.2696,8.2612,8.2094
3.6835,3.7048,3.7144,3.6763,3.7045,3.6741
2.4613,2.4529,2.5191,2.4983,2.5001,2.3872
3.5233,3.6552,3.6337,3.9698,3.9549,3.767
7.6508,7.6564,7.6384,7.4285,7.4267,7.4148
2.6366,2.5536,2.609,2.6168,2.6228,2.5501
1.7458,1.6973,1.7203,1.7371,1.7526,1.7438
3.6785,3.7196,3.7362,3.6235,3.6291,3.6094
2.5375,2.6549,2.7739,1.4135,1.6602,1.3929
0.345,0.32667,0.32956,0.52032,0.52593,0.52666
2.7938,2.7977,2.9316,3.3004,3.0794,3.0025
1.4602,1.4475,1.4277,1.5833,1.4741,1.5765
3.6374,3.6264,3.6031,3.6034,3.6436,3.6132
3.6571,3.6579,3.6667,3.6483,3.6782,3.651
2.0136,1.9446,1.8777,2.0424,2.0435,2.0158
3.315,3.3107,3.321,3.306,3.3547,3.3009
1.2472,1.1972,1.1218,1.1528,1.148,1.0582
0.85932,0.91401,0.94226,0.73459,1.1097,1.0368
3.3125,3.2928,3.3529,3.2383,3.2505,3.1758
1.6728,1.6853,1.6089,1.8767,1.8415,1.701
3.6099,3.6174,3.6269,3.6601,3.6832,3.6544
2.6405,2.6123,2.6291,2.6679,2.6567,2.5794
4.6653,4.5863,4.5997,5.6693,5.6381,5.568
8.2413,8.2523,8.2302,7.9976,7.9941,7.9819
2.2849,2.2135,2.2646,2.3127,2.3203,2.2529
3.6591,3.6756,3.6755,3.646,3.6479,3.6304
0.31381,0.31261,0.31468,0.40935,0.40012,0.47265
0.31584,0.30617,0.30856,0.35225,0.33164,0.39223
4.2206,4.2109,4.1946,4.0754,4.0159,3.969
7.5322,7.5,7.5373,7.1136,7.1064,7.0685
3.7497,3.7686,3.778,3.7442,3.7889,3.7544
2.0455,2.0149,2.0088,2.0865,2.0596,2.0728
3.7658,3.7854,3.7606,3.696,3.7459,3.7006
3.4273,3.4363,3.4445,3.471,3.4953,3.4537
2.4002,1.8078,1.8576,2.6842,2.531,2.4732
1.6985,1.4959,1.4972,1.9687,1.9543,1.9008
2.0689,1.7359,1.7673,2.2226,2.1888,2.0899
1.6859,1.4881,1.5074,1.9213,1.8269,1.9031
1.691,1.5765,1.6394,1.85,1.8364,1.8016
0.23599,0.21302,0.25808,0.3472,0.31304,0.2908
3.2504,3.2316,3.2222,3.1996,3.174,3.1575
3.8205,3.8311,3.8392,3.8215,3.8203,3.8059
0.82041,0.72588,0.65555,1.0053,1.0741,0.53527
0.345,0.32667,0.32956,0.52032,0.52593,0.52666
2.9537,2.9207,2.8861,3.1424,3.1328,2.9086
3.5654,3.5867,3.5844,3.6232,3.665,3.6361
1.4115,1.3563,1.3058,1.6949,1.7344,1.6212
8.25,8.2517,8.2796,7.5575,7.5717,7.4774
3.7005,3.6941,3.6872,2.9275,2.9244,2.8928
7.7322,7.7274,7.7522,7.0518,7.062,6.9728
3.2003,3.1804,3.1693,2.5507,2.5329,2.4233
2.7993,2.8225,2.8029,2.2081,2.2046,2.2007
0.049193,0.091226,0.12952,0.18238,0.22367,0.028291
2.6906,2.6894,2.6847,2.5867,2.632,2.6244
2.6957,2.6959,2.6943,2.5803,2.624,2.6188
2.6858,2.6856,2.6814,2.5701,2.6173,2.6094
2.3458,2.3573,2.3487,2.2194,2.259,2.2514
2.3101,2.32,2.3054,2.2059,2.2358,2.235
2.0237,2.0414,2.0277,1.9152,1.9536,1.9458
2.8288,2.8293,2.814,2.674,2.7327,2.6866
2.8173,2.8082,2.7987,2.68,2.7408,2.6918
4.4709,4.4762,4.4876,4.0575,4.0654,4.0234
1.161,1.169,1.1485,0.9814,0.98674,0.97589
3.2763,3.2718,3.2784,3.0154,3.0156,2.9932
0.96733,0.99324,0.98663,0.81676,0.83047,0.80027
4.1394,4.1436,4.1528,3.8037,3.8079,3.7694
1.8413,1.881,1.8583,1.5945,1.6007,1.5823
4.1394,4.1436,4.1528,3.8037,3.8079,3.7694
1.2456,1.2546,1.2286,1.0576,1.0608,1.0554
1.3972,1.4189,1.397,1.2562,1.2727,1.2792
1.8968,1.9376,1.9141,1.6427,1.6486,1.6292
1.0035,1.0037,0.99886,0.92117,0.9175,0.91221
1.8715,1.9135,1.8896,1.6171,1.6233,1.6033
4.1361,4.0834,4.1115,3.8095,3.8037,3.7784
0.97616,0.99234,0.98592,0.82219,0.83627,0.7992
7.0587,7.0635,7.0842,6.4521,6.4663,6.39
5.1638,5.1513,5.1795,4.6882,4.7035,4.6699
0.60113,0.59763,0.57729,0.52711,0.51791,0.50581
1.6883,1.6788,1.7045,1.7246,1.7227,1.7039
0.43016,0.56209,0.58788,0.47153,0.59117,0.56223
0.43016,0.56209,0.58788,0.47153,0.59117,0.56223
1.0554,0.74287,0.71461,0.80706,0.95459,0.79417
2.3957,2.3979,2.3911,2.4122,2.4554,2.4013
1.5187,1.5161,1.5142,1.5159,1.5376,1.4835
1.5024,1.489,1.4905,1.5034,1.5252,1.4698
